species,genus,family,order
Actinobole_uliginosum,Actinobole,Asteraceae,Asterales
Actinodaphne_borneensis,Actinodaphne,Lauraceae,Laurales
Actinodaphne_diversifolia,Actinodaphne,Lauraceae,Laurales
Actinodaphne_forrestii,Actinodaphne,Lauraceae,Laurales
Actinodaphne_glomerata,Actinodaphne,Lauraceae,Laurales
Actinodaphne_macrophylla,Actinodaphne,Lauraceae,Laurales
Actinodaphne_malaccensis,Actinodaphne,Lauraceae,Laurales
Actinodaphne_myriantha,Actinodaphne,Lauraceae,Laurales
Actinodaphne_obovata,Actinodaphne,Lauraceae,Laurales
Actinodaphne_omeiensis,Actinodaphne,Lauraceae,Laurales
Actinodaphne_procera,Actinodaphne,Lauraceae,Laurales
Actinodaphne_pruinosa,Actinodaphne,Lauraceae,Laurales
Actinodium_cunninghamii,Actinodium,Myrtaceae,Myrtales
Actinokentia_divaricata,Actinokentia,Arecoideae,Arecales
Actinokentia_huerlimannii,Actinokentia,Arecoideae,Arecales
Actinorhytis_calapparia,Actinorhytis,Arecoideae,Arecales
Actinoschoenus_thouarsii,Actinoschoenus,Cyperaceae,Poales
Actinoscirpus_grossus,Actinoscirpus,Cyperaceae,Poales
Actinostemma_tenerum,Actinostemma,Cucurbitaceae,Cucurbitales
Actinostemon_amazonicus,Actinostemon,Euphorbiaceae,Malpighiales
Actinostemon_caribaeus,Actinostemon,Euphorbiaceae,Malpighiales
Actinostemon_concolor,Actinostemon,Euphorbiaceae,Malpighiales
Adansonia_digitata,Adansonia,Malvaceae,Malvales
Adansonia_gregorii,Adansonia,Malvaceae,Malvales
Adelia_cinerea,Adelia,Euphorbiaceae,Malpighiales
Adelia_obovata,Adelia,Euphorbiaceae,Malpighiales
Adelia_ricinella,Adelia,Euphorbiaceae,Malpighiales
Adelia_triloba,Adelia,Euphorbiaceae,Malpighiales
Adelia_vaseyi,Adelia,Euphorbiaceae,Malpighiales
Adelobotrys_adscendens,Adelobotrys,Melastomataceae,Myrtales
Adelobotrys_boissieriana,Adelobotrys,Melastomataceae,Myrtales
Adelobotrys_macrantha,Adelobotrys,Melastomataceae,Myrtales
Adenandra_uniflora,Adenandra,Rutaceae,Sapindales
Adenanthera_microsperma,Adenanthera,Fabaceae,Fabales
Adenanthera_pavonina,Adenanthera,Fabaceae,Fabales
Adenanthos_sericeus,Adenanthos,Proteaceae,Proteales
Adenaria_floribunda,Adenaria,Lythraceae,Myrtales
Adenia_digitata,Adenia,Passifloraceae,Malpighiales
Adenia_fruticosa,Adenia,Passifloraceae,Malpighiales
Adenia_gummifera,Adenia,Passifloraceae,Malpighiales
Adenia_isaloensis,Adenia,Passifloraceae,Malpighiales
Adenia_keramanthus,Adenia,Passifloraceae,Malpighiales
Adenia_spinosa,Adenia,Passifloraceae,Malpighiales
Adenium_multiflorum,Adenium,Apocynaceae,Gentianales
Adenium_obesum,Adenium,Apocynaceae,Gentianales
Adenium_swazicum,Adenium,Apocynaceae,Gentianales
Adenocarpus_complicatus,Adenocarpus,Fabaceae,Fabales
Adenocarpus_foliolosus,Adenocarpus,Fabaceae,Fabales
Adenocarpus_telonensis,Adenocarpus,Fabaceae,Fabales
Adenocarpus_viscosus,Adenocarpus,Fabaceae,Fabales
Adenocaulon_bicolor,Adenocaulon,Asteraceae,Asterales
Adenocaulon_chilense,Adenocaulon,Asteraceae,Asterales
Adenocaulon_himalaicum,Adenocaulon,Asteraceae,Asterales
Adenochilus_nortonii,Adenochilus,Orchidaceae,Asparagales
Adenochlaena_leucocephala,Adenochlaena,Euphorbiaceae,Malpighiales
Adenocline_acuta,Adenocline,Euphorbiaceae,Malpighiales
Adenocline_violifolia,Adenocline,Euphorbiaceae,Malpighiales
Adenodolichos_rupestris,Adenodolichos,Fabaceae,Fabales
Adenogramma_glomerata,Adenogramma,Molluginaceae,Caryophyllales
Adenogramma_lichtensteiniana,Adenogramma,Molluginaceae,Caryophyllales
Adenogramma_mollugo,Adenogramma,Molluginaceae,Caryophyllales
Adenogramma_teretifolia,Adenogramma,Molluginaceae,Caryophyllales
Adenolinum_lewisii,Adenolinum,Linaceae,Malpighiales
Adenolobus_garipensis,Adenolobus,Fabaceae,Fabales
Adenolobus_pechuelii,Adenolobus,Fabaceae,Fabales
Adenoncos_parviflora,Adenoncos,Orchidaceae,Asparagales
Adenopeltis_serrata,Adenopeltis,Euphorbiaceae,Malpighiales
Adenophaedra_grandifolia,Adenophaedra,Euphorbiaceae,Malpighiales
Adenophora_capillaris,Adenophora,Campanulaceae,Asterales
Adenophora_coelestis,Adenophora,Campanulaceae,Asterales
Adenophora_divaricata,Adenophora,Campanulaceae,Asterales
Adenophora_erecta,Adenophora,Campanulaceae,Asterales
Adenophora_grandiflora,Adenophora,Campanulaceae,Asterales
Adenophora_himalayana,Adenophora,Campanulaceae,Asterales
Adenophora_kayasanensis,Adenophora,Campanulaceae,Asterales
Adenophora_khasiana,Adenophora,Campanulaceae,Asterales
Adenophora_lamarckii,Adenophora,Campanulaceae,Asterales
Adenophora_liliifolia,Adenophora,Campanulaceae,Asterales
Adenophora_liliifolioides,Adenophora,Campanulaceae,Asterales
Adenophora_polyantha,Adenophora,Campanulaceae,Asterales
Adenophora_racemosa,Adenophora,Campanulaceae,Asterales
Adenophora_remotiflora,Adenophora,Campanulaceae,Asterales
Adenophora_stenanthina,Adenophora,Campanulaceae,Asterales
Adenophora_stricta,Adenophora,Campanulaceae,Asterales
Adenophora_taquetii,Adenophora,Campanulaceae,Asterales
Adenophora_trachelioides,Adenophora,Campanulaceae,Asterales
Adenophora_triphylla,Adenophora,Campanulaceae,Asterales
Adenopodia_spicata,Adenopodia,Fabaceae,Fabales
Adenosma_indianum,Adenosma,Plantaginaceae,Lamiales
Adenostemma_lavenia,Adenostemma,Asteraceae,Asterales
Adenostoma_fasciculatum,Adenostoma,Rosaceae,Rosales
Adenostoma_sparsifolium,Adenostoma,Rosaceae,Rosales
Adesmia_bicolor,Adesmia,Fabaceae,Fabales
Adesmia_candida,Adesmia,Fabaceae,Fabales
Adesmia_corymbosa,Adesmia,Fabaceae,Fabales
Adesmia_exilis,Adesmia,Fabaceae,Fabales
Adesmia_fuentesii,Adesmia,Fabaceae,Fabales
Adesmia_grandiflora,Adesmia,Fabaceae,Fabales
Adesmia_latifolia,Adesmia,Fabaceae,Fabales
Adesmia_longiseta,Adesmia,Fabaceae,Fabales
Adesmia_salicornioides,Adesmia,Fabaceae,Fabales
Adina_pilulifera,Adina,Rubiaceae,Gentianales
Adina_pubicostata,Adina,Rubiaceae,Gentianales
Adina_rubella,Adina,Rubiaceae,Gentianales
Adinandra_dumosa,Adinandra,Pentaphylacaceae,Ericales
Adinandra_formosana,Adinandra,Pentaphylacaceae,Ericales
Adinandra_millettii,Adinandra,Pentaphylacaceae,Ericales
Adinauclea_fagifolia,Adinauclea,Rubiaceae,Gentianales
Adolphia_infesta,Adolphia,Rhamnaceae,Rosales
Adonidia_maturbongsii,Adonidia,Arecoideae,Arecales
Adonidia_merrillii,Adonidia,Arecoideae,Arecales
Adonis_aestivalis,Adonis,Ranunculaceae,Ranunculales
Adonis_amurensis,Adonis,Ranunculaceae,Ranunculales
Adonis_annua,Adonis,Ranunculaceae,Ranunculales
Adonis_vernalis,Adonis,Ranunculaceae,Ranunculales
Adoxa_moschatellina,Adoxa,Adoxaceae,Dipsacales
Adriana_quadripartita,Adriana,Euphorbiaceae,Malpighiales
Adromischus_caryophyllaceus,Adromischus,Crassulaceae,Saxifragales
Adromischus_maculatus,Adromischus,Crassulaceae,Saxifragales
Adrorhizon_purpurascens,Adrorhizon,Orchidaceae,Asparagales
Aechmea_alba,Aechmea,Bromeliaceae,Poales
Aechmea_allenii,Aechmea,Bromeliaceae,Poales
Aechmea_aquilega,Aechmea,Bromeliaceae,Poales
Aechmea_bambusoides,Aechmea,Bromeliaceae,Poales
Aechmea_bicolor,Aechmea,Bromeliaceae,Poales
Aechmea_blumenavii,Aechmea,Bromeliaceae,Poales
Aechmea_bromeliifolia,Aechmea,Bromeliaceae,Poales
Aechmea_bruggeri,Aechmea,Bromeliaceae,Poales
Aechmea_calyculata,Aechmea,Bromeliaceae,Poales
Aechmea_carvalhoi,Aechmea,Bromeliaceae,Poales
Aechmea_caudata,Aechmea,Bromeliaceae,Poales
Aechmea_chantinii,Aechmea,Bromeliaceae,Poales
Aechmea_coelestis,Aechmea,Bromeliaceae,Poales
Aechmea_colombiana,Aechmea,Bromeliaceae,Poales
Aechmea_costantinii,Aechmea,Bromeliaceae,Poales
Aechmea_curranii,Aechmea,Bromeliaceae,Poales
Aechmea_disjuncta,Aechmea,Bromeliaceae,Poales
Aechmea_distichantha,Aechmea,Bromeliaceae,Poales
Aechmea_drakeana,Aechmea,Bromeliaceae,Poales
Aechmea_farinosa,Aechmea,Bromeliaceae,Poales
Aechmea_fasciata,Aechmea,Bromeliaceae,Poales
Aechmea_filicaulis,Aechmea,Bromeliaceae,Poales
Aechmea_floribunda,Aechmea,Bromeliaceae,Poales
Aechmea_fraseri,Aechmea,Bromeliaceae,Poales
Aechmea_fulgens,Aechmea,Bromeliaceae,Poales
Aechmea_gamosepala,Aechmea,Bromeliaceae,Poales
Aechmea_gracilis,Aechmea,Bromeliaceae,Poales
Aechmea_guainumbiorum,Aechmea,Bromeliaceae,Poales
Aechmea_involucrata,Aechmea,Bromeliaceae,Poales
Aechmea_kertesziae,Aechmea,Bromeliaceae,Poales
Aechmea_lamarchei,Aechmea,Bromeliaceae,Poales
Aechmea_leptantha,Aechmea,Bromeliaceae,Poales
Aechmea_lingulata,Aechmea,Bromeliaceae,Poales
Aechmea_lueddemanniana,Aechmea,Bromeliaceae,Poales
Aechmea_magdalenae,Aechmea,Bromeliaceae,Poales
Aechmea_mcvaughii,Aechmea,Bromeliaceae,Poales
Aechmea_mertensii,Aechmea,Bromeliaceae,Poales
Aechmea_mexicana,Aechmea,Bromeliaceae,Poales
Aechmea_miniata,Aechmea,Bromeliaceae,Poales
Aechmea_multiflora,Aechmea,Bromeliaceae,Poales
Aechmea_mutica,Aechmea,Bromeliaceae,Poales
Aechmea_organensis,Aechmea,Bromeliaceae,Poales
Aechmea_orlandiana,Aechmea,Bromeliaceae,Poales
Aechmea_ornata,Aechmea,Bromeliaceae,Poales
Aechmea_pectinata,Aechmea,Bromeliaceae,Poales
Aechmea_pedicellata,Aechmea,Bromeliaceae,Poales
Aechmea_racinae,Aechmea,Bromeliaceae,Poales
Aechmea_recurvata,Aechmea,Bromeliaceae,Poales
Aechmea_romeroi,Aechmea,Bromeliaceae,Poales
Aechmea_turbinocalyx,Aechmea,Bromeliaceae,Poales
Aechmea_vallerandii,Aechmea,Bromeliaceae,Poales
Aechmea_vanhoutteana,Aechmea,Bromeliaceae,Poales
Aechmea_warasii,Aechmea,Bromeliaceae,Poales
Aechmea_werdermannii,Aechmea,Bromeliaceae,Poales
Aegialitis_annulata,Aegialitis,Plumbaginaceae,Caryophyllales
Aegiceras_corniculatum,Aegiceras,Primulaceae,Ericales
Aegilops_bicornis,Aegilops,Poaceae,Poales
Aegilops_columnaris,Aegilops,Poaceae,Poales
Aegilops_comosa,Aegilops,Poaceae,Poales
Aegilops_crassa,Aegilops,Poaceae,Poales
Aegilops_cylindrica,Aegilops,Poaceae,Poales
Aegilops_geniculata,Aegilops,Poaceae,Poales
Aegilops_juvenalis,Aegilops,Poaceae,Poales
Aegilops_kotschyi,Aegilops,Poaceae,Poales
Aegilops_longissima,Aegilops,Poaceae,Poales
Aegilops_neglecta,Aegilops,Poaceae,Poales
Aegilops_peregrina,Aegilops,Poaceae,Poales
Aegilops_searsii,Aegilops,Poaceae,Poales
Aegilops_sharonensis,Aegilops,Poaceae,Poales
Aegilops_speltoides,Aegilops,Poaceae,Poales
Aegilops_tauschii,Aegilops,Poaceae,Poales
Aegilops_triuncialis,Aegilops,Poaceae,Poales
Aegilops_umbellulata,Aegilops,Poaceae,Poales
Aegilops_vavilovii,Aegilops,Poaceae,Poales
Aegilops_ventricosa,Aegilops,Poaceae,Poales
Aegiphila_costaricensis,Aegiphila,Lamiaceae,Lamiales
Aegiphila_panamensis,Aegiphila,Lamiaceae,Lamiales
Aegle_marmelos,Aegle,Rutaceae,Sapindales
Aeglopsis_chevalieri,Aeglopsis,Rutaceae,Sapindales
Aegopodium_podagraria,Aegopodium,Apiaceae,Apiales
Aeluropus_littoralis,Aeluropus,Poaceae,Poales
Aenigmatanthera_doniana,Aenigmatanthera,Malpighiaceae,Malpighiales
Aenigmatanthera_lasiandra,Aenigmatanthera,Malpighiaceae,Malpighiales
Aeonium_aureum,Aeonium,Crassulaceae,Saxifragales
Aeonium_balsamiferum,Aeonium,Crassulaceae,Saxifragales
Aeonium_canariense,Aeonium,Crassulaceae,Saxifragales
Aeonium_ciliatum,Aeonium,Crassulaceae,Saxifragales
Aeonium_davidbramwellii,Aeonium,Crassulaceae,Saxifragales
Aeonium_decorum,Aeonium,Crassulaceae,Saxifragales
Aeonium_glandulosum,Aeonium,Crassulaceae,Saxifragales
Aeonium_glutinosum,Aeonium,Crassulaceae,Saxifragales
Aeonium_goochiae,Aeonium,Crassulaceae,Saxifragales
Aeonium_gorgoneum,Aeonium,Crassulaceae,Saxifragales
Aeonium_korneliuslemsii,Aeonium,Crassulaceae,Saxifragales
Aeonium_leucoblepharum,Aeonium,Crassulaceae,Saxifragales
Aeonium_mascaense,Aeonium,Crassulaceae,Saxifragales
Aeonium_nobile,Aeonium,Crassulaceae,Saxifragales
Aeonium_percarneum,Aeonium,Crassulaceae,Saxifragales
Aeonium_saundersii,Aeonium,Crassulaceae,Saxifragales
Aeonium_sedifolium,Aeonium,Crassulaceae,Saxifragales
Aeonium_simsii,Aeonium,Crassulaceae,Saxifragales
Aeonium_spathulatum,Aeonium,Crassulaceae,Saxifragales
Aeonium_tabuliforme,Aeonium,Crassulaceae,Saxifragales
Aeonium_undulatum,Aeonium,Crassulaceae,Saxifragales
Aeonium_urbicum,Aeonium,Crassulaceae,Saxifragales
Aeonium_volkeri,Aeonium,Crassulaceae,Saxifragales
Aerangis_articulata,Aerangis,Orchidaceae,Asparagales
Aerangis_biloba,Aerangis,Orchidaceae,Asparagales
Aerangis_confusa,Aerangis,Orchidaceae,Asparagales
Aerangis_coriacea,Aerangis,Orchidaceae,Asparagales
Aerangis_ellisii,Aerangis,Orchidaceae,Asparagales
Aerangis_fastuosa,Aerangis,Orchidaceae,Asparagales
Aerangis_kirkii,Aerangis,Orchidaceae,Asparagales
Aerangis_kotschyana,Aerangis,Orchidaceae,Asparagales
Aerangis_luteoalba,Aerangis,Orchidaceae,Asparagales
Aerangis_macrocentra,Aerangis,Orchidaceae,Asparagales
Aerangis_modesta,Aerangis,Orchidaceae,Asparagales
Aerangis_punctata,Aerangis,Orchidaceae,Asparagales
Aerangis_somalensis,Aerangis,Orchidaceae,Asparagales
Aerangis_thomsonii,Aerangis,Orchidaceae,Asparagales
Aerangis_ugandensis,Aerangis,Orchidaceae,Asparagales
Aerangis_verdickii,Aerangis,Orchidaceae,Asparagales
Aeranthes_arachnites,Aeranthes,Orchidaceae,Asparagales
Aeranthes_caudata,Aeranthes,Orchidaceae,Asparagales
Aeranthes_grandiflora,Aeranthes,Orchidaceae,Asparagales
Aeranthes_moratii,Aeranthes,Orchidaceae,Asparagales
Aeranthes_neoperrieri,Aeranthes,Orchidaceae,Asparagales
Aeranthes_peyrotii,Aeranthes,Orchidaceae,Asparagales
Aeranthes_ramosa,Aeranthes,Orchidaceae,Asparagales
Aeranthes_strangulata,Aeranthes,Orchidaceae,Asparagales
Aeranthes_tenella,Aeranthes,Orchidaceae,Asparagales
Aeranthes_virginalis,Aeranthes,Orchidaceae,Asparagales
Aerides_crassifolia,Aerides,Orchidaceae,Asparagales
Aerides_crispa,Aerides,Orchidaceae,Asparagales
Aerides_emericii,Aerides,Orchidaceae,Asparagales
Aerides_falcata,Aerides,Orchidaceae,Asparagales
Aerides_houlletiana,Aerides,Orchidaceae,Asparagales
Aerides_huttonii,Aerides,Orchidaceae,Asparagales
Aerides_inflexa,Aerides,Orchidaceae,Asparagales
Aerides_krabiensis,Aerides,Orchidaceae,Asparagales
Aerides_lawrenceae,Aerides,Orchidaceae,Asparagales
Aerides_leeana,Aerides,Orchidaceae,Asparagales
Aerides_maculosa,Aerides,Orchidaceae,Asparagales
Aerides_multiflora,Aerides,Orchidaceae,Asparagales
Aerides_odorata,Aerides,Orchidaceae,Asparagales
Aerides_quinquevulnera,Aerides,Orchidaceae,Asparagales
Aerides_ringens,Aerides,Orchidaceae,Asparagales
Aerides_rosea,Aerides,Orchidaceae,Asparagales
Aerides_sukauensis,Aerides,Orchidaceae,Asparagales
Aerides_thibautiana,Aerides,Orchidaceae,Asparagales
Aerva_javanica,Aerva,Amaranthaceae,Caryophyllales
Aerva_lanata,Aerva,Amaranthaceae,Caryophyllales
Aerva_leucura,Aerva,Amaranthaceae,Caryophyllales
Aerva_sanguinolenta,Aerva,Amaranthaceae,Caryophyllales
Aeschynomene_americana,Aeschynomene,Fabaceae,Fabales
Aeschynomene_compacta,Aeschynomene,Fabaceae,Fabales
Aeschynomene_indica,Aeschynomene,Fabaceae,Fabales
Aesculus_californica,Aesculus,Hippocastanaceae,Sapindales
Aesculus_chinensis,Aesculus,Hippocastanaceae,Sapindales
Aesculus_flava,Aesculus,Hippocastanaceae,Sapindales
Aesculus_glabra,Aesculus,Hippocastanaceae,Sapindales
Aesculus_hippocastanum,Aesculus,Hippocastanaceae,Sapindales
Aesculus_indica,Aesculus,Hippocastanaceae,Sapindales
Aesculus_parviflora,Aesculus,Hippocastanaceae,Sapindales
Aesculus_pavia,Aesculus,Hippocastanaceae,Sapindales
Aesculus_polyneura,Aesculus,Hippocastanaceae,Sapindales
Aesculus_sylvatica,Aesculus,Hippocastanaceae,Sapindales
Aesculus_tsiangii,Aesculus,Hippocastanaceae,Sapindales
Aesculus_turbinata,Aesculus,Hippocastanaceae,Sapindales
Aetanthus_nodosus,Aetanthus,Loranthaceae,Santalales
Aetheorhiza_bulbosa,Aetheorhiza,Asteraceae,Asterales
Aetheorhyncha_andreettae,Aetheorhyncha,Orchidaceae,Asparagales
Aethionema_grandiflorum,Aethionema,Brassicaceae,Brassicales
Aethionema_saxatile,Aethionema,Brassicaceae,Brassicales
Aethusa_cynapium,Aethusa,Apiaceae,Apiales
Aextoxicon_punctatum,Aextoxicon,Aextoxicaceae,Berberidopsidales
Afgekia_filipes,Afgekia,Fabaceae,Fabales
Afgekia_sericea,Afgekia,Fabaceae,Fabales
Afraegle_paniculata,Afraegle,Rutaceae,Sapindales
Afrobrunnichia_erecta,Afrobrunnichia,Polygonaceae,Caryophyllales
Afrocalathea_rhizantha,Afrocalathea,Marantaceae,Zingiberales
Afrocanthium_lactescens,Afrocanthium,Rubiaceae,Gentianales
Afrocanthium_mundianum,Afrocanthium,Rubiaceae,Gentianales
Afrocanthium_racemulosum,Afrocanthium,Rubiaceae,Gentianales
Afrolicania_elaeosperma,Afrolicania,Chrysobalanaceae,Malpighiales
Afrolimon_peregrinum,Afrolimon,Plumbaginaceae,Caryophyllales
Afrostyrax_kamerunensis,Afrostyrax,Huaceae,Oxalidales
Afrostyrax_lepidophyllus,Afrostyrax,Huaceae,Oxalidales
Afrotrewia_kamerunica,Afrotrewia,Euphorbiaceae,Malpighiales
Afzelia_africana,Afzelia,Fabaceae,Fabales
Afzelia_bella,Afzelia,Fabaceae,Fabales
Afzelia_bipindensis,Afzelia,Fabaceae,Fabales
Afzelia_pachyloba,Afzelia,Fabaceae,Fabales
Afzelia_quanzensis,Afzelia,Fabaceae,Fabales
Agalinis_acuta,Agalinis,Orobanchaceae,Lamiales
Agalinis_aphylla,Agalinis,Orobanchaceae,Lamiales
Agalinis_auriculata,Agalinis,Orobanchaceae,Lamiales
Agalinis_calycina,Agalinis,Orobanchaceae,Lamiales
Agalinis_divaricata,Agalinis,Orobanchaceae,Lamiales
Agalinis_edwardsiana,Agalinis,Orobanchaceae,Lamiales
Agalinis_fasciculata,Agalinis,Orobanchaceae,Lamiales
Agalinis_filicaulis,Agalinis,Orobanchaceae,Lamiales
Agalinis_gattingeri,Agalinis,Orobanchaceae,Lamiales
Agalinis_harperi,Agalinis,Orobanchaceae,Lamiales
Agalinis_heterophylla,Agalinis,Orobanchaceae,Lamiales
Agalinis_homalantha,Agalinis,Orobanchaceae,Lamiales
Agalinis_laxa,Agalinis,Orobanchaceae,Lamiales
Agalinis_linifolia,Agalinis,Orobanchaceae,Lamiales
Agalinis_maritima,Agalinis,Orobanchaceae,Lamiales
Agalinis_navasotensis,Agalinis,Orobanchaceae,Lamiales
Agalinis_obtusifolia,Agalinis,Orobanchaceae,Lamiales
Agalinis_oligophylla,Agalinis,Orobanchaceae,Lamiales
Agalinis_paupercula,Agalinis,Orobanchaceae,Lamiales
Agalinis_plukenetii,Agalinis,Orobanchaceae,Lamiales
Agalinis_pulchella,Agalinis,Orobanchaceae,Lamiales
Agalinis_purpurea,Agalinis,Orobanchaceae,Lamiales
Agalinis_setacea,Agalinis,Orobanchaceae,Lamiales
Agalinis_skinneriana,Agalinis,Orobanchaceae,Lamiales
Agalinis_strictifolia,Agalinis,Orobanchaceae,Lamiales
Agalinis_tenuifolia,Agalinis,Orobanchaceae,Lamiales
Agalinis_viridis,Agalinis,Orobanchaceae,Lamiales
Aganisia_cyanea,Aganisia,Orchidaceae,Asparagales
Aganisia_fimbriata,Aganisia,Orchidaceae,Asparagales
Aganisia_pulchella,Aganisia,Orchidaceae,Asparagales
Aganope_gabonica,Aganope,Fabaceae,Fabales
Aganope_leucobotrya,Aganope,Fabaceae,Fabales
Aganosma_cymosa,Aganosma,Apocynaceae,Gentianales
Aganosma_schlechteriana,Aganosma,Apocynaceae,Gentianales
Aganosma_wallichii,Aganosma,Apocynaceae,Gentianales
Agapanthus_africanus,Agapanthus,Amaryllidaceae,Asparagales
Agapanthus_campanulatus,Agapanthus,Amaryllidaceae,Asparagales
Agapetes_buxifolia,Agapetes,Ericaceae,Ericales
Agapetes_hosseana,Agapetes,Ericaceae,Ericales
Agapetes_serpens,Agapetes,Ericaceae,Ericales
Agarista_populifolia,Agarista,Ericaceae,Ericales
Agarista_salicifolia,Agarista,Ericaceae,Ericales
Agastache_foeniculum,Agastache,Lamiaceae,Lamiales
Agastache_mexicana,Agastache,Lamiaceae,Lamiales
Agastache_rugosa,Agastache,Lamiaceae,Lamiales
Agastachys_odorata,Agastachys,Proteaceae,Proteales
Agatea_longipedicellata,Agatea,Violaceae,Malpighiales
Agatea_schlechteri,Agatea,Violaceae,Malpighiales
Agatea_veillonii,Agatea,Violaceae,Malpighiales
Agathosma_ovata,Agathosma,Rutaceae,Sapindales
Agave_americana,Agave,Asparagaceae,Asparagales
Agave_angustiarum,Agave,Asparagaceae,Asparagales
Agave_antillarum,Agave,Asparagaceae,Asparagales
Agave_attenuata,Agave,Asparagaceae,Asparagales
Agave_bracteosa,Agave,Asparagaceae,Asparagales
Agave_capensis,Agave,Asparagaceae,Asparagales
Agave_datylio,Agave,Asparagaceae,Asparagales
Agave_gentryi,Agave,Asparagaceae,Asparagales
Agave_ghiesbreghtii,Agave,Asparagaceae,Asparagales
Agave_guiengola,Agave,Asparagaceae,Asparagales
Agave_kerchovei,Agave,Asparagaceae,Asparagales
Agave_lecheguilla,Agave,Asparagaceae,Asparagales
Agave_nizandensis,Agave,Asparagaceae,Asparagales
Agave_parviflora,Agave,Asparagaceae,Asparagales
Agave_petrophila,Agave,Asparagaceae,Asparagales
Agave_potatorum,Agave,Asparagaceae,Asparagales
Agave_rhodacantha,Agave,Asparagaceae,Asparagales
Agave_salmiana,Agave,Asparagaceae,Asparagales
Agave_schottii,Agave,Asparagaceae,Asparagales
Agave_seemanniana,Agave,Asparagaceae,Asparagales
Agave_sisalana,Agave,Asparagaceae,Asparagales
Agave_striata,Agave,Asparagaceae,Asparagales
Agave_stricta,Agave,Asparagaceae,Asparagales
Agave_titanota,Agave,Asparagaceae,Asparagales
Agave_triangularis,Agave,Asparagaceae,Asparagales
Agdestis_clematidea,Agdestis,Agdestidaceae,Caryophyllales
Agelanthus_sansibarensis,Agelanthus,Loranthaceae,Santalales
Ageratina_adenophora,Ageratina,Asteraceae,Asterales
Ageratina_altissima,Ageratina,Asteraceae,Asterales
Ageratum_conyzoides,Ageratum,Asteraceae,Asterales
Ageratum_houstonianum,Ageratum,Asteraceae,Asterales
Agiortia_cicatricata,Agiortia,Ericaceae,Ericales
Agiortia_pedicellata,Agiortia,Ericaceae,Ericales
Agiortia_pleiosperma,Agiortia,Ericaceae,Ericales
Aglaia_argentea,Aglaia,Meliaceae,Sapindales
Aglaia_brassii,Aglaia,Meliaceae,Sapindales
Aglaia_cucullata,Aglaia,Meliaceae,Sapindales
Aglaia_elaeagnoidea,Aglaia,Meliaceae,Sapindales
Aglaia_elliptica,Aglaia,Meliaceae,Sapindales
Aglaia_korthalsii,Aglaia,Meliaceae,Sapindales
Aglaia_lawii,Aglaia,Meliaceae,Sapindales
Aglaia_lepiorrhachis,Aglaia,Meliaceae,Sapindales
Aglaia_odorata,Aglaia,Meliaceae,Sapindales
Aglaia_odoratissima,Aglaia,Meliaceae,Sapindales
Aglaia_rimosa,Aglaia,Meliaceae,Sapindales
Aglaia_sapindina,Aglaia,Meliaceae,Sapindales
Aglaodorum_griffithii,Aglaodorum,Araceae,Alismatales
Aglaonema_crispum,Aglaonema,Araceae,Alismatales
Aglaonema_modestum,Aglaonema,Araceae,Alismatales
Agonandra_macrocarpa,Agonandra,Opiliaceae,Santalales
Agonandra_silvatica,Agonandra,Opiliaceae,Santalales
Agonis_flexuosa,Agonis,Myrtaceae,Myrtales
Agoseris_glauca,Agoseris,Asteraceae,Asterales
Agoseris_retrorsa,Agoseris,Asteraceae,Asterales
Agrimonia_eupatoria,Agrimonia,Rosaceae,Rosales
Agrimonia_gryposepala,Agrimonia,Rosaceae,Rosales
Agrimonia_nipponica,Agrimonia,Rosaceae,Rosales
Agrimonia_parviflora,Agrimonia,Rosaceae,Rosales
Agrimonia_pilosa,Agrimonia,Rosaceae,Rosales
Agrimonia_procera,Agrimonia,Rosaceae,Rosales
Agriophyllum_squarrosum,Agriophyllum,Amaranthaceae,Caryophyllales
Agropyron_cristatum,Agropyron,Poaceae,Poales
