Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
48000	-905.9461	-905.3498	-0.5962539	0.5532755	0.0429785	0.0429785	0.08423888	0.9157611	1e-06	0.0842389	1e-06	1e-06	0.915761	1e-06	0.0842389	0.915761
48500	-837.8681	-837.1462	-0.7218906	0.5444758	0.177415	0.177415	0.0742135	0.9257865	1e-06	0.0742135	1e-06	1e-06	0.925787	1e-06	0.0742135	0.925787
49000	-947.2197	-946.3613	-0.8584263	0.6573017	0.201125	0.201125	0.07319988	0.9268001	1e-06	0.0731999	1e-06	1e-06	0.9268	1e-06	0.0731999	0.9268
49500	-851.9531	-851.2691	-0.6840346	0.5931026	0.090932	0.090932	0.0718353	0.9281647	1e-06	0.0718353	1e-06	1e-06	0.928165	1e-06	0.0718353	0.928165
50000	-887.8348	-887.2018	-0.6330259	0.6088943	0.0241317	0.0241317	0.07095216	0.9290478	1e-06	0.0709522	1e-06	1e-06	0.929048	1e-06	0.0709522	0.929048
50500	-850.041	-849.442	-0.5989591	0.5858782	0.0130809	0.0130809	0.0506543	0.9493457	1e-06	0.0506543	1e-06	1e-06	0.949346	1e-06	0.0506543	0.949346
51000	-904.0728	-903.4552	-0.617553	0.592189	0.025364	0.025364	0.07711121	0.9228888	1e-06	0.0771112	1e-06	1e-06	0.922889	1e-06	0.0771112	0.922889
51500	-879.8408	-879.2152	-0.6255273	0.5630945	0.0624328	0.0624328	0.08234141	0.9176586	1e-06	0.0823414	1e-06	1e-06	0.917659	1e-06	0.0823414	0.917659
52000	-870.116	-869.3341	-0.7818791	0.5811594	0.20072	0.20072	0.06607183	0.9339282	1e-06	0.0660718	1e-06	1e-06	0.933928	1e-06	0.0660718	0.933928
52500	-849.3982	-848.5756	-0.8226202	0.7108141	0.111806	0.111806	0.04747171	0.9525283	1e-06	0.0474717	1e-06	1e-06	0.952528	1e-06	0.0474717	0.952528
