Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
1000	-395.3658	-366.2896	-29.07622	0.737353	0.693328	0.64002	0.673379	0.774246	0.685324	0.692324	2.07975	1.96861	1.8539	1.64855	1.58835	1.69754	2.32606	2.22529	2.07682	1.7118	1.95557	1.77045	1.92967	1.7003	1.98508	1.71934	1.60653	1.73166	1.80966	1.75794	1.90301	2.94575	2.55804	2.60006	2.52374	3.30823	3.17188	3.06111	2.69367	2.62882	2.67619	2.8787	2.92499	2.7595	2.60882	2.51046	2.63258	3.10301	2.94585	2.98968	2.66473	2.61339	2.67031	2.54893	2.5638	2.46497	2.61768	2.77742	2.66699	2.72654	2.62002	2.75389	2.59201	2.76599	2.69161	2.78932	3.52826	4.2086	3.66651	3.68689	3.60825	3.87396	3.51581	3.59236	3.48391	4.10518	4.10802	3.95307	3.67662	3.5794	3.66038	3.58651	3.41327	3.50151	3.39552	3.739	3.77182	3.65057	3.56579	3.4721	3.56619	3.61685	3.72527	3.56353	3.5532	3.42708	3.5982	3.81386	3.66578	3.77581	3.60631	4.75617	4.5984	5.23623	4.72122	4.7853	4.67341	4.4512	4.83426	4.55108	4.62694	4.51951	4.70586	4.47591	4.60637	4.46835	4.83924	4.92783	4.76608	4.6581	4.5342	4.66954	6.02078	5.78706	5.7074	6.15463	5.7925	5.92259	5.77729	7.36072	0.719938	0.676952	0.624904	0.657475	0.755959	0.669138	0.675973	0.0290364	0.0261063	0.0227358	0.0248221	0.0315926	0.0255878	0.0260411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530865	-0.739424	-0.183221	-0.484499	-1.49308	0.221852	-0.864117	-0.166052	0.0290364	0.0261063	0.0227358	0.0248221	0.0315926	0.0255878	0.0260411	0.08676844	0.4862557	0.1840764	0.6982673	-1.25876	-2.01796	0.384518	-3.28588	0.326128	-2.13566	0.261105	-0.590687
1100	-389.3982	-365.5321	-23.86611	0.679452	0.609136	0.528515	0.578382	0.740978	0.596715	0.607572	1.78391	1.65501	1.52633	1.42218	1.33962	1.38524	2.05629	1.93746	1.77632	1.50389	1.67498	1.4903	1.58316	1.41976	1.73058	1.49113	1.36824	1.42653	1.51227	1.55406	1.59692	2.47773	2.18572	2.18136	2.08589	2.88199	2.73093	2.60453	2.35935	2.27308	2.27377	2.4529	2.45482	2.28425	2.22085	2.10863	2.16636	2.70295	2.53881	2.53946	2.29758	2.24369	2.25158	2.12005	2.19131	2.0782	2.16048	2.44021	2.31758	2.32825	2.26811	2.35087	2.18645	2.28883	2.25135	2.41133	2.95891	3.59906	3.17131	3.15156	3.05408	3.25026	2.98211	3.00532	2.88426	3.54196	3.5091	3.34621	3.17625	3.06449	3.09191	3.0199	2.90757	2.93896	2.81956	3.24395	3.23473	3.10226	3.09494	2.98579	3.02249	3.07641	3.12722	2.96155	3.01211	2.87697	2.97571	3.30105	3.14702	3.19963	3.08684	4.03369	3.83816	4.44148	4.039	4.05395	3.92985	3.72697	4.11162	3.91032	3.93341	3.81276	3.93874	3.77922	3.84538	3.69998	4.14813	4.18459	4.01836	3.99082	3.8574	3.92813	5.05589	4.87464	4.74068	5.17902	4.91216	4.97938	4.8281	6.12019	0.558181	0.500415	0.434184	0.475151	0.608726	0.490211	0.499131	0.0974031	0.0884847	0.0781038	0.0845457	0.105112	0.0868967	0.0882851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.583318	-0.170967	-0.337142	0.222986	-1.34787	0.0854319	-1.53341	1.32856	0.0974031	0.0884847	0.0781038	0.0845457	0.105112	0.0868967	0.0882851	0.06276427	1.621195	0.1142477	0.6168616	-0.30776	0.901848	-1.83158	-1.23449	-0.443862	0.309193	0.41682	-0.877297
1200	-390.7482	-365.2477	-25.50056	0.716117	0.679344	0.634367	0.662573	0.746661	0.672624	0.678503	1.58788	1.5341	1.48597	1.49498	1.45416	1.44485	1.67858	1.63412	1.5756	1.53192	1.56304	1.50133	1.49264	1.47464	1.5925	1.523	1.4699	1.46368	1.50012	1.55403	1.52417	2.30355	2.25852	2.23127	2.18764	2.44976	2.39313	2.34655	2.33884	2.29729	2.26993	2.32406	2.29473	2.23845	2.26194	2.21293	2.20329	2.41479	2.36032	2.32989	2.29619	2.28161	2.25669	2.20481	2.25642	2.20803	2.20416	2.36676	2.31686	2.2915	2.29103	2.30171	2.24267	2.23885	2.24808	2.33209	3.00202	3.17984	3.11933	3.0856	3.04182	3.06765	3.02802	3.00727	2.95757	3.19658	3.15929	3.10568	3.11241	3.06443	3.04365	3.02479	3.01096	2.99363	2.94472	3.1443	3.11226	3.06174	3.09413	3.04704	3.02991	3.05999	3.04276	2.98542	3.03323	2.98007	2.9773	3.14921	3.09372	3.07617	3.06676	3.90269	3.81124	3.98388	3.92471	3.89945	3.84957	3.78717	3.92789	3.89591	3.87397	3.82499	3.84298	3.82089	3.81019	3.75578	3.95818	3.93549	3.87883	3.90889	3.85632	3.84573	4.78152	4.74304	4.66645	4.81645	4.77243	4.75977	4.70415	5.73819	0.138403	0.131296	0.122604	0.128055	0.144307	0.129998	0.131134	0.035883	0.0365319	0.0373927	0.0368437	0.035377	0.0366556	0.0365473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.266262	1.13448	-0.593492	0.0310105	0.251561	0.465613	-0.739899	-1.41263	0.035883	0.0365319	0.0373927	0.0368437	0.035377	0.0366556	0.0365473	0.03314576	0.4674721	0.0995064	0.6834833	-1.78367	-2.10252	-0.962455	-1.08634	-1.12348	0.13578	-0.216262	-1.85949
1300	-393.9809	-364.8979	-29.08309	0.573691	0.548016	0.516362	0.536246	0.594881	0.543304	0.547426	1.88642	1.74354	1.59162	1.25076	1.20935	1.36855	2.29037	2.13624	1.90356	1.29935	1.66547	1.41803	1.73766	1.33882	1.67429	1.31746	1.21978	1.40105	1.48686	1.34078	1.62631	2.59417	1.9506	2.05248	1.98886	3.13012	2.92007	2.76091	2.05287	2.0058	2.12187	2.41795	2.56744	2.3263	2.03254	1.94688	2.14127	2.71398	2.48306	2.63871	2.07923	2.00841	2.13495	2.00893	1.97577	1.8845	2.12393	2.15037	2.04267	2.17882	2.02126	2.22357	2.03234	2.33839	2.18928	2.24282	2.77026	3.83818	2.81824	2.90951	2.84171	3.32621	2.72894	2.87946	2.77256	3.56249	3.65153	3.41456	2.8691	2.78171	2.94497	2.84037	2.60546	2.75755	2.65025	2.90909	3.02557	2.88899	2.73352	2.64848	2.81462	2.84956	3.07145	2.86516	2.7913	2.65964	2.94392	3.0579	2.88126	3.11025	2.83678	3.7549	3.65253	4.61746	3.68608	3.83676	3.72284	3.45738	3.86469	3.47287	3.62241	3.51291	3.79524	3.46074	3.68358	3.52682	3.84293	4.05363	3.8417	3.63484	3.50651	3.74314	4.81214	4.49227	4.48362	5.00823	4.47653	4.71137	4.54479	5.78676	0.751868	0.718218	0.676733	0.702793	0.77964	0.712043	0.717446	0.00694403	0.00760599	0.00856141	0.0079416	0.00646007	0.00773772	0.0076223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8946	-0.0280084	-0.847629	1.11454	1.27806	-0.854232	-0.642645	-1.45646	0.00694403	0.00760599	0.00856141	0.0079416	0.00646007	0.00773772	0.0076223	0.06899316	1.128648	0.0286756	0.5509141	-0.341728	1.96097	-2.21255	0.207683	-2.4653	0.964347	-1.07801	0.689961
1400	-392.8719	-365.4302	-27.44172	0.652677	0.595173	0.527944	0.569703	0.702268	0.584911	0.593883	1.81432	1.74971	1.69577	1.81759	1.76217	1.67895	1.91483	1.85934	1.79583	1.86382	1.80958	1.76084	1.68131	1.7393	1.85931	1.83601	1.78644	1.70202	1.74076	1.88515	1.7512	2.62989	2.69665	2.6229	2.56824	2.79423	2.73016	2.67543	2.79763	2.74219	2.66907	2.6923	2.6203	2.56891	2.68306	2.63105	2.54968	2.7918	2.73963	2.66821	2.73108	2.71805	2.64374	2.59191	2.69707	2.64451	2.56086	2.81762	2.76502	2.69132	2.74479	2.69827	2.64903	2.56722	2.61558	2.74771	3.55411	3.65704	3.72484	3.6545	3.59967	3.55141	3.61612	3.54009	3.48761	3.72	3.65079	3.59821	3.71597	3.66296	3.58737	3.576	3.63426	3.55664	3.50379	3.74618	3.67544	3.62255	3.73424	3.68086	3.60369	3.63409	3.55773	3.50716	3.61308	3.56205	3.4792	3.73302	3.68192	3.60598	3.66143	4.72737	4.61808	4.72211	4.79048	4.71705	4.66434	4.63815	4.74886	4.81195	4.73721	4.6842	4.63678	4.69707	4.61754	4.5665	4.80869	4.73497	4.68386	4.79569	4.74421	4.66506	6.04284	6.06699	5.95282	6.06105	6.12768	6.04985	5.99908	7.80128	2.65975	2.42541	2.15144	2.32161	2.86184	2.38359	2.42015	0.0633669	0.0620307	0.0603363	0.061407	0.0644481	0.0617819	0.0619996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261653	-0.845547	-0.577344	0.388373	-0.299143	0.549924	-1.2946	2.8384	0.0633669	0.0620307	0.0603363	0.061407	0.0644481	0.0617819	0.0619996	0.1247196	1.329962	0.5622088	0.6015438	-0.265966	0.220207	-2.36516	-0.355996	-0.899495	-1.23725	0.623063	0.590185
1500	-385.3851	-365.6485	-19.73656	0.595226	0.595511	0.595879	0.595645	0.59502	0.595565	0.595517	1.53488	1.55584	1.58614	1.83344	1.86261	1.6684	1.48898	1.50302	1.53058	1.79236	1.57983	1.66225	1.55121	1.70425	1.58291	1.75914	1.8638	1.65691	1.62699	1.75675	1.58366	2.3371	2.56636	2.4998	2.53043	2.26217	2.28516	2.30615	2.50016	2.5224	2.46806	2.38087	2.34294	2.39395	2.53527	2.6	2.45075	2.31971	2.36198	2.33088	2.52294	2.53638	2.46921	2.52443	2.59436	2.65147	2.47541	2.46077	2.50822	2.45057	2.57689	2.44485	2.52569	2.39058	2.45127	2.44584	3.33396	3.0902	3.29315	3.26931	3.29517	3.18187	3.38689	3.30335	3.35386	3.13377	3.12102	3.15906	3.31377	3.35916	3.28431	3.31372	3.47902	3.37896	3.4258	3.26871	3.24362	3.2836	3.40245	3.4445	3.35504	3.32247	3.24521	3.30635	3.37337	3.44132	3.28947	3.24857	3.30462	3.23443	3.36508	4.18716	4.27043	4.03261	4.24437	4.19463	4.23931	4.37477	4.16662	4.35502	4.29498	4.33752	4.22007	4.39555	4.2827	4.34459	4.19062	4.14308	4.19627	4.31143	4.37023	4.26558	5.30985	5.43946	5.48552	5.26075	5.47722	5.39082	5.45282	6.86171	1.26821	1.26881	1.2696	1.2691	1.26777	1.26893	1.26883	0.0171124	0.0164254	0.0155736	0.0161093	0.0176784	0.016299	0.0164096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330149	-0.165297	-0.333491	0.879841	-0.575147	1.48351	0.00668684	1.08741	0.0171124	0.0164254	0.0155736	0.0161093	0.0176784	0.016299	0.0164096	0.09421544	0.3207127	0.02579967	0.5954803	0.96117	0.925089	-0.391276	-0.702873	-0.628906	0.339805	-0.206815	0.527634
1600	-385.8168	-365.4653	-20.35149	0.620483	0.602911	0.580816	0.594752	0.63479	0.599653	0.602503	2.06388	2.02601	1.98742	1.90082	1.87351	1.9312	2.13524	2.10486	2.05947	1.92981	2.02766	1.9612	2.00886	1.93225	2.03957	1.93656	1.88081	1.94492	1.97541	1.9516	2.00732	3.03834	2.91069	2.92421	2.89182	3.15163	3.10967	3.07494	2.97176	2.94361	2.95516	3.02477	3.03115	2.97755	2.92661	2.88153	2.93395	3.09962	3.05008	3.0536	2.94801	2.93327	2.95072	2.90221	2.9041	2.86124	2.92564	3.00306	2.95871	2.97387	2.92667	2.98294	2.92026	2.97946	2.95637	2.99652	3.98185	4.19465	4.05034	4.04771	4.01563	4.09101	3.9743	4.00077	3.95625	4.17625	4.16691	4.1194	4.04249	4.00113	4.02625	4.0027	3.92852	3.96302	3.92037	4.07487	4.07498	4.03093	3.99507	3.95564	3.98904	4.01528	4.04595	3.98878	3.98467	3.93276	3.99601	4.09067	4.03671	4.06579	4.00434	5.31377	5.23943	5.44432	5.29916	5.31367	5.26962	5.18141	5.338	5.23225	5.25398	5.2117	5.27807	5.19026	5.23651	5.18343	5.34082	5.35846	5.30355	5.26523	5.21511	5.26035	6.91131	6.82758	6.78214	6.95427	6.82706	6.86655	6.81148	8.99573	0.64019	0.622059	0.599263	0.613642	0.654952	0.618698	0.621639	0.019175	0.0219269	0.0261014	0.0233666	0.0172405	0.0224885	0.0219962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.107703	-0.40401	-0.617096	0.787173	1.88235	0.751675	-0.403253	0.373518	0.019175	0.0219269	0.0261014	0.0233666	0.0172405	0.0224885	0.0219962	0.1661195	0.07184106	0.01091988	0.6049124	0.646434	1.23079	1.04781	-0.590052	0.0477519	0.547301	-0.551118	0.139216
1700	-386.0684	-365.0901	-20.97829	0.649358	0.639659	0.627272	0.63511	0.657144	0.637846	0.639433	1.83976	1.78579	1.72436	1.5211	1.49778	1.61661	1.97282	1.92385	1.84449	1.55065	1.75374	1.63766	1.78373	1.59387	1.75587	1.56813	1.50147	1.63267	1.67465	1.57717	1.73825	2.67167	2.36318	2.42404	2.38844	2.86392	2.79335	2.73616	2.42593	2.39909	2.46273	2.60041	2.66044	2.56184	2.40563	2.3516	2.47729	2.72302	2.63118	2.68833	2.42798	2.396	2.46778	2.39763	2.3652	2.31166	2.46084	2.48017	2.41828	2.49093	2.38812	2.50715	2.40653	2.56715	2.49381	2.51361	3.28268	3.72966	3.32085	3.36197	3.32489	3.53294	3.24694	3.33443	3.27398	3.63494	3.66165	3.57221	3.32836	3.27606	3.36586	3.31662	3.16091	3.25914	3.20104	3.36525	3.41505	3.3467	3.23625	3.18698	3.28864	3.31529	3.42406	3.32569	3.27484	3.20068	3.36119	3.42207	3.33318	3.44237	3.29472	4.34525	4.26721	4.68551	4.29222	4.36736	4.30479	4.1484	4.39276	4.15477	4.24075	4.18174	4.33867	4.14228	4.27138	4.18925	4.37157	4.46273	4.36524	4.23958	4.16727	4.29905	5.50493	5.32135	5.30438	5.59441	5.2994	5.42594	5.33835	6.7658	7.729	7.61356	7.46612	7.55942	7.82167	7.59198	7.61086	0.0517079	0.0546746	0.0587855	0.0561403	0.0494708	0.0552528	0.0547463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.446655	-1.47997	-0.384195	1.26156	0.783046	0.690966	-0.211222	-0.583456	0.0517079	0.0546746	0.0587855	0.0561403	0.0494708	0.0552528	0.0547463	0.08004683	0.1175304	0.08059493	0.6407685	-0.250074	0.324286	-0.435596	0.561585	-1.24264	0.841121	0.703832	1.29932
1800	-386.0253	-365.2902	-20.73511	0.604898	0.615425	0.629379	0.620481	0.596694	0.617431	0.615675	1.37121	1.39103	1.40991	1.45271	1.46989	1.43678	1.33915	1.3538	1.37574	1.435	1.38587	1.4183	1.40216	1.43402	1.37863	1.43032	1.46539	1.42904	1.41235	1.42167	1.39762	2.08584	2.13854	2.13537	2.15367	2.03184	2.05247	2.06903	2.10333	2.1195	2.11897	2.08633	2.08944	2.11415	2.13238	2.15879	2.13451	2.05066	2.07316	2.07799	2.12098	2.12621	2.12231	2.14741	2.14517	2.16972	2.13896	2.08811	2.11112	2.10945	2.13265	2.1041	2.13586	2.11347	2.12093	2.09626	2.85028	2.75857	2.8076	2.81478	2.83214	2.80512	2.85202	2.84367	2.86736	2.75947	2.76943	2.79084	2.8146	2.83695	2.83047	2.83998	2.87439	2.86174	2.88444	2.79613	2.80269	2.82421	2.83657	2.858	2.84752	2.83068	2.82306	2.85028	2.84841	2.87631	2.85015	2.79226	2.81817	2.81215	2.83801	3.56705	3.60904	3.51929	3.57058	3.57038	3.59289	3.63526	3.55636	3.59928	3.59605	3.61791	3.5907	3.6287	3.6121	3.63901	3.55125	3.55115	3.57653	3.58836	3.61438	3.59949	4.4019	4.43624	4.4672	4.38335	4.43424	4.42366	4.45088	5.39517	1.00513	1.02262	1.0458	1.03102	0.991495	1.02595	1.02303	0.0812257	0.0806563	0.0799224	0.0803877	0.0816799	0.0805494	0.080643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216715	0.601854	-0.633486	-0.264305	-0.0987411	-0.150816	0.242168	1.02377	0.0812257	0.0806563	0.0799224	0.0803877	0.0816799	0.0805494	0.080643	0.03825548	0.4560853	0.28934	0.6142044	0.191921	-1.56803	-1.67035	-0.663691	-0.369875	-0.910709	0.566104	-0.48585
1900	-390.7051	-364.9815	-25.72354	0.60215	0.578194	0.548479	0.567169	0.621871	0.573784	0.577642	1.23342	1.20353	1.17934	1.22057	1.19649	1.16776	1.27759	1.25349	1.22353	1.24055	1.22865	1.20413	1.17521	1.19285	1.24841	1.2314	1.20696	1.1783	1.19718	1.2512	1.20411	1.80814	1.82522	1.79592	1.77179	1.88225	1.85232	1.82818	1.86933	1.84524	1.81591	1.83309	1.80369	1.77933	1.82103	1.79673	1.76791	1.87732	1.85301	1.82357	1.8409	1.83587	1.80661	1.78229	1.82457	1.80031	1.77163	1.88007	1.8558	1.82651	1.84446	1.83207	1.80759	1.77881	1.79707	1.85185	2.4047	2.46139	2.47836	2.44885	2.42473	2.41248	2.42969	2.40054	2.37626	2.4863	2.45672	2.43243	2.47387	2.44963	2.42046	2.41532	2.43297	2.40391	2.37966	2.48902	2.45954	2.43529	2.47714	2.45292	2.42385	2.44055	2.41143	2.38703	2.42925	2.40489	2.37617	2.48481	2.46044	2.43129	2.44911	3.0709	3.02225	3.07887	3.09581	3.0665	3.04224	3.0254	3.08155	3.09887	3.06964	3.0454	3.03307	3.05058	3.02165	2.99729	3.10667	3.07739	3.05301	3.09485	3.07051	3.04157	3.71131	3.71419	3.66585	3.72218	3.73926	3.71024	3.68585	4.3928	1.1562	1.1102	1.05314	1.08903	1.19406	1.10173	1.10914	0.0625215	0.0569613	0.0504679	0.0545003	0.0673143	0.0559695	0.0568367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.018423	2.4334	-0.665986	0.426459	-1.30729	-0.253731	-0.569851	0.897898	0.0625215	0.0569613	0.0504679	0.0545003	0.0673143	0.0559695	0.0568367	0.01128708	0.4021904	0.09786937	0.5809091	1.27466	-1.05141	-1.51437	-0.163447	-0.354257	-0.0955578	-1.50093	1.72259
