Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
5300	-388.8998	-367.4881	-21.41165	0.707205	0.744412	0.795707	0.762735	0.678991	0.751645	0.745311	1.91298	1.91763	1.89867	1.61644	1.64233	1.81182	1.98395	1.97383	1.94687	1.60687	1.82713	1.75523	1.97255	1.73596	1.79298	1.63605	1.62437	1.80587	1.80699	1.60901	1.85931	2.85973	2.50039	2.624	2.63762	2.92851	2.91126	2.89415	2.47362	2.49601	2.62464	2.72609	2.85689	2.79768	2.55291	2.55101	2.73269	2.77393	2.7208	2.85063	2.53892	2.51011	2.64547	2.62491	2.50875	2.50581	2.71082	2.50507	2.49306	2.63125	2.49475	2.63109	2.57913	2.80448	2.68817	2.60167	3.52087	3.89565	3.40258	3.51232	3.52401	3.77125	3.43463	3.58436	3.57379	3.73006	3.82785	3.77565	3.42741	3.42581	3.57974	3.53375	3.34826	3.50524	3.49611	3.42656	3.54655	3.52471	3.3346	3.33538	3.49758	3.47872	3.65551	3.6018	3.46581	3.4419	3.66322	3.50102	3.4587	3.63733	3.44997	4.50526	4.53114	4.86976	4.40216	4.5447	4.53116	4.40964	4.53463	4.2645	4.4142	4.40387	4.58165	4.35066	4.54105	4.5071	4.46077	4.62453	4.57009	4.36012	4.33785	4.53276	5.64643	5.45825	5.54209	5.7189	5.38559	5.57744	5.53794	6.80229	5.55512	5.84738	6.2503	5.9913	5.33349	5.90419	5.85444	0.0301522	0.0304799	0.0309111	0.0306365	0.0298943	0.0305421	0.0304877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.606529	-1.46758	-0.283057	-0.736151	0.151713	-0.607011	0.719709	-1.59506	0.0301522	0.0304799	0.0309111	0.0306365	0.0298943	0.0305421	0.0304877	0.05706146	0.2227642	0.05099899	0.7400189	0.354291	0.186545	-0.956978	-0.961993	0.197779	-0.771886	0.163231	1.41952
5400	-391.4463	-368.858	-22.58836	0.503744	0.458911	0.406557	0.439068	0.542386	0.450914	0.457906	1.77625	1.71558	1.65957	1.67139	1.62091	1.61364	1.88075	1.82929	1.76483	1.71889	1.75082	1.67948	1.66472	1.64813	1.78864	1.70619	1.63949	1.63575	1.67729	1.74571	1.70371	2.57561	2.53176	2.49886	2.44578	2.74304	2.68038	2.62657	2.6322	2.58142	2.54717	2.60281	2.56552	2.50154	2.53404	2.47366	2.4626	2.70964	2.6479	2.609	2.57699	2.55877	2.52786	2.46609	2.52673	2.46774	2.4633	2.66378	2.60428	2.57193	2.57043	2.57951	2.51	2.50177	2.51423	2.61822	3.41398	3.60966	3.55895	3.51674	3.46393	3.4815	3.44366	3.41777	3.35809	3.6346	3.58882	3.52824	3.54781	3.48978	3.46297	3.43985	3.42374	3.40239	3.34377	3.58672	3.54588	3.48681	3.52717	3.47022	3.44802	3.4808	3.45672	3.39058	3.4483	3.38448	3.37878	3.58846	3.52399	3.49892	3.49031	4.63464	4.52054	4.71233	4.66066	4.62778	4.5685	4.49427	4.66212	4.62974	4.60082	4.54249	4.55607	4.53303	4.51782	4.45362	4.69777	4.66629	4.60152	4.64089	4.57816	4.56222	6.08199	6.04232	5.94359	6.11955	6.07588	6.0565	5.99128	8.06046	2.33291	2.12528	1.88282	2.03338	2.51187	2.08825	2.12063	0.0663222	0.0703892	0.076049	0.072404	0.0632661	0.0711837	0.0704877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0583581	0.91324	-0.610829	-1.48144	0.835343	0.921134	-1.30835	-0.726344	0.0663222	0.0703892	0.076049	0.072404	0.0632661	0.0711837	0.0704877	0.1675157	0.01187078	0.7674275	0.4638693	1.18467	0.602734	0.434433	0.268206	-0.823365	-1.56593	0.0347626	0.774472
5500	-388.2864	-365.9104	-22.37591	0.613681	0.63316	0.659398	0.642611	0.598668	0.636902	0.633625	1.83652	1.75279	1.65436	1.32018	1.33045	1.48666	2.18798	2.0635	1.87605	1.32198	1.63165	1.46308	1.79974	1.42195	1.60548	1.34615	1.32103	1.4942	1.53059	1.33259	1.63995	2.60104	2.02658	2.1528	2.14709	3.00689	2.84139	2.72596	2.0251	2.03188	2.17036	2.38864	2.58479	2.4052	2.09564	2.0767	2.26534	2.57906	2.40804	2.61662	2.09876	2.0498	2.19663	2.14536	2.05096	2.02631	2.25123	2.07642	2.04107	2.19663	2.05278	2.22817	2.11982	2.41689	2.25767	2.21145	2.86837	3.73747	2.76959	2.89512	2.88635	3.33171	2.79945	2.96321	2.92617	3.40641	3.5589	3.3735	2.82633	2.80566	2.98139	2.90499	2.71321	2.86955	2.83022	2.8199	2.96914	2.90599	2.7314	2.71129	2.88016	2.87054	3.10506	2.97846	2.85064	2.79479	3.06251	2.95756	2.86089	3.10233	2.85445	3.68356	3.70622	4.45712	3.59805	3.76863	3.72617	3.56341	3.75491	3.45197	3.61063	3.57021	3.80055	3.52503	3.73994	3.66098	3.70054	3.9334	3.80097	3.57904	3.52625	3.75479	4.62772	4.39609	4.47696	4.76968	4.34713	4.57461	4.48929	5.46259	0.0845081	0.0871904	0.0908036	0.088492	0.0824407	0.0877057	0.0872545	0.065645	0.0597062	0.0527837	0.0570808	0.070776	0.058648	0.0595731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.1751	0.312145	-0.159123	0.608233	-1.33102	1.67051	0.438585	0.506451	0.065645	0.0597062	0.0527837	0.0570808	0.070776	0.058648	0.0595731	0.03806621	0.07656214	0.08567638	0.6308834	-0.106199	-1.38023	0.969516	-0.915511	0.158553	-0.278826	-1.09784	-1.34022
5600	-388.7217	-366.2688	-22.45286	0.523011	0.553084	0.594765	0.567944	0.50031	0.558946	0.553812	1.85849	1.88291	1.89011	1.70662	1.7264	1.85303	1.84966	1.86558	1.88167	1.69985	1.82838	1.80557	1.92289	1.79812	1.80351	1.72216	1.7118	1.84531	1.83633	1.70065	1.85662	2.81535	2.63511	2.71521	2.72943	2.78639	2.80621	2.81747	2.61381	2.63258	2.71082	2.74418	2.81695	2.80777	2.66182	2.66261	2.78422	2.73868	2.7338	2.80359	2.64719	2.63693	2.72136	2.71813	2.62966	2.63272	2.76717	2.62517	2.62638	2.70856	2.61624	2.69999	2.68145	2.81102	2.74411	2.67695	3.68555	3.80665	3.6066	3.6697	3.68416	3.78996	3.62149	3.71559	3.71671	3.72993	3.78571	3.783	3.60804	3.61258	3.70542	3.68563	3.56419	3.66682	3.66993	3.61076	3.67688	3.67823	3.54884	3.55546	3.65714	3.64307	3.74207	3.7292	3.63402	3.62724	3.76092	3.63772	3.62835	3.72578	3.61759	4.83365	4.85004	4.96235	4.7618	4.84339	4.84489	4.77929	4.83756	4.68133	4.77067	4.77409	4.86934	4.73281	4.84832	4.84009	4.78443	4.86965	4.85909	4.72678	4.72181	4.83642	6.31048	6.21153	6.2592	6.33472	6.155	6.26362	6.25316	8.21272	1.50059	1.58687	1.70646	1.62951	1.43546	1.60369	1.58896	0.00155558	0.00167252	0.00183772	0.00173101	0.00146868	0.00169554	0.00167537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.126711	0.657051	-0.237396	-0.296724	1.01739	0.172037	0.784741	-1.13601	0.00155558	0.00167252	0.00183772	0.00173101	0.00146868	0.00169554	0.00167537	0.1522155	0.05562217	0.01586324	0.5495274	0.253794	1.69616	0.856797	-1.34966	-0.377053	-1.94573	-0.523199	0.831376
5700	-395.4028	-371.0196	-24.38327	0.621998	0.697863	0.810445	0.737007	0.567711	0.713174	0.699755	1.32874	1.44421	1.52555	1.54113	1.66044	1.59048	1.19419	1.27115	1.38651	1.43734	1.35124	1.45171	1.53463	1.51151	1.29764	1.42236	1.62504	1.54849	1.4646	1.36642	1.42974	2.14822	2.17461	2.22455	2.30977	1.89646	2.01119	2.0892	2.01214	2.09679	2.16249	2.05755	2.16463	2.24895	2.14552	2.25508	2.30398	1.91812	1.99969	2.10828	2.08785	2.10606	2.17947	2.26875	2.16951	2.2973	2.30049	1.94786	2.04497	2.12005	2.10584	2.07139	2.17277	2.25025	2.19272	2.01768	2.9301	2.71475	2.69911	2.78537	2.86584	2.87298	2.85212	2.93819	3.02713	2.62224	2.73384	2.81402	2.70199	2.78848	2.8795	2.88679	2.86801	2.94444	3.03356	2.64534	2.74184	2.82453	2.71056	2.79988	2.88243	2.78452	2.8855	2.97273	2.84395	2.94739	3.01363	2.64019	2.7248	2.82845	2.78913	3.49142	3.65406	3.44144	3.40773	3.50727	3.59087	3.66269	3.449	3.41535	3.51121	3.59539	3.60227	3.56889	3.6592	3.75034	3.34978	3.45789	3.54095	3.41643	3.50508	3.6003	4.22261	4.22813	4.39141	4.17406	4.13635	4.23819	4.32544	4.97077	0.544849	0.611304	0.709922	0.645593	0.497295	0.624716	0.612961	0.0712015	0.0655509	0.0588727	0.0630304	0.0760235	0.0645366	0.0654236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59724	0.673254	-1.10439	-0.422036	-1.16058	-1.81308	1.61539	-1.58808	0.0712015	0.0655509	0.0588727	0.0630304	0.0760235	0.0645366	0.0654236	0.004359041	0.2473967	0.1259438	0.6886575	0.748625	-1.13542	-0.601089	-0.547939	-0.429867	-0.263596	-0.296207	-0.454629
5800	-389.7297	-364.3294	-25.40028	0.627941	0.571617	0.505901	0.546702	0.676541	0.561575	0.570354	1.38469	1.30333	1.22776	1.24621	1.18527	1.16529	1.53381	1.46234	1.37107	1.30224	1.34312	1.248	1.2405	1.20911	1.3896	1.28456	1.20871	1.19315	1.24629	1.33357	1.28348	1.95651	1.88164	1.84231	1.77692	2.18858	2.10059	2.02628	2.00204	1.93982	1.9018	1.98164	1.94298	1.85358	1.88776	1.8161	1.79933	2.12553	2.0385	1.99902	1.94157	1.91543	1.88017	1.80231	1.8819	1.8102	1.8019	2.04365	1.9688	1.93412	1.93583	1.94636	1.85737	1.85437	1.86555	1.99446	2.48314	2.77076	2.65546	2.60976	2.54376	2.58931	2.52259	2.49284	2.41853	2.78641	2.73572	2.64939	2.64988	2.57862	2.54995	2.5176	2.50063	2.47433	2.40075	2.69381	2.65145	2.57383	2.62565	2.55542	2.53059	2.56908	2.54776	2.45906	2.53179	2.45258	2.44904	2.70608	2.62105	2.60006	2.58477	3.29141	3.15674	3.43311	3.32463	3.29108	3.21588	3.1226	3.33116	3.284	3.25394	3.17999	3.20479	3.17247	3.15766	3.07529	3.37557	3.34845	3.25988	3.30559	3.22701	3.21341	4.02159	3.96369	3.8508	4.07667	4.0081	3.99291	3.90855	4.78456	2.65518	2.41702	2.13915	2.31167	2.86068	2.37456	2.41168	0.0557528	0.0496037	0.0426148	0.0469296	0.061167	0.0485225	0.0494676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.502511	-2.09983	-0.667551	0.959856	-1.64028	-0.189867	-1.31909	0.426284	0.0557528	0.0496037	0.0426148	0.0469296	0.061167	0.0485225	0.0494676	0.02546043	0.1220709	0.2690011	0.5778464	1.84882	0.412122	-0.729537	0.928831	0.0320401	-1.59811	1.08946	-0.0623841
5900	-385.6044	-365.4326	-20.17174	0.572082	0.569705	0.566631	0.568581	0.573974	0.569258	0.569649	1.82816	1.7073	1.57596	1.23107	1.21674	1.37325	2.23208	2.08252	1.85666	1.2544	1.60226	1.38679	1.73008	1.32569	1.59165	1.27636	1.21723	1.39368	1.45703	1.27998	1.58693	2.53511	1.90265	2.01855	1.98489	3.03623	2.83401	2.68821	1.94949	1.93068	2.06063	2.32992	2.51257	2.29147	1.97994	1.92926	2.12203	2.58342	2.37188	2.56549	2.0038	1.94325	2.08274	1.99427	1.92948	1.87253	2.10722	2.02433	1.95386	2.10321	1.95191	2.1458	1.99346	2.30394	2.14408	2.14571	2.70295	3.71959	2.67096	2.78331	2.74594	3.23495	2.6486	2.80861	2.73719	3.39508	3.52479	3.30118	2.72931	2.67667	2.84997	2.75775	2.54506	2.69997	2.62664	2.74307	2.88152	2.78042	2.61525	2.56375	2.73277	2.74564	2.982	2.81075	2.70756	2.61386	2.89561	2.89398	2.75483	2.99879	2.73153	3.56331	3.53091	4.42753	3.48739	3.65295	3.57507	3.36108	3.6575	3.30913	3.46532	3.39041	3.65278	3.34417	3.5665	3.44712	3.62026	3.85208	3.67436	3.45649	3.36619	3.60331	4.52693	4.24879	4.291	4.7024	4.21777	4.45382	4.32639	5.3786	2.03562	2.02717	2.01623	2.02317	2.04236	2.02558	2.02697	0.0235877	0.0255841	0.028433	0.026589	0.0221159	0.0259791	0.025633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.07177	-0.413258	-1.03882	-0.458251	1.14037	0.30821	-0.0584401	-0.0143788	0.0235877	0.0255841	0.028433	0.026589	0.0221159	0.0259791	0.025633	0.05026501	0.1340865	0.1164453	0.5699786	0.940053	0.189262	-0.119035	-0.880724	-1.3279	-0.260665	1.19047	-0.479972
6000	-391.3544	-369.5914	-21.76302	0.523808	0.522409	0.520598	0.521748	0.52491	0.522146	0.522377	1.22179	1.20489	1.18499	1.11235	1.10658	1.14832	1.26719	1.25112	1.22461	1.12058	1.19117	1.15256	1.20665	1.13855	1.19036	1.12695	1.107	1.15298	1.16594	1.12852	1.18776	1.80448	1.69466	1.71811	1.70807	1.86822	1.84488	1.82611	1.71194	1.70493	1.7297	1.77664	1.80087	1.76766	1.70991	1.69391	1.73884	1.81675	1.78577	1.80928	1.71607	1.70498	1.73234	1.71036	1.6962	1.68014	1.73317	1.72976	1.71067	1.73864	1.70247	1.74397	1.71132	1.76959	1.74233	1.7447	2.30553	2.46058	2.31135	2.32882	2.31819	2.39362	2.29162	2.32422	2.30565	2.42347	2.4362	2.40587	2.31552	2.29988	2.33358	2.31653	2.26254	2.29839	2.28051	2.32609	2.34678	2.32497	2.28426	2.26959	2.30691	2.31407	2.35486	2.32242	2.30165	2.27838	2.33607	2.34738	2.31846	2.35962	2.30705	2.95479	2.93328	3.0774	2.93491	2.964	2.94455	2.89249	2.97091	2.88795	2.92031	2.90205	2.95729	2.88851	2.93542	2.90909	2.96171	2.99705	2.96467	2.91804	2.89537	2.94349	3.6359	3.5723	3.57158	3.66672	3.56313	3.60977	3.58153	4.33871	0.73266	0.730704	0.728171	0.729778	0.734201	0.730335	0.730658	0.122026	0.13569	0.155757	0.142694	0.112174	0.138433	0.136029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.510939	-0.436582	-0.528339	-1.32395	1.48976	-0.185963	-0.0375147	-0.623305	0.122026	0.13569	0.155757	0.142694	0.112174	0.138433	0.136029	0.02394723	0.0400156	0.3779701	0.5225691	1.68116	-0.182989	-0.600854	0.380779	-1.44706	0.28201	-1.03354	0.675225
6100	-386.1736	-366.2358	-19.9378	0.648392	0.603892	0.550596	0.583871	0.685995	0.595849	0.602883	1.27443	1.2224	1.17973	1.27249	1.22971	1.16471	1.35374	1.31009	1.25847	1.30766	1.26914	1.22964	1.16955	1.21216	1.30695	1.28705	1.24881	1.18304	1.21451	1.32454	1.22385	1.8382	1.88546	1.82812	1.78546	1.96905	1.91715	1.87393	1.96361	1.92044	1.86382	1.88616	1.83051	1.78912	1.87553	1.83492	1.77256	1.96455	1.92263	1.8674	1.91241	1.90267	1.84527	1.80411	1.88613	1.84506	1.78108	1.98023	1.9386	1.88177	1.92271	1.88906	1.84946	1.78791	1.82489	1.92675	2.44727	2.53451	2.58026	2.52549	2.48255	2.44994	2.49575	2.43735	2.3959	2.58247	2.52836	2.48618	2.57346	2.53171	2.47382	2.46505	2.50839	2.44898	2.40731	2.59779	2.54293	2.50086	2.58591	2.54395	2.48516	2.51087	2.45282	2.41204	2.49391	2.45352	2.39096	2.58851	2.54742	2.48979	2.53104	3.15004	3.0649	3.15251	3.19881	3.14244	3.10065	3.0783	3.1678	3.21262	3.15561	3.11369	3.08085	3.12483	3.06463	3.02388	3.21455	3.15829	3.11704	3.20188	3.16094	3.10122	3.77956	3.79454	3.70709	3.79557	3.84211	3.78348	3.74275	4.44319	0.386393	0.359875	0.328114	0.347943	0.408802	0.355081	0.359273	0.129382	0.118257	0.105215	0.11332	0.13895	0.116268	0.118007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315634	0.781388	-1.02706	0.969999	-1.26209	0.789241	-0.997961	-0.537764	0.129382	0.118257	0.105215	0.11332	0.13895	0.116268	0.118007	0.006005404	0.2696589	0.05364606	0.6088628	0.745718	0.594331	-0.319339	0.0306706	0.596303	0.361656	-0.94149	-0.037059
6200	-386.2642	-365.6255	-20.63868	0.573776	0.575697	0.578201	0.57661	0.572278	0.57606	0.575742	1.8877	1.80749	1.71127	1.35589	1.34018	1.5333	2.13227	2.04753	1.90872	1.38394	1.72409	1.5399	1.8283	1.4786	1.71276	1.4137	1.33848	1.55157	1.60744	1.41434	1.71576	2.69362	2.13472	2.25813	2.22196	3.01981	2.89812	2.80292	2.19218	2.17074	2.30396	2.53445	2.6765	2.51005	2.2117	2.15125	2.368	2.72859	2.57188	2.71394	2.23406	2.17849	2.3222	2.22895	2.15043	2.08728	2.3433	2.27243	2.1939	2.3436	2.17245	2.3709	2.22387	2.5203	2.37659	2.36775	3.05709	3.85157	3.04211	3.14609	3.10644	3.50709	2.98679	3.15385	3.07752	3.63137	3.7183	3.56181	3.07757	3.01687	3.19226	3.1076	2.85728	3.03391	2.95931	3.11152	3.23394	3.13649	2.93711	2.87993	3.06651	3.0877	3.30452	3.15183	3.03915	2.94055	3.22729	3.231	3.099	3.31992	3.05895	4.09201	4.02539	4.7527	3.99403	4.15243	4.07063	3.8354	4.17228	3.77921	3.94662	3.86991	4.13937	3.80932	4.04387	3.92699	4.12162	4.31977	4.16475	3.92874	3.83284	4.07632	5.25955	4.95691	4.98473	5.41322	4.90936	5.14889	5.02267	6.42484	9.53438	9.56631	9.60792	9.58147	9.5095	9.57234	9.56705	0.0651448	0.0673062	0.0702224	0.068356	0.0634802	0.0677217	0.0673578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.676145	-0.0198695	-0.508867	0.479728	0.458127	0.105569	0.0468975	1.27443	0.0651448	0.0673062	0.0702224	0.068356	0.0634802	0.0677217	0.0673578	0.08485591	0.1691181	0.1861263	0.575478	-0.27842	-1.09534	-0.424617	-0.418891	-0.208808	-0.839136	0.201371	2.15053
