Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
8700	-389.1104	-367.3598	-21.75057	0.659683	0.664807	0.671525	0.667251	0.65565	0.665778	0.664928	2.04221	2.02447	1.99763	1.82138	1.81372	1.92953	2.09665	2.08108	2.05086	1.83735	1.99254	1.92564	2.03626	1.89858	1.98546	1.8566	1.8108	1.93577	1.95552	1.85406	1.99422	3.03127	2.81671	2.87518	2.85961	3.10891	3.08395	3.06211	2.84772	2.83825	2.89535	2.97583	3.02631	2.97653	2.84654	2.81411	2.92625	3.03268	2.98844	3.0353	2.85337	2.83558	2.9004	2.86099	2.81089	2.78089	2.91006	2.88014	2.84659	2.90927	2.81903	2.91425	2.85408	2.98016	2.92118	2.90975	3.9019	4.15425	3.90384	3.94142	3.92576	4.058	3.85922	3.93666	3.90338	4.08962	4.11701	4.07551	3.9015	3.87303	3.9496	3.91916	3.78966	3.87789	3.8471	3.92707	3.96915	3.93479	3.82884	3.80306	3.891	3.90437	3.99027	3.93641	3.87614	3.8325	3.96286	3.95921	3.91037	3.99474	3.88069	5.14372	5.09987	5.33878	5.08989	5.15234	5.11903	5.01097	5.16709	4.98742	5.06003	5.02933	5.14317	4.99142	5.09802	5.05156	5.13799	5.2066	5.15528	5.04397	5.00238	5.10855	6.61435	6.48527	6.48437	6.66564	6.4526	6.55175	6.50199	8.41337	0.248988	0.250922	0.253457	0.251844	0.247465	0.251288	0.250967	0.0288236	0.0294212	0.0302164	0.0297089	0.028359	0.0295353	0.0294354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.197025	0.918134	-0.957565	0.502621	0.288039	0.92803	0.108602	0.14149	0.0288236	0.0294212	0.0302164	0.0297089	0.028359	0.0295353	0.0294354	0.1314641	0.2352409	0.08520907	0.6642148	-1.99857	0.661736	0.182624	-0.6933	0.423287	-1.44002	-0.106155	-1.27483
8800	-389.9472	-366.8143	-23.13288	0.668216	0.66531	0.661552	0.663936	0.670534	0.664764	0.665242	1.8978	1.89898	1.90288	1.95188	1.95307	1.91809	1.89121	1.89205	1.89531	1.94817	1.90774	1.92159	1.89437	1.92783	1.91083	1.94188	1.95457	1.91725	1.91382	1.94389	1.90554	2.84979	2.89998	2.88367	2.88628	2.84048	2.84266	2.84498	2.89385	2.89495	2.87996	2.86332	2.85053	2.85924	2.89309	2.9009	2.8698	2.85466	2.86183	2.8502	2.89295	2.89591	2.87857	2.88659	2.90339	2.91009	2.87456	2.88715	2.89365	2.87757	2.90264	2.87711	2.89009	2.85841	2.87341	2.87968	3.8886	3.83953	3.89109	3.88149	3.88373	3.85539	3.9016	3.88094	3.88773	3.854	3.84656	3.85294	3.89338	3.89914	3.87941	3.88555	3.91976	3.89602	3.90209	3.88699	3.87666	3.88255	3.91174	3.9168	3.89402	3.89091	3.86976	3.88009	3.89822	3.90782	3.87405	3.88105	3.89035	3.87008	3.89875	5.0276	5.03685	4.98983	5.04259	5.02709	5.03338	5.05862	5.02383	5.06698	5.04898	5.0547	5.02766	5.06561	5.03831	5.0478	5.0325	5.01652	5.02575	5.05513	5.0638	5.03729	6.43047	6.45989	6.45976	6.42045	6.4703	6.4464	6.45639	8.28586	9.87672	9.83377	9.77823	9.81347	9.91099	9.8257	9.83276	0.0274025	0.0284502	0.0298718	0.0289609	0.026599	0.0286522	0.0284753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495626	0.132967	-0.847946	1.20246	0.526662	0.0484862	-0.0611712	0.262784	0.0274025	0.0284502	0.0298718	0.0289609	0.026599	0.0286522	0.0284753	0.1265254	0.02477426	0.4857577	0.6656451	-1.22359	0.496112	1.08052	1.16893	-0.884123	-1.99439	1.22484	1.0863
8900	-395.2783	-368.9108	-26.36756	0.583335	0.513482	0.435053	0.483345	0.645415	0.501278	0.511944	1.87025	1.82596	1.80502	2.29709	2.26813	1.90412	1.92482	1.87867	1.8463	2.30032	1.93186	1.99169	1.73571	2.0254	1.99914	2.21845	2.29859	1.91521	1.9172	2.27714	1.86619	2.749	3.16119	2.98046	2.9571	2.83526	2.79535	2.7604	3.19344	3.15735	2.99322	2.88782	2.74617	2.75928	3.10057	3.12668	2.81943	2.92025	2.92007	2.78878	3.14322	3.14465	2.9604	2.97694	3.19914	3.21396	2.8674	3.1604	3.16456	2.99404	3.23479	2.98934	3.04554	2.75225	2.89722	3.05307	4.01088	3.77517	4.16037	4.04245	4.01307	3.78191	4.15891	3.94834	3.95678	3.91565	3.81438	3.80767	4.17863	4.17915	3.98035	4.00717	4.31321	4.07694	4.07954	4.14987	4.02871	4.02329	4.32974	4.32482	4.10248	4.08873	3.88388	3.91217	4.13496	4.16894	3.85232	4.1038	4.12424	3.92932	4.18365	5.26362	5.24716	5.02242	5.4213	5.26031	5.26122	5.42334	5.25809	5.61094	5.43243	5.4296	5.19585	5.52186	5.26301	5.29023	5.36431	5.20468	5.22161	5.5242	5.54629	5.29833	6.89705	7.11917	7.03917	6.84535	7.24469	7.02306	7.05172	9.39805	0.55109	0.485098	0.411004	0.456627	0.609738	0.473568	0.483645	0.070695	0.0792662	0.0919764	0.0836868	0.0645573	0.0809955	0.07948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245476	-0.3961	-0.734433	1.12126	1.60629	-1.97626	-1.79026	-0.980317	0.070695	0.0792662	0.0919764	0.0836868	0.0645573	0.0809955	0.07948	0.2000136	0.02269058	0.1801872	0.5210889	-0.158623	0.758868	1.60143	0.69669	-0.0486935	-1.06013	1.06037	-1.70702
9000	-398.7229	-367.3285	-31.39444	0.509018	0.480546	0.445916	0.467608	0.532762	0.475358	0.479897	1.74978	1.52433	1.30985	1.01039	0.975317	1.06292	2.58055	2.24398	1.7904	1.04719	1.39666	1.11497	1.53037	1.04683	1.40352	1.05115	0.987287	1.09427	1.1815	1.07618	1.3502	2.24456	1.53077	1.60021	1.5499	3.18446	2.76853	2.50079	1.60747	1.56976	1.65235	1.97837	2.20938	1.87541	1.59157	1.53103	1.65872	2.35843	2.0418	2.30675	1.6321	1.57166	1.6663	1.57162	1.55707	1.48994	1.66171	1.67389	1.59874	1.70305	1.59615	1.77366	1.59687	1.89063	1.72366	1.79447	2.12269	3.53618	2.15262	2.22762	2.17453	2.74561	2.10715	2.21815	2.1371	3.01524	3.20918	2.84432	2.21189	2.14965	2.27518	2.18332	2.04231	2.1316	2.04592	2.22151	2.32892	2.21864	2.13867	2.07598	2.18016	2.20131	2.42161	2.21839	2.16164	2.06131	2.29093	2.38432	2.22801	2.45632	2.20531	2.79888	2.75357	3.91187	2.77289	2.89693	2.81094	2.62799	2.89959	2.66086	2.75512	2.66964	2.88199	2.64204	2.7987	2.66814	2.90199	3.1242	2.91742	2.77612	2.67978	2.85511	3.51324	3.31089	3.30621	3.69902	3.31839	3.48959	3.35488	4.09809	1.83211	1.72964	1.60499	1.68307	1.91758	1.71096	1.7273	0.0424193	0.0393879	0.0357697	0.0380271	0.0449916	0.038841	0.0393193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.64659	-0.24306	-0.987942	1.7713	-1.04074	2.22333	-0.807878	-2.03825	0.0424193	0.0393879	0.0357697	0.0380271	0.0449916	0.038841	0.0393193	0.02660427	0.01767913	0.9011802	0.4837431	0.552981	-0.0480158	1.69541	1.46238	-0.16013	-2.71152	0.197507	0.262785
9100	-391.6761	-370.0146	-21.66146	0.867073	0.855037	0.839646	0.849388	0.876731	0.852786	0.854756	2.69047	2.48143	2.26576	1.80407	1.77848	1.96502	3.41279	3.13625	2.73516	1.83891	2.32387	1.99738	2.50863	1.91063	2.31447	1.86227	1.7832	1.99719	2.09431	1.87417	2.29167	3.67974	2.76075	2.90472	2.85405	4.54719	4.1846	3.93358	2.83139	2.80058	2.96451	3.3653	3.64332	3.28904	2.86233	2.79195	3.03271	3.77014	3.43087	3.7339	2.90032	2.81594	2.99392	2.87143	2.79998	2.72003	3.02029	2.93026	2.83426	3.02659	2.83578	3.09857	2.87945	3.30775	3.07999	3.10529	3.87358	5.45837	3.84344	3.9891	3.93367	4.6598	3.81446	4.01902	3.91899	4.92383	5.13379	4.76422	3.93002	3.85683	4.08142	3.95218	3.6902	3.8784	3.77381	3.94231	4.12833	3.9854	3.79212	3.71934	3.92833	3.94676	4.27425	4.02295	3.89636	3.76629	4.13933	4.16294	3.96394	4.30299	3.93627	5.06424	5.02593	6.39248	4.98093	5.19901	5.09045	4.81052	5.20014	4.76587	4.95916	4.85322	5.19864	4.79897	5.08308	4.91401	5.16474	5.49202	5.23129	4.9584	4.83352	5.14094	6.37613	6.02312	6.07102	6.6281	5.99639	6.3016	6.1231	7.50829	0.485506	0.478767	0.470149	0.475604	0.490914	0.477507	0.47861	0.0417383	0.040306	0.038518	0.0396441	0.0429099	0.0400415	0.0402729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.27036	0.416435	-0.408121	0.0437353	-0.490105	-0.357892	-0.196195	-0.329734	0.0417383	0.040306	0.038518	0.0396441	0.0429099	0.0400415	0.0402729	0.05549206	0.1359649	0.5983345	0.8564155	-0.414175	0.362149	-1.50579	0.706446	-0.565393	-2.1181	-0.357818	-0.387342
9200	-390.6124	-365.3879	-25.22455	0.677144	0.61885	0.550529	0.592988	0.727242	0.608432	0.617541	1.46333	1.39073	1.32678	1.39676	1.33601	1.28818	1.58256	1.52073	1.44602	1.45058	1.444	1.37273	1.32301	1.34144	1.49345	1.42844	1.36045	1.3143	1.36112	1.47872	1.38377	2.0903	2.09504	2.03612	1.97398	2.28318	2.2094	2.14642	2.21091	2.14989	2.09056	2.13945	2.07883	2.01083	2.08976	2.02441	1.97552	2.2594	2.19245	2.13111	2.14173	2.12348	2.06565	1.99922	2.09235	2.02752	1.98175	2.24172	2.17637	2.11803	2.14459	2.12709	2.05691	2.01014	2.04276	2.17699	2.7428	2.9236	2.92303	2.86005	2.79795	2.78624	2.79385	2.73836	2.67301	2.9713	2.90651	2.84008	2.91166	2.84717	2.79141	2.77085	2.79028	2.73684	2.67197	2.9521	2.88988	2.82452	2.9076	2.84361	2.78998	2.82711	2.77291	2.70405	2.79548	2.72822	2.68238	2.94698	2.879	2.82444	2.847	3.608	3.47914	3.6577	3.65712	3.59866	3.53338	3.47221	3.63704	3.64778	3.59121	3.5264	3.5119	3.52754	3.4773	3.40964	3.69071	3.6332	3.56488	3.64717	3.58034	3.52991	4.41016	4.39622	4.27508	4.4442	4.44911	4.39728	4.32906	5.30891	0.617615	0.564446	0.502131	0.540857	0.663309	0.554944	0.563252	0.0687159	0.0619589	0.054161	0.0589911	0.0745931	0.0607611	0.0618083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.147378	-0.678896	-0.454881	-0.299878	-1.45286	-0.967056	-1.26355	-0.781582	0.0687159	0.0619589	0.054161	0.0589911	0.0745931	0.0607611	0.0618083	0.03198482	1.261808	0.04164413	0.625306	0.476523	0.093292	-1.39531	-2.34382	-0.207509	0.653968	-1.44641	0.921802
9300	-395.55	-367.9336	-27.61635	0.779398	0.778029	0.776255	0.777381	0.78048	0.777771	0.777997	1.57721	1.57753	1.57938	1.61527	1.61855	1.58849	1.57535	1.57524	1.57607	1.61004	1.58164	1.58993	1.57539	1.59472	1.58308	1.60466	1.61937	1.58767	1.58519	1.60544	1.58063	2.36682	2.39501	2.38423	2.38667	2.36369	2.36405	2.36469	2.389	2.39035	2.38155	2.37291	2.36719	2.3712	2.39052	2.39798	2.37705	2.36898	2.37187	2.36701	2.39022	2.39151	2.38141	2.38647	2.39894	2.40554	2.38051	2.38472	2.38904	2.3802	2.39778	2.37991	2.3882	2.3708	2.37897	2.38116	3.17716	3.15441	3.17676	3.17203	3.17356	3.16104	3.18532	3.17364	3.17829	3.16015	3.15721	3.15959	3.17887	3.18285	3.17257	3.1755	3.19657	3.18293	3.18719	3.17451	3.16998	3.17287	3.18921	3.19288	3.18103	3.17774	3.16773	3.17303	3.18379	3.19102	3.17099	3.17188	3.17651	3.16755	3.18405	3.96944	3.97672	3.95445	3.97745	3.97042	3.97402	3.98885	3.96797	3.98956	3.98162	3.98506	3.97156	3.99297	3.97844	3.98427	3.97187	3.96555	3.96969	3.98521	3.99066	3.97752	4.78125	4.79508	4.79915	4.77667	4.80105	4.79049	4.79603	5.62612	17.6699	17.6389	17.5987	17.6242	17.6945	17.6331	17.6382	0.0433334	0.0413763	0.0389646	0.0404794	0.0449501	0.0410173	0.0413314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57327	-0.315103	-0.518954	2.14309	-0.648658	-0.766337	-0.0246628	-0.19828	0.0433334	0.0413763	0.0389646	0.0404794	0.0449501	0.0410173	0.0413314	0.006281814	0.4630539	0.1589765	0.7781864	-1.44549	1.06025	0.97545	-1.31876	-0.17262	-1.17712	-0.195504	3.05251
9400	-390.4857	-366.2996	-24.18617	0.656003	0.663352	0.673024	0.666865	0.650246	0.664747	0.663526	2.48376	2.36594	2.22151	1.6572	1.63654	1.94661	2.85067	2.72546	2.51826	1.69822	2.23204	1.94992	2.40327	1.85599	2.21092	1.74672	1.63188	1.9732	2.05666	1.74426	2.22362	3.52112	2.64832	2.84696	2.79429	4.0091	3.82833	3.68627	2.73171	2.70205	2.91554	3.27016	3.49543	3.24235	2.76915	2.67794	3.02381	3.56278	3.32504	3.54973	2.80068	2.71502	2.94515	2.80324	2.67186	2.57676	2.98389	2.85541	2.73633	2.9754	2.70296	3.01587	2.79039	3.25834	3.03112	3.00743	3.87004	5.08984	3.83544	4.00238	3.94435	4.56711	3.75439	4.02126	3.9057	4.74639	4.88548	4.64862	3.88966	3.79831	4.07773	3.94675	3.54955	3.83232	3.71972	3.94159	4.13687	3.98911	3.66776	3.58209	3.87998	3.9105	4.25347	4.02013	3.83572	3.68536	4.13925	4.12671	3.92509	4.27411	3.86306	5.25985	5.16142	6.2788	5.10071	5.35283	5.22891	4.86268	5.38227	4.7623	5.02963	4.91377	5.33712	4.81664	5.18917	5.01079	5.29767	5.61033	5.37375	4.9964	4.85026	5.23627	6.86922	6.39476	6.44491	7.10587	6.31465	6.69408	6.50111	8.48687	0.132529	0.134013	0.135967	0.134723	0.131366	0.134295	0.134048	0.0134939	0.0130278	0.0124459	0.0128123	0.0138756	0.0129417	0.013017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.659765	-0.310726	-0.400182	0.660312	-0.493502	0.168903	0.156357	0.722613	0.0134939	0.0130278	0.0124459	0.0128123	0.0138756	0.0129417	0.013017	0.1361929	0.1593195	0.6299275	0.6625019	0.451041	-1.13191	-0.151885	-0.388233	-3.06558	-0.758142	-1.35584	-0.611881
9500	-393.8815	-367.9871	-25.89443	0.541724	0.509796	0.4711	0.495321	0.568467	0.50399	0.509068	1.05582	1.01786	0.987135	1.06047	1.03153	0.976845	1.11312	1.08157	1.04372	1.08339	1.05171	1.02388	0.979939	1.01203	1.07859	1.06758	1.04541	0.989932	1.01255	1.09416	1.01921	1.53027	1.56658	1.5229	1.49264	1.62515	1.58713	1.55586	1.62133	1.5906	1.54809	1.56479	1.5247	1.49474	1.55812	1.53061	1.48296	1.62116	1.59071	1.55097	1.5843	1.57799	1.53526	1.50596	1.56744	1.5399	1.48955	1.63259	1.60325	1.56102	1.59309	1.56673	1.53897	1.49388	1.521	1.59356	2.03616	2.09966	2.13219	2.09176	2.06094	2.03846	2.07201	2.0291	1.99969	2.13392	2.09489	2.06422	2.12689	2.09714	2.05498	2.04897	2.08174	2.03797	2.00844	2.14451	2.10448	2.07413	2.13598	2.1062	2.06338	2.08187	2.0402	2.0108	2.07054	2.04259	1.99607	2.13731	2.10757	2.06642	2.09702	2.60585	2.54541	2.60911	2.64127	2.60057	2.57052	2.55517	2.6188	2.65072	2.60972	2.57966	2.55675	2.58912	2.54548	2.51651	2.65232	2.6122	2.58221	2.64345	2.61425	2.57138	3.11814	3.12802	3.06687	3.12991	3.16262	3.12097	3.09169	3.64508	0.0271235	0.0255249	0.0235875	0.0248002	0.0284625	0.0252342	0.0254885	0.0266691	0.0276797	0.0290504	0.0281722	0.0258934	0.0278745	0.0277039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.896678	-0.201055	-0.74469	-0.214387	0.522042	-0.628663	-0.852626	0.319512	0.0266691	0.0276797	0.0290504	0.0281722	0.0258934	0.0278745	0.0277039	0.00161268	0.2085808	0.07307086	0.5133808	1.57962	1.2402	-1.84863	0.304026	-0.951696	-0.111475	-3.0123	-0.559001
9600	-387.2161	-366.1321	-21.08398	0.544318	0.496813	0.441218	0.475757	0.585223	0.48833	0.495747	1.99061	1.93911	1.89718	2.01439	1.97012	1.88961	2.06883	2.02446	1.97468	2.05015	1.99076	1.95692	1.88214	1.942	2.03196	2.02541	1.99026	1.90788	1.93771	2.0657	1.94284	2.91343	2.987	2.92123	2.87817	3.04193	2.99127	2.9481	3.06596	3.02168	2.95689	2.96905	2.906	2.86804	2.97332	2.93438	2.85674	3.04568	3.0065	2.94437	3.01187	3.00265	2.936	2.89736	2.98859	2.94879	2.86759	3.07942	3.03956	2.97386	3.02667	2.97932	2.9447	2.86636	2.9112	3.02007	3.98065	4.04394	4.11917	4.0587	4.01538	3.96527	4.03564	3.9663	3.92664	4.10041	4.04172	4.00191	4.11284	4.07235	4.00369	3.99708	4.05735	3.98554	3.9453	4.13471	4.07363	4.03333	4.13476	4.09369	4.02258	4.04594	3.97608	3.9394	4.03183	3.99442	3.91446	4.12169	4.08419	4.01499	4.0709	5.35559	5.27117	5.33617	5.41227	5.347	5.30698	5.2959	5.37138	5.4392	5.37188	5.33139	5.2826	5.34605	5.27127	5.23384	5.42296	5.35721	5.31969	5.42135	5.38324	5.30904	7.06714	7.09826	7.00619	7.07781	7.15118	7.07903	7.04203	9.5111	1.12416	1.02605	0.911232	0.982566	1.20864	1.00853	1.02385	0.00163727	0.00157651	0.0015009	0.00154849	0.00168716	0.0015653	0.0015751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243919	-0.615747	-0.438244	-0.361132	-0.530814	0.914036	-1.2818	1.07326	0.00163727	0.00157651	0.0015009	0.00154849	0.00168716	0.0015653	0.0015751	0.2087664	0.2795419	0.001812344	0.5020747	0.266993	0.724947	-1.32874	-0.544762	-1.00118	0.976812	-0.764621	0.981278
