Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	lambda[99]	lambda[100]	lambda[101]	lambda[102]	lambda[103]	lambda[104]	lambda[105]	lambda[106]	lambda[107]	lambda[108]	lambda[109]	lambda[110]	lambda[111]	lambda[112]	lambda[113]	lambda[114]	lambda[115]	lambda[116]	lambda[117]	lambda[118]	lambda[119]	lambda[120]	lambda[121]	lambda[122]	lambda[123]	lambda[124]	lambda[125]	lambda[126]	lambda[127]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	mu[99]	mu[100]	mu[101]	mu[102]	mu[103]	mu[104]	mu[105]	mu[106]	mu[107]	mu[108]	mu[109]	mu[110]	mu[111]	mu[112]	mu[113]	mu[114]	mu[115]	mu[116]	mu[117]	mu[118]	mu[119]	mu[120]	mu[121]	mu[122]	mu[123]	mu[124]	mu[125]	mu[126]	mu[127]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
400	-388.2574	-369.3978	-18.85966	0.571067	0.602547	0.646061	0.618075	0.54729	0.608675	0.603307	2.20622	2.27486	2.34151	2.5261	2.58212	2.44593	2.09192	2.1417	2.22004	2.46604	2.26607	2.38713	2.30647	2.44482	2.24574	2.4452	2.56848	2.41944	2.35999	2.41895	2.30238	3.41065	3.6361	3.6112	3.67339	3.21924	3.29206	3.34973	3.51585	3.56967	3.55379	3.42616	3.42346	3.51486	3.60875	3.70145	3.59352	3.29868	3.3814	3.3854	3.57119	3.59162	3.56241	3.65299	3.65944	3.7453	3.61235	3.45849	3.54067	3.51952	3.61795	3.49976	3.61717	3.51169	3.55089	3.47677	4.86719	4.50869	4.72944	4.74375	4.80305	4.68095	4.88406	4.83676	4.92115	4.52737	4.55301	4.63139	4.75376	4.83273	4.79178	4.82958	4.97559	4.91111	4.99155	4.68672	4.69783	4.77527	4.84495	4.92012	4.86276	4.80339	4.75636	4.85732	4.86818	4.96869	4.84985	4.66679	4.76238	4.72102	4.83447	6.25726	6.40343	6.05421	6.28315	6.26645	6.34712	6.51239	6.21703	6.4042	6.37455	6.45234	6.33295	6.49623	6.41418	6.51235	6.20832	6.19064	6.28487	6.35382	6.44806	6.37171	8.2875	8.43341	8.53203	8.21451	8.4358	8.37531	8.47546	11.2771	0.59443	0.627198	0.672492	0.643361	0.56968	0.633577	0.627989	0.0163149	0.0169094	0.0177146	0.0171989	0.0158578	0.0170239	0.0169237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136577	-0.676941	0.0447814	0.17837	0.502405	-1.11147	0.753153	1.07596	0.0163149	0.0169094	0.0177146	0.0171989	0.0158578	0.0170239	0.0169237	0.2471374	0.06710224	0.01705818	0.5988316	-0.323811	-1.24116	0.35435	-0.750387	-0.00883446	-0.127684	-0.597418	0.149468
410	-388.905	-365.4829	-23.42206	0.661811	0.593937	0.516025	0.564229	0.721111	0.581939	0.592427	1.49066	1.3663	1.24941	1.24794	1.17672	1.14826	1.78476	1.65394	1.48393	1.31343	1.39114	1.24718	1.29638	1.19772	1.44574	1.28914	1.20475	1.18298	1.25239	1.34896	1.31696	2.04391	1.86724	1.8282	1.75084	2.44762	2.28684	2.16172	2.00647	1.93396	1.89976	2.03096	2.02367	1.87337	1.88059	1.79837	1.78304	2.25044	2.10377	2.1023	1.94679	1.90765	1.87686	1.78195	1.87532	1.79078	1.7899	2.05758	1.96909	1.94177	1.94099	1.96487	1.84663	1.87644	1.86715	2.0234	2.45057	2.98291	2.63949	2.60074	2.52222	2.65778	2.4988	2.47451	2.38508	2.91765	2.89366	2.73991	2.64899	2.56609	2.54663	2.49662	2.47826	2.45016	2.35966	2.69053	2.66153	2.5617	2.62512	2.54234	2.51925	2.55799	2.56326	2.43729	2.51728	2.42054	2.43723	2.7325	2.61912	2.62716	2.5839	3.24942	3.10638	3.5868	3.29166	3.27055	3.17905	3.06364	3.30936	3.24879	3.22187	3.13103	3.17529	3.12351	3.11871	3.01253	3.36335	3.36846	3.2402	3.28437	3.18888	3.18967	3.94451	3.86805	3.74631	4.03262	3.92415	3.92444	3.81595	4.60624	5.01548	4.5011	3.91065	4.27596	5.46488	4.41018	4.48966	0.0935894	0.089419	0.0842758	0.0875068	0.0970346	0.0886535	0.0893231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.25454	-0.968949	-0.486021	-0.484219	-0.639832	-0.151003	-1.51882	-0.331507	0.0935894	0.089419	0.0842758	0.0875068	0.0970346	0.0886535	0.0893231	0.01373102	0.05087932	0.02336196	0.6013944	-2.16343	1.39605	0.116391	-0.750387	0.501516	0.88341	0.213679	1.39407
420	-382.2589	-365.0425	-17.21644	0.563198	0.578263	0.598445	0.585548	0.551533	0.581149	0.578622	1.58514	1.55384	1.50814	1.26641	1.27102	1.40578	1.71417	1.67466	1.60629	1.27239	1.48621	1.38708	1.58331	1.35661	1.46857	1.29453	1.2636	1.41051	1.43271	1.2842	1.49528	2.31738	1.96244	2.05623	2.04839	2.4779	2.42017	2.37461	1.97196	1.97312	2.07316	2.20277	2.30947	2.22033	2.01214	1.98988	2.13971	2.29823	2.21493	2.32203	2.01501	1.98252	2.08881	2.04625	1.97299	1.94888	2.12269	2.01427	1.98077	2.09097	1.97558	2.10277	2.02715	2.22699	2.1269	2.09017	2.76421	3.22405	2.71039	2.79315	2.78315	3.0372	2.70593	2.82629	2.79407	3.07047	3.14363	3.06015	2.73585	2.7133	2.83901	2.78872	2.62576	2.75138	2.72006	2.74645	2.84074	2.79519	2.649	2.62849	2.76041	2.76074	2.91243	2.83276	2.7385	2.69272	2.88598	2.82334	2.75666	2.91106	2.73992	3.58789	3.57638	3.99372	3.5129	3.62871	3.59306	3.45904	3.63099	3.38097	3.50158	3.46896	3.63967	3.42738	3.58871	3.53148	3.58446	3.72546	3.64414	3.47492	3.43078	3.59785	4.5176	4.33149	4.37688	4.6057	4.28708	4.45196	4.38905	5.43647	0.482223	0.495122	0.512402	0.501359	0.472235	0.497593	0.495429	0.0355384	0.0355647	0.0355989	0.0355772	0.0355183	0.0355697	0.0355653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.701763	0.51512	-0.258881	-0.621901	0.0103883	0.771027	0.370529	0.306554	0.0355384	0.0355647	0.0355989	0.0355772	0.0355183	0.0355697	0.0355653	0.0496198	0.07076626	0.01422605	0.5765061	0.167574	-0.158956	-0.520949	-0.402657	0.730346	0.244117	-0.697934	-0.0129613
430	-389.2724	-366.8322	-22.44025	0.56418	0.605407	0.663518	0.625997	0.533467	0.613513	0.606412	1.85702	1.94025	2.01717	2.20124	2.27029	2.13045	1.72782	1.7868	1.87921	2.13073	1.91924	2.0536	1.98359	2.11928	1.8927	2.10786	2.25198	2.09843	2.02784	2.07534	1.96561	2.90624	3.13087	3.11648	3.19057	2.68484	2.77168	2.8388	2.98943	3.05453	3.05108	2.90947	2.92117	3.02302	3.10428	3.2124	3.10878	2.76518	2.85769	2.87666	3.06005	3.07948	3.06175	3.16486	3.15843	3.2588	3.12785	2.92557	3.01983	3.01141	3.10957	2.98518	3.11652	3.02003	3.05211	2.95607	4.17232	3.7895	4.00022	4.02929	4.09958	3.98001	4.18022	4.14358	4.24062	3.79469	3.83559	3.92347	4.02922	4.12061	4.09168	4.12932	4.27547	4.22054	4.31341	3.9522	3.97854	4.06667	4.12297	4.21042	4.16447	4.09062	4.05661	4.16903	4.1647	4.27944	4.16728	3.93502	4.04185	4.01448	4.12468	5.25563	5.42549	5.05126	5.27143	5.26897	5.36121	5.53737	5.21079	5.39419	5.37875	5.46817	5.34829	5.51015	5.43822	5.54906	5.18999	5.18774	5.29245	5.34671	5.45375	5.38886	6.85265	6.99968	7.12218	6.77428	6.99185	6.94498	7.05728	9.15827	5.43566	5.83286	6.39274	6.03124	5.13975	5.91096	5.84255	0.00220468	0.00257441	0.00314905	0.00277082	0.00194957	0.0026508	0.00258382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203984	0.722483	-0.553412	-0.044908	2.17616	-0.333047	0.989953	-1.31434	0.00220468	0.00257441	0.00314905	0.00277082	0.00194957	0.0026508	0.00258382	0.1727362	0.095502	0.001316012	0.6004997	-0.136397	1.32907	-1.03301	0.255273	0.338598	0.122322	0.0770166	1.50184
440	-396.5858	-369.6981	-26.88762	0.783426	0.755291	0.720235	0.742305	0.806475	0.7501	0.754642	2.10303	2.01068	1.91361	1.70403	1.66206	1.77165	2.32194	2.2356	2.10436	1.74988	1.98355	1.8216	1.99024	1.76257	1.99935	1.76165	1.67374	1.79804	1.86191	1.78616	1.94749	3.00761	2.62939	2.68296	2.62596	3.3218	3.20249	3.10761	2.72785	2.6816	2.74137	2.9275	2.99006	2.84357	2.67973	2.60376	2.72839	3.11773	2.97868	3.0401	2.72023	2.67498	2.74296	2.64407	2.63799	2.56071	2.71393	2.80007	2.71167	2.78317	2.67846	2.80924	2.67183	2.85016	2.77003	2.83084	3.62413	4.25113	3.70826	3.74495	3.68557	3.95272	3.60237	3.68795	3.6013	4.13165	4.15376	4.01581	3.72481	3.64917	3.73994	3.67362	3.50895	3.60335	3.51845	3.77138	3.82066	3.72013	3.62349	3.55076	3.65159	3.69006	3.80892	3.66929	3.63887	3.53589	3.70919	3.84876	3.72314	3.84429	3.67713	4.80343	4.68992	5.27243	4.76101	4.83788	4.74758	4.55341	4.87319	4.60475	4.69031	4.60394	4.78555	4.56502	4.70041	4.58508	4.86657	4.96956	4.82901	4.70793	4.60695	4.74792	6.02904	5.81076	5.76823	6.15166	5.80565	5.94291	5.82077	7.28382	0.0818464	0.0789071	0.0752446	0.0775504	0.0842544	0.0783647	0.0788393	0.0950611	0.082916	0.069421	0.0777118	0.10595	0.0808059	0.0826498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.609183	-1.30111	-0.672111	0.480367	-1.91865	1.07324	-0.513341	-0.387575	0.0950611	0.082916	0.069421	0.0777118	0.10595	0.0808059	0.0826498	0.06960372	0.4079399	0.01203507	0.7584829	-0.492726	0.974073	-1.55979	0.599984	2.11366	0.061303	-0.205792	-2.31984
450	-384.6824	-365.3094	-19.37307	0.592957	0.591277	0.589102	0.590482	0.594278	0.59096	0.591238	1.30027	1.28171	1.26133	1.20598	1.20186	1.22888	1.35534	1.33499	1.30342	1.21153	1.26802	1.23316	1.28333	1.22215	1.26748	1.2153	1.2025	1.23286	1.24415	1.21693	1.26439	1.91928	1.82134	1.83937	1.83187	1.99158	1.96335	1.94206	1.83292	1.82793	1.84804	1.89105	1.91569	1.88206	1.83411	1.8232	1.85539	1.93104	1.89897	1.92439	1.83929	1.82921	1.85092	1.83397	1.82507	1.81335	1.85232	1.84681	1.83258	1.8557	1.83008	1.86198	1.8353	1.88391	1.86	1.86299	2.45753	2.61122	2.45844	2.47466	2.46654	2.53997	2.44894	2.47431	2.46024	2.56867	2.58414	2.5513	2.46623	2.45508	2.48231	2.46716	2.42963	2.45541	2.44133	2.47122	2.49116	2.47272	2.44509	2.43433	2.46217	2.4663	2.50213	2.47333	2.45833	2.44053	2.48608	2.4937	2.46925	2.50611	2.46329	3.11269	3.1012	3.23997	3.09987	3.12509	3.10998	3.07114	3.1282	3.06688	3.09215	3.07773	3.12176	3.06938	3.10574	3.08423	3.12259	3.15656	3.12696	3.09176	3.07446	3.11282	3.78351	3.73454	3.73746	3.81196	3.72981	3.76787	3.74487	4.44273	2.94443	2.93609	2.92529	2.93214	2.95099	2.93452	2.93589	0.0559415	0.0607481	0.067617	0.0631698	0.0524004	0.0616999	0.0608661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.866339	-0.72799	-0.799027	0.293107	1.15702	-0.465296	-0.0398109	-0.858159	0.0559415	0.0607481	0.067617	0.0631698	0.0524004	0.0616999	0.0608661	0.01081185	0.1912335	0.04619784	0.5914684	-0.265825	-0.0950446	-1.40652	0.732259	0.403472	-0.263451	0.403949	0.610766
460	-386.7506	-366.3199	-20.43076	0.733796	0.673545	0.602579	0.646729	0.785372	0.662749	0.672189	1.79628	1.67039	1.54745	1.45608	1.38764	1.41455	2.08291	1.96002	1.79051	1.52186	1.67845	1.50698	1.61147	1.44592	1.72389	1.51023	1.41271	1.45079	1.52817	1.56291	1.61041	2.49908	2.21035	2.20709	2.12735	2.90708	2.74877	2.62278	2.35097	2.27961	2.28338	2.45842	2.47732	2.30999	2.2434	2.15222	2.19646	2.69437	2.53221	2.5538	2.30798	2.25964	2.26873	2.1573	2.22161	2.12772	2.19466	2.42046	2.31816	2.33198	2.28562	2.35975	2.2157	2.31496	2.27432	2.41037	2.97074	3.61198	3.13929	3.13002	3.04817	3.26147	2.99589	3.01724	2.91549	3.52327	3.51148	3.34675	3.15569	3.06368	3.0913	3.02595	2.93969	2.96243	2.86062	3.20507	3.20826	3.09182	3.09334	3.00262	3.03232	3.077	3.13343	2.98228	3.02615	2.91185	3.00085	3.27073	3.13414	3.19402	3.09001	3.96026	3.81018	4.40138	3.97123	3.9921	3.88683	3.71791	4.03518	3.86914	3.89018	3.78723	3.90201	3.76597	3.82415	3.69745	4.07033	4.12052	3.96669	3.94283	3.8302	3.89514	4.89069	4.73507	4.63327	5.009	4.77315	4.83708	4.70534	5.79076	5.47694	5.02723	4.49756	4.82708	5.8619	4.94666	5.01712	0.0488679	0.0485428	0.0481236	0.0483894	0.0491281	0.0484818	0.0485352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.866339	0.162807	-0.64795	0.218248	-0.0936807	0.628424	-1.20255	-0.862228	0.0488679	0.0485428	0.0481236	0.0483894	0.0491281	0.0484818	0.0485352	0.03624283	0.1273399	0.1799886	0.6802308	-0.170184	1.49786	-0.931707	-0.0754863	-0.774886	-0.479474	1.16514	0.485679
470	-389.7354	-367.4788	-22.25656	0.698589	0.69749	0.696065	0.69697	0.699462	0.697283	0.697465	1.47869	1.4859	1.49801	1.63586	1.65354	1.53734	1.46297	1.46707	1.47641	1.61141	1.49776	1.53616	1.48248	1.55778	1.50021	1.59089	1.65489	1.53201	1.51815	1.5907	1.49823	2.23032	2.34182	2.30381	2.31823	2.20353	2.21092	2.21811	2.30946	2.31945	2.28944	2.25033	2.23269	2.25365	2.32445	2.35925	2.27975	2.22621	2.24264	2.22847	2.3198	2.3256	2.2902	2.31542	2.35795	2.3892	2.29312	2.28998	2.31213	2.28186	2.34983	2.27915	2.31752	2.25214	2.28184	2.2808	3.06336	2.95987	3.04793	3.03446	3.04526	2.99599	3.0917	3.0498	3.0733	2.97849	2.97228	2.98659	3.05745	3.07823	3.04197	3.05455	3.13696	3.08703	3.10891	3.0367	3.02399	3.04041	3.0991	3.11857	3.07587	3.0588	3.02354	3.04979	3.08557	3.1195	3.0435	3.02686	3.05037	3.01936	3.08319	3.81283	3.85135	3.74988	3.84064	3.81767	3.83692	3.90027	3.80476	3.88962	3.86285	3.88145	3.82819	3.91212	3.85845	3.88681	3.81579	3.79565	3.81717	3.87256	3.89938	3.85129	4.65176	4.70785	4.73301	4.63095	4.72731	4.68972	4.71696	5.62685	0.445906	0.445204	0.444294	0.444872	0.446463	0.445072	0.445188	0.0261871	0.0260698	0.0259181	0.0260143	0.0262805	0.0260477	0.026067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564557	1.6127	-0.663736	-0.237134	-0.0630073	0.0258989	-0.0220972	-0.0245442	0.0261871	0.0260698	0.0259181	0.0260143	0.0262805	0.0260477	0.026067	0.0261162	0.132187	0.316214	0.6976169	-1.81037	0.784709	-1.05225	0.18717	-0.699483	-1.78883	-0.0246661	-0.784562
480	-387.5727	-366.1494	-21.42323	0.501766	0.513931	0.530181	0.519802	0.492339	0.516258	0.514221	1.35188	1.37362	1.39341	1.42172	1.43883	1.41819	1.31714	1.33339	1.35733	1.40487	1.3659	1.39716	1.38681	1.41186	1.35716	1.40268	1.43347	1.41015	1.39311	1.39268	1.37924	2.05936	2.10322	2.10504	2.12362	2.0011	2.02385	2.04178	2.06809	2.08492	2.08845	2.05696	2.06313	2.0883	2.09837	2.12315	2.1077	2.01962	2.04299	2.05054	2.08593	2.09141	2.09218	2.11687	2.10789	2.13131	2.11068	2.05342	2.07634	2.07869	2.09469	2.07291	2.10328	2.08774	2.09171	2.06358	2.82648	2.7365	2.78064	2.79045	2.80852	2.78469	2.82392	2.82086	2.84419	2.73497	2.74721	2.76967	2.78653	2.8087	2.80684	2.81599	2.84229	2.83564	2.85813	2.769	2.77805	2.80013	2.80497	2.82633	2.82099	2.80449	2.80117	2.82828	2.82055	2.84719	2.82904	2.76548	2.79144	2.78923	2.8089	3.59591	3.63759	3.54975	3.59545	3.59859	3.62124	3.65988	3.58473	3.62053	3.62086	3.64288	3.62009	3.65038	3.63982	3.66615	3.57698	3.57974	3.60551	3.61039	3.63584	3.62634	4.56313	4.59372	4.62501	4.54489	4.58815	4.58182	4.60866	5.81927	0.941082	0.963899	0.994376	0.974911	0.923402	0.968264	0.964442	0.0166087	0.0162275	0.0157452	0.0160499	0.0169176	0.0161567	0.0162187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0921069	-0.797453	-0.2974	1.10322	-0.325883	0.46986	0.336237	1.18506	0.0166087	0.0162275	0.0157452	0.0160499	0.0169176	0.0161567	0.0162187	0.07784644	0.1777592	0.2715791	0.5125154	1.35853	0.197756	-0.963505	0.429709	-0.965076	-1.78883	-0.454881	0.480377
490	-386.7856	-365.989	-20.79662	0.611737	0.612652	0.613843	0.613086	0.611007	0.612824	0.612673	2.32407	2.2225	2.09849	1.60746	1.58106	1.86043	2.61897	2.5178	2.34868	1.65147	2.11831	1.87227	2.24679	1.78586	2.10463	1.69521	1.57936	1.88636	1.96338	1.69745	2.10597	3.31252	2.5741	2.74103	2.68657	3.71664	3.56901	3.4509	2.66526	2.63078	2.80788	3.11266	3.29019	3.0765	2.67709	2.58533	2.88921	3.36412	3.16465	3.33869	2.70935	2.6366	2.8298	2.69698	2.58789	2.49472	2.85188	2.77733	2.66372	2.86226	2.62049	2.89584	2.69208	3.08972	2.90037	2.89262	3.73905	4.75994	3.73942	3.8709	3.81224	4.32579	3.63899	3.86588	3.7557	4.49333	4.5953	4.3991	3.77435	3.68405	3.91938	3.80738	3.45094	3.69682	3.59056	3.8328	3.98657	3.85279	3.57172	3.48732	3.74409	3.78066	4.06532	3.86025	3.70673	3.56589	3.95704	3.98069	3.80017	4.08822	3.7344	5.10445	4.99095	5.9348	4.96539	5.17254	5.05605	4.72418	5.20848	4.65969	4.88589	4.77702	5.14507	4.68796	5.00839	4.84602	5.13799	5.38989	5.18418	4.86089	4.72384	5.0535	6.67946	6.26128	6.28259	6.88109	6.19233	6.51366	6.33857	8.34542	7.81681	7.8285	7.84372	7.83405	7.80749	7.8307	7.82878	0.00397275	0.00373054	0.00343772	0.0036209	0.00417584	0.00368654	0.00372503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.558181	-0.624582	-0.407245	1.40325	-0.882936	-1.16429	0.020976	-0.276314	0.00397275	0.00373054	0.00343772	0.0036209	0.00417584	0.00368654	0.00372503	0.1429833	0.2269528	0.01864638	0.6125454	-0.73397	0.280416	-0.747088	0.629758	-0.615802	-1.0076	0.794247	1.24058
