Iteration	Posterior	Likelihood	Prior	clock_host	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
26050	-1147.605	-1147.157	-0.4478963	0.4478963	0.07591162	0.9240884	1e-06	0.0759116	1e-06	1e-06	0.924088	1e-06	0.0759116	0.924088
26100	-1113.705	-1113.248	-0.4567616	0.4567616	0.05186964	0.9481304	1e-06	0.0518696	1e-06	1e-06	0.94813	1e-06	0.0518696	0.94813
26150	-1072.366	-1071.865	-0.5010201	0.5010201	0.04355425	0.9564457	1e-06	0.0435543	1e-06	1e-06	0.956446	1e-06	0.0435543	0.956446
26200	-1082.486	-1082.092	-0.3947351	0.3947351	0.06340107	0.9365989	1e-06	0.0634011	1e-06	1e-06	0.936599	1e-06	0.0634011	0.936599
26250	-1136.099	-1135.622	-0.4769771	0.4769771	0.0589056	0.9410944	1e-06	0.0589056	1e-06	1e-06	0.941094	1e-06	0.0589056	0.941094
26300	-1090.24	-1089.844	-0.3957312	0.3957312	0.06540694	0.9345931	1e-06	0.0654069	1e-06	1e-06	0.934593	1e-06	0.0654069	0.934593
26350	-1090.849	-1090.423	-0.4254233	0.4254233	0.05594805	0.944052	1e-06	0.055948	1e-06	1e-06	0.944052	1e-06	0.055948	0.944052
26400	-1078.05	-1077.608	-0.4418312	0.4418312	0.06689903	0.933101	1e-06	0.066899	1e-06	1e-06	0.933101	1e-06	0.066899	0.933101
26450	-1041.779	-1041.357	-0.4227455	0.4227455	0.06208933	0.9379107	1e-06	0.0620893	1e-06	1e-06	0.937911	1e-06	0.0620893	0.937911
26500	-1084.635	-1084.264	-0.3707855	0.3707855	0.0698772	0.9301228	1e-06	0.0698772	1e-06	1e-06	0.930123	1e-06	0.0698772	0.930123
26550	-1128.276	-1127.828	-0.4474131	0.4474131	0.06275285	0.9372471	1e-06	0.0627529	1e-06	1e-06	0.937247	1e-06	0.0627529	0.937247
26600	-1092.562	-1092.1	-0.4621326	0.4621326	0.05354205	0.946458	1e-06	0.053542	1e-06	1e-06	0.946458	1e-06	0.053542	0.946458
26650	-1204.033	-1203.527	-0.5063436	0.5063436	0.05865706	0.9413429	1e-06	0.0586571	1e-06	1e-06	0.941343	1e-06	0.0586571	0.941343
26700	-1276.646	-1276.089	-0.5562325	0.5562325	0.05713121	0.9428688	1e-06	0.0571312	1e-06	1e-06	0.942869	1e-06	0.0571312	0.942869
26750	-1074.181	-1073.722	-0.4587218	0.4587218	0.06074568	0.9392543	1e-06	0.0607457	1e-06	1e-06	0.939254	1e-06	0.0607457	0.939254
26800	-1156.227	-1155.813	-0.4138292	0.4138292	0.06575906	0.9342409	1e-06	0.0657591	1e-06	1e-06	0.934241	1e-06	0.0657591	0.934241
26850	-1156.363	-1155.862	-0.5006414	0.5006414	0.06209795	0.937902	1e-06	0.062098	1e-06	1e-06	0.937902	1e-06	0.062098	0.937902
26900	-1099.593	-1099.145	-0.4475694	0.4475694	0.05553834	0.9444617	1e-06	0.0555383	1e-06	1e-06	0.944462	1e-06	0.0555383	0.944462
26950	-1165.582	-1165.148	-0.4345651	0.4345651	0.05991022	0.9400898	1e-06	0.0599102	1e-06	1e-06	0.94009	1e-06	0.0599102	0.94009
27000	-1146.672	-1146.209	-0.4628525	0.4628525	0.06136076	0.9386392	1e-06	0.0613608	1e-06	1e-06	0.938639	1e-06	0.0613608	0.938639
27050	-1141.514	-1141.062	-0.451518	0.451518	0.05605546	0.9439445	1e-06	0.0560555	1e-06	1e-06	0.943945	1e-06	0.0560555	0.943945
27100	-1101.443	-1100.983	-0.4604552	0.4604552	0.05343545	0.9465646	1e-06	0.0534354	1e-06	1e-06	0.946565	1e-06	0.0534354	0.946565
27150	-1117.56	-1117.103	-0.4569538	0.4569538	0.05230219	0.9476978	1e-06	0.0523022	1e-06	1e-06	0.947698	1e-06	0.0523022	0.947698
27200	-1126.874	-1126.392	-0.4822306	0.4822306	0.05779966	0.9422003	1e-06	0.0577997	1e-06	1e-06	0.9422	1e-06	0.0577997	0.9422
27250	-1248.813	-1248.272	-0.5414996	0.5414996	0.04942031	0.9505797	1e-06	0.0494203	1e-06	1e-06	0.95058	1e-06	0.0494203	0.95058
27300	-1168.251	-1167.777	-0.4737535	0.4737535	0.05587959	0.9441204	1e-06	0.0558796	1e-06	1e-06	0.94412	1e-06	0.0558796	0.94412
27350	-1215.844	-1215.333	-0.5116407	0.5116407	0.04866867	0.9513313	1e-06	0.0486687	1e-06	1e-06	0.951331	1e-06	0.0486687	0.951331
27400	-1182.142	-1181.635	-0.5063721	0.5063721	0.05958152	0.9404185	1e-06	0.0595815	1e-06	1e-06	0.940418	1e-06	0.0595815	0.940418
27450	-1227.411	-1226.873	-0.5372512	0.5372512	0.0565471	0.9434529	1e-06	0.0565471	1e-06	1e-06	0.943453	1e-06	0.0565471	0.943453
27500	-1114.782	-1114.336	-0.4457954	0.4457954	0.05240657	0.9475934	1e-06	0.0524066	1e-06	1e-06	0.947593	1e-06	0.0524066	0.947593
27550	-1116.477	-1116.045	-0.4313541	0.4313541	0.06226674	0.9377333	1e-06	0.0622667	1e-06	1e-06	0.937733	1e-06	0.0622667	0.937733
27600	-1146.484	-1145.992	-0.4925171	0.4925171	0.04991092	0.9500891	1e-06	0.0499109	1e-06	1e-06	0.950089	1e-06	0.0499109	0.950089
27650	-1228.378	-1227.864	-0.513712	0.513712	0.06596974	0.9340303	1e-06	0.0659697	1e-06	1e-06	0.93403	1e-06	0.0659697	0.93403
27700	-1294.369	-1293.866	-0.5027293	0.5027293	0.06820055	0.9317994	1e-06	0.0682006	1e-06	1e-06	0.931799	1e-06	0.0682006	0.931799
27750	-1199.548	-1199	-0.5475274	0.5475274	0.05584221	0.9441578	1e-06	0.0558422	1e-06	1e-06	0.944158	1e-06	0.0558422	0.944158
27800	-1211.14	-1210.636	-0.5039	0.5039	0.05492103	0.945079	1e-06	0.054921	1e-06	1e-06	0.945079	1e-06	0.054921	0.945079
27850	-1152.717	-1152.24	-0.4777777	0.4777777	0.05779055	0.9422095	1e-06	0.0577905	1e-06	1e-06	0.942209	1e-06	0.0577905	0.942209
27900	-1136.307	-1135.848	-0.4594111	0.4594111	0.05964986	0.9403501	1e-06	0.0596499	1e-06	1e-06	0.94035	1e-06	0.0596499	0.94035
27950	-1204.396	-1203.945	-0.4510663	0.4510663	0.06368618	0.9363138	1e-06	0.0636862	1e-06	1e-06	0.936314	1e-06	0.0636862	0.936314
28000	-1146.814	-1146.298	-0.5160142	0.5160142	0.0499635	0.9500365	1e-06	0.0499635	1e-06	1e-06	0.950036	1e-06	0.0499635	0.950036
28050	-1176.496	-1176.045	-0.4514369	0.4514369	0.06284877	0.9371512	1e-06	0.0628488	1e-06	1e-06	0.937151	1e-06	0.0628488	0.937151
28100	-1163.954	-1163.515	-0.4388265	0.4388265	0.06336077	0.9366392	1e-06	0.0633608	1e-06	1e-06	0.936639	1e-06	0.0633608	0.936639
28150	-1284.778	-1284.216	-0.5628158	0.5628158	0.05582586	0.9441741	1e-06	0.0558259	1e-06	1e-06	0.944174	1e-06	0.0558259	0.944174
28200	-1109.061	-1108.573	-0.4881282	0.4881282	0.05010165	0.9498983	1e-06	0.0501017	1e-06	1e-06	0.949898	1e-06	0.0501017	0.949898
28250	-1133.487	-1133.015	-0.4716568	0.4716568	0.05169867	0.9483013	1e-06	0.0516987	1e-06	1e-06	0.948301	1e-06	0.0516987	0.948301
28300	-1072.295	-1071.881	-0.4140963	0.4140963	0.05409461	0.9459054	1e-06	0.0540946	1e-06	1e-06	0.945905	1e-06	0.0540946	0.945905
28350	-1194.795	-1194.23	-0.5650224	0.5650224	0.05128026	0.9487197	1e-06	0.0512803	1e-06	1e-06	0.94872	1e-06	0.0512803	0.94872
28400	-1177.014	-1176.535	-0.4794244	0.4794244	0.05494365	0.9450563	1e-06	0.0549437	1e-06	1e-06	0.945056	1e-06	0.0549437	0.945056
28450	-1211.394	-1210.943	-0.4503597	0.4503597	0.06122251	0.9387775	1e-06	0.0612225	1e-06	1e-06	0.938777	1e-06	0.0612225	0.938777
28500	-1229.381	-1228.867	-0.5146914	0.5146914	0.06693414	0.9330659	1e-06	0.0669341	1e-06	1e-06	0.933066	1e-06	0.0669341	0.933066
28550	-1179.76	-1179.304	-0.4560044	0.4560044	0.05801239	0.9419876	1e-06	0.0580124	1e-06	1e-06	0.941988	1e-06	0.0580124	0.941988
28600	-1136.617	-1136.18	-0.4364767	0.4364767	0.05828662	0.9417134	1e-06	0.0582866	1e-06	1e-06	0.941713	1e-06	0.0582866	0.941713
28650	-1137.241	-1136.784	-0.4571854	0.4571854	0.05597638	0.9440236	1e-06	0.0559764	1e-06	1e-06	0.944024	1e-06	0.0559764	0.944024
28700	-1108.378	-1107.913	-0.46486	0.46486	0.05210892	0.9478911	1e-06	0.0521089	1e-06	1e-06	0.947891	1e-06	0.0521089	0.947891
28750	-1206.04	-1205.562	-0.4777825	0.4777825	0.06079444	0.9392056	1e-06	0.0607944	1e-06	1e-06	0.939206	1e-06	0.0607944	0.939206
28800	-1142.55	-1142.064	-0.4861474	0.4861474	0.05496423	0.9450358	1e-06	0.0549642	1e-06	1e-06	0.945036	1e-06	0.0549642	0.945036
28850	-1179.196	-1178.696	-0.4997647	0.4997647	0.06604794	0.9339521	1e-06	0.0660479	1e-06	1e-06	0.933952	1e-06	0.0660479	0.933952
28900	-1145.141	-1144.646	-0.4954738	0.4954738	0.0516125	0.9483875	1e-06	0.0516125	1e-06	1e-06	0.948387	1e-06	0.0516125	0.948387
28950	-1061.929	-1061.53	-0.3993162	0.3993162	0.06059376	0.9394062	1e-06	0.0605938	1e-06	1e-06	0.939406	1e-06	0.0605938	0.939406
29000	-1167.416	-1166.916	-0.5008472	0.5008472	0.05520659	0.9447934	1e-06	0.0552066	1e-06	1e-06	0.944793	1e-06	0.0552066	0.944793
29050	-1137.498	-1137.033	-0.4645191	0.4645191	0.06091887	0.9390811	1e-06	0.0609189	1e-06	1e-06	0.939081	1e-06	0.0609189	0.939081
29100	-1294.64	-1294.082	-0.5575892	0.5575892	0.05301402	0.946986	1e-06	0.053014	1e-06	1e-06	0.946986	1e-06	0.053014	0.946986
29150	-1144.891	-1144.425	-0.4660646	0.4660646	0.05970844	0.9402916	1e-06	0.0597084	1e-06	1e-06	0.940292	1e-06	0.0597084	0.940292
29200	-1149.592	-1149.125	-0.4667123	0.4667123	0.05645969	0.9435403	1e-06	0.0564597	1e-06	1e-06	0.94354	1e-06	0.0564597	0.94354
29250	-1218.365	-1217.891	-0.4741185	0.4741185	0.05885457	0.9411454	1e-06	0.0588546	1e-06	1e-06	0.941145	1e-06	0.0588546	0.941145
29300	-1199.67	-1199.194	-0.4760014	0.4760014	0.06100017	0.9389998	1e-06	0.0610002	1e-06	1e-06	0.939	1e-06	0.0610002	0.939
29350	-1153.537	-1153.075	-0.4617994	0.4617994	0.06071481	0.9392852	1e-06	0.0607148	1e-06	1e-06	0.939285	1e-06	0.0607148	0.939285
29400	-1265.405	-1264.911	-0.4941495	0.4941495	0.06792629	0.9320737	1e-06	0.0679263	1e-06	1e-06	0.932074	1e-06	0.0679263	0.932074
29450	-1172.866	-1172.401	-0.4656561	0.4656561	0.05794973	0.9420503	1e-06	0.0579497	1e-06	1e-06	0.94205	1e-06	0.0579497	0.94205
29500	-1101.39	-1100.945	-0.4445283	0.4445283	0.05688148	0.9431185	1e-06	0.0568815	1e-06	1e-06	0.943119	1e-06	0.0568815	0.943119
29550	-1116.291	-1115.831	-0.4600187	0.4600187	0.05818818	0.9418118	1e-06	0.0581882	1e-06	1e-06	0.941812	1e-06	0.0581882	0.941812
29600	-1083.591	-1083.164	-0.4266751	0.4266751	0.06596223	0.9340378	1e-06	0.0659622	1e-06	1e-06	0.934038	1e-06	0.0659622	0.934038
29650	-1242.594	-1242.005	-0.5888902	0.5888902	0.05034354	0.9496565	1e-06	0.0503435	1e-06	1e-06	0.949656	1e-06	0.0503435	0.949656
29700	-1094.682	-1094.225	-0.4571346	0.4571346	0.05885818	0.9411418	1e-06	0.0588582	1e-06	1e-06	0.941142	1e-06	0.0588582	0.941142
29750	-1121.932	-1121.465	-0.4667028	0.4667028	0.05732873	0.9426713	1e-06	0.0573287	1e-06	1e-06	0.942671	1e-06	0.0573287	0.942671
29800	-1065.623	-1065.223	-0.4003142	0.4003142	0.06528305	0.9347169	1e-06	0.0652831	1e-06	1e-06	0.934717	1e-06	0.0652831	0.934717
29850	-1103.408	-1102.981	-0.4272013	0.4272013	0.0589361	0.9410639	1e-06	0.0589361	1e-06	1e-06	0.941064	1e-06	0.0589361	0.941064
29900	-1162.209	-1161.754	-0.4548335	0.4548335	0.06072246	0.9392775	1e-06	0.0607225	1e-06	1e-06	0.939278	1e-06	0.0607225	0.939278
29950	-1057.102	-1056.665	-0.4362666	0.4362666	0.04660469	0.9533953	1e-06	0.0466047	1e-06	1e-06	0.953395	1e-06	0.0466047	0.953395
30000	-1220.021	-1219.491	-0.5300364	0.5300364	0.05416769	0.9458323	1e-06	0.0541677	1e-06	1e-06	0.945832	1e-06	0.0541677	0.945832
30050	-1151.78	-1151.333	-0.4468878	0.4468878	0.05824222	0.9417578	1e-06	0.0582422	1e-06	1e-06	0.941758	1e-06	0.0582422	0.941758
30100	-1171.493	-1171.043	-0.4502083	0.4502083	0.05884374	0.9411563	1e-06	0.0588437	1e-06	1e-06	0.941156	1e-06	0.0588437	0.941156
30150	-1169.577	-1169.132	-0.4448561	0.4448561	0.07048697	0.929513	1e-06	0.070487	1e-06	1e-06	0.929513	1e-06	0.070487	0.929513
30200	-1093.304	-1092.903	-0.4012357	0.4012357	0.06245728	0.9375427	1e-06	0.0624573	1e-06	1e-06	0.937543	1e-06	0.0624573	0.937543
30250	-1199.118	-1198.627	-0.4904338	0.4904338	0.06059216	0.9394078	1e-06	0.0605922	1e-06	1e-06	0.939408	1e-06	0.0605922	0.939408
30300	-1212.113	-1211.635	-0.4782782	0.4782782	0.05572226	0.9442777	1e-06	0.0557223	1e-06	1e-06	0.944278	1e-06	0.0557223	0.944278
30350	-1223.764	-1223.25	-0.5134677	0.5134677	0.05124745	0.9487526	1e-06	0.0512474	1e-06	1e-06	0.948753	1e-06	0.0512474	0.948753
30400	-1193.036	-1192.559	-0.4765116	0.4765116	0.05381791	0.9461821	1e-06	0.0538179	1e-06	1e-06	0.946182	1e-06	0.0538179	0.946182
30450	-1091.538	-1091.067	-0.470674	0.470674	0.04284113	0.9571589	1e-06	0.0428411	1e-06	1e-06	0.957159	1e-06	0.0428411	0.957159
30500	-1072.983	-1072.533	-0.4505247	0.4505247	0.05965625	0.9403438	1e-06	0.0596562	1e-06	1e-06	0.940344	1e-06	0.0596562	0.940344
30550	-1196.149	-1195.647	-0.5027291	0.5027291	0.05628936	0.9437106	1e-06	0.0562894	1e-06	1e-06	0.943711	1e-06	0.0562894	0.943711
30600	-1094.115	-1093.62	-0.4945641	0.4945641	0.04882045	0.9511795	1e-06	0.0488205	1e-06	1e-06	0.95118	1e-06	0.0488205	0.95118
30650	-1146.58	-1146.126	-0.4542005	0.4542005	0.06417775	0.9358222	1e-06	0.0641778	1e-06	1e-06	0.935822	1e-06	0.0641778	0.935822
30700	-1098.809	-1098.422	-0.3872279	0.3872279	0.06602283	0.9339772	1e-06	0.0660228	1e-06	1e-06	0.933977	1e-06	0.0660228	0.933977
30750	-1170.552	-1170.14	-0.4123582	0.4123582	0.07736171	0.9226383	1e-06	0.0773617	1e-06	1e-06	0.922638	1e-06	0.0773617	0.922638
30800	-1138.54	-1138.136	-0.40411	0.40411	0.0766713	0.9233287	1e-06	0.0766713	1e-06	1e-06	0.923329	1e-06	0.0766713	0.923329
30850	-1068.855	-1068.403	-0.4520964	0.4520964	0.05613815	0.9438618	1e-06	0.0561382	1e-06	1e-06	0.943862	1e-06	0.0561382	0.943862
30900	-1143.246	-1142.821	-0.4257825	0.4257825	0.06492994	0.9350701	1e-06	0.0649299	1e-06	1e-06	0.93507	1e-06	0.0649299	0.93507
30950	-1141.152	-1140.692	-0.4601556	0.4601556	0.0615621	0.9384379	1e-06	0.0615621	1e-06	1e-06	0.938438	1e-06	0.0615621	0.938438
31000	-1119.9	-1119.414	-0.485281	0.485281	0.05636624	0.9436338	1e-06	0.0563662	1e-06	1e-06	0.943634	1e-06	0.0563662	0.943634
31050	-1102.054	-1101.615	-0.4397052	0.4397052	0.05704051	0.9429595	1e-06	0.0570405	1e-06	1e-06	0.942959	1e-06	0.0570405	0.942959
31100	-1131.829	-1131.326	-0.5032958	0.5032958	0.0555179	0.9444821	1e-06	0.0555179	1e-06	1e-06	0.944482	1e-06	0.0555179	0.944482
31150	-1068.787	-1068.298	-0.4897349	0.4897349	0.04691218	0.9530878	1e-06	0.0469122	1e-06	1e-06	0.953088	1e-06	0.0469122	0.953088
31200	-1129.74	-1129.248	-0.4918803	0.4918803	0.05098583	0.9490142	1e-06	0.0509858	1e-06	1e-06	0.949014	1e-06	0.0509858	0.949014
31250	-1076.167	-1075.724	-0.4433633	0.4433633	0.04915845	0.9508416	1e-06	0.0491584	1e-06	1e-06	0.950842	1e-06	0.0491584	0.950842
31300	-1167.07	-1166.575	-0.4950434	0.4950434	0.05296526	0.9470347	1e-06	0.0529653	1e-06	1e-06	0.947035	1e-06	0.0529653	0.947035
31350	-1191.851	-1191.311	-0.5404689	0.5404689	0.05323051	0.9467695	1e-06	0.0532305	1e-06	1e-06	0.946769	1e-06	0.0532305	0.946769
31400	-1183.275	-1182.729	-0.5451474	0.5451474	0.05041173	0.9495883	1e-06	0.0504117	1e-06	1e-06	0.949588	1e-06	0.0504117	0.949588
31450	-1156.131	-1155.664	-0.4678582	0.4678582	0.06129417	0.9387058	1e-06	0.0612942	1e-06	1e-06	0.938706	1e-06	0.0612942	0.938706
31500	-1184.598	-1184.132	-0.4661959	0.4661959	0.06977997	0.93022	1e-06	0.06978	1e-06	1e-06	0.93022	1e-06	0.06978	0.93022
31550	-1184.458	-1183.994	-0.4642087	0.4642087	0.0619555	0.9380445	1e-06	0.0619555	1e-06	1e-06	0.938045	1e-06	0.0619555	0.938045
31600	-1182.709	-1182.235	-0.4742408	0.4742408	0.05842174	0.9415783	1e-06	0.0584217	1e-06	1e-06	0.941578	1e-06	0.0584217	0.941578
31650	-1077.669	-1077.265	-0.4043035	0.4043035	0.06764309	0.9323569	1e-06	0.0676431	1e-06	1e-06	0.932357	1e-06	0.0676431	0.932357
31700	-1111.512	-1111.052	-0.4602595	0.4602595	0.05108855	0.9489115	1e-06	0.0510885	1e-06	1e-06	0.948911	1e-06	0.0510885	0.948911
31750	-1204.56	-1204.089	-0.4715228	0.4715228	0.06059469	0.9394053	1e-06	0.0605947	1e-06	1e-06	0.939405	1e-06	0.0605947	0.939405
31800	-1078.125	-1077.648	-0.4770735	0.4770735	0.05016971	0.9498303	1e-06	0.0501697	1e-06	1e-06	0.94983	1e-06	0.0501697	0.94983
31850	-1151.606	-1151.166	-0.4406835	0.4406835	0.06585228	0.9341477	1e-06	0.0658523	1e-06	1e-06	0.934148	1e-06	0.0658523	0.934148
31900	-1106.588	-1106.105	-0.4824064	0.4824064	0.05913791	0.9408621	1e-06	0.0591379	1e-06	1e-06	0.940862	1e-06	0.0591379	0.940862
31950	-1170.872	-1170.385	-0.4869304	0.4869304	0.05532041	0.9446796	1e-06	0.0553204	1e-06	1e-06	0.94468	1e-06	0.0553204	0.94468
32000	-1156.42	-1155.936	-0.4837853	0.4837853	0.04852306	0.9514769	1e-06	0.0485231	1e-06	1e-06	0.951477	1e-06	0.0485231	0.951477
32050	-1114.163	-1113.648	-0.5154714	0.5154714	0.05292482	0.9470752	1e-06	0.0529248	1e-06	1e-06	0.947075	1e-06	0.0529248	0.947075
32100	-1108.851	-1108.407	-0.4437446	0.4437446	0.05276327	0.9472367	1e-06	0.0527633	1e-06	1e-06	0.947237	1e-06	0.0527633	0.947237
32150	-1109.974	-1109.541	-0.4324088	0.4324088	0.05846895	0.9415311	1e-06	0.0584689	1e-06	1e-06	0.941531	1e-06	0.0584689	0.941531
32200	-1027.666	-1027.2	-0.4652359	0.4652359	0.05303842	0.9469616	1e-06	0.0530384	1e-06	1e-06	0.946962	1e-06	0.0530384	0.946962
32250	-1091.49	-1091.005	-0.4856074	0.4856074	0.04866123	0.9513388	1e-06	0.0486612	1e-06	1e-06	0.951339	1e-06	0.0486612	0.951339
32300	-1201.326	-1200.809	-0.516534	0.516534	0.0571239	0.9428761	1e-06	0.0571239	1e-06	1e-06	0.942876	1e-06	0.0571239	0.942876
32350	-1099.031	-1098.605	-0.4263754	0.4263754	0.05552206	0.9444779	1e-06	0.0555221	1e-06	1e-06	0.944478	1e-06	0.0555221	0.944478
32400	-1205.725	-1205.255	-0.469973	0.469973	0.06504279	0.9349572	1e-06	0.0650428	1e-06	1e-06	0.934957	1e-06	0.0650428	0.934957
32450	-1147.697	-1147.248	-0.4488343	0.4488343	0.05955261	0.9404474	1e-06	0.0595526	1e-06	1e-06	0.940447	1e-06	0.0595526	0.940447
32500	-1110.344	-1109.876	-0.4673324	0.4673324	0.06046466	0.9395353	1e-06	0.0604647	1e-06	1e-06	0.939535	1e-06	0.0604647	0.939535
32550	-1117.92	-1117.47	-0.4504159	0.4504159	0.05839029	0.9416097	1e-06	0.0583903	1e-06	1e-06	0.94161	1e-06	0.0583903	0.94161
32600	-1170.328	-1169.803	-0.5246838	0.5246838	0.05788374	0.9421163	1e-06	0.0578837	1e-06	1e-06	0.942116	1e-06	0.0578837	0.942116
32650	-1152.523	-1152.086	-0.4366053	0.4366053	0.06336041	0.9366396	1e-06	0.0633604	1e-06	1e-06	0.93664	1e-06	0.0633604	0.93664
32700	-1107.44	-1106.957	-0.4830303	0.4830303	0.06366416	0.9363358	1e-06	0.0636642	1e-06	1e-06	0.936336	1e-06	0.0636642	0.936336
32750	-1242.515	-1242.032	-0.4827851	0.4827851	0.07000896	0.929991	1e-06	0.070009	1e-06	1e-06	0.929991	1e-06	0.070009	0.929991
32800	-1119.898	-1119.455	-0.4430079	0.4430079	0.06782043	0.9321796	1e-06	0.0678204	1e-06	1e-06	0.93218	1e-06	0.0678204	0.93218
32850	-1198.954	-1198.467	-0.4869898	0.4869898	0.05220207	0.9477979	1e-06	0.0522021	1e-06	1e-06	0.947798	1e-06	0.0522021	0.947798
32900	-1097.07	-1096.644	-0.4268736	0.4268736	0.05916482	0.9408352	1e-06	0.0591648	1e-06	1e-06	0.940835	1e-06	0.0591648	0.940835
32950	-1180.93	-1180.386	-0.5443725	0.5443725	0.05337729	0.9466227	1e-06	0.0533773	1e-06	1e-06	0.946623	1e-06	0.0533773	0.946623
33000	-1172.575	-1172.068	-0.5066337	0.5066337	0.04682723	0.9531728	1e-06	0.0468272	1e-06	1e-06	0.953173	1e-06	0.0468272	0.953173
33050	-1135.896	-1135.513	-0.3836765	0.3836765	0.06317917	0.9368208	1e-06	0.0631792	1e-06	1e-06	0.936821	1e-06	0.0631792	0.936821
33100	-1156.221	-1155.711	-0.5100781	0.5100781	0.05183862	0.9481614	1e-06	0.0518386	1e-06	1e-06	0.948161	1e-06	0.0518386	0.948161
33150	-1071.21	-1070.741	-0.4694557	0.4694557	0.05092785	0.9490722	1e-06	0.0509278	1e-06	1e-06	0.949072	1e-06	0.0509278	0.949072
33200	-1170.932	-1170.451	-0.4813899	0.4813899	0.05231565	0.9476843	1e-06	0.0523157	1e-06	1e-06	0.947684	1e-06	0.0523157	0.947684
33250	-1089.765	-1089.271	-0.4936969	0.4936969	0.05392324	0.9460768	1e-06	0.0539232	1e-06	1e-06	0.946077	1e-06	0.0539232	0.946077
33300	-1112.463	-1111.989	-0.4737292	0.4737292	0.0541414	0.9458586	1e-06	0.0541414	1e-06	1e-06	0.945859	1e-06	0.0541414	0.945859
33350	-1104.406	-1103.909	-0.496989	0.496989	0.06058669	0.9394133	1e-06	0.0605867	1e-06	1e-06	0.939413	1e-06	0.0605867	0.939413
33400	-1137.014	-1136.542	-0.472276	0.472276	0.06211594	0.9378841	1e-06	0.0621159	1e-06	1e-06	0.937884	1e-06	0.0621159	0.937884
33450	-1165.257	-1164.848	-0.4088555	0.4088555	0.06411253	0.9358875	1e-06	0.0641125	1e-06	1e-06	0.935887	1e-06	0.0641125	0.935887
33500	-1051.07	-1050.702	-0.3672783	0.3672783	0.07003901	0.929961	1e-06	0.070039	1e-06	1e-06	0.929961	1e-06	0.070039	0.929961
33550	-1104.407	-1104.01	-0.3967872	0.3967872	0.0674147	0.9325853	1e-06	0.0674147	1e-06	1e-06	0.932585	1e-06	0.0674147	0.932585
33600	-1177.157	-1176.652	-0.5052446	0.5052446	0.05170512	0.9482949	1e-06	0.0517051	1e-06	1e-06	0.948295	1e-06	0.0517051	0.948295
33650	-1121.896	-1121.469	-0.4267599	0.4267599	0.0561993	0.9438007	1e-06	0.0561993	1e-06	1e-06	0.943801	1e-06	0.0561993	0.943801
33700	-1151.699	-1151.289	-0.4103907	0.4103907	0.06625506	0.9337449	1e-06	0.0662551	1e-06	1e-06	0.933745	1e-06	0.0662551	0.933745
33750	-1187.871	-1187.396	-0.4749757	0.4749757	0.06504326	0.9349567	1e-06	0.0650433	1e-06	1e-06	0.934957	1e-06	0.0650433	0.934957
33800	-1065.052	-1064.642	-0.4101247	0.4101247	0.06237945	0.9376205	1e-06	0.0623795	1e-06	1e-06	0.937621	1e-06	0.0623795	0.937621
33850	-1116.064	-1115.569	-0.4942376	0.4942376	0.05439832	0.9456017	1e-06	0.0543983	1e-06	1e-06	0.945602	1e-06	0.0543983	0.945602
33900	-1222.189	-1221.701	-0.4882533	0.4882533	0.05815755	0.9418425	1e-06	0.0581575	1e-06	1e-06	0.941842	1e-06	0.0581575	0.941842
33950	-1068.577	-1068.174	-0.4023231	0.4023231	0.06237565	0.9376243	1e-06	0.0623757	1e-06	1e-06	0.937624	1e-06	0.0623757	0.937624
34000	-1168.728	-1168.303	-0.4245731	0.4245731	0.06665878	0.9333412	1e-06	0.0666588	1e-06	1e-06	0.933341	1e-06	0.0666588	0.933341
34050	-1166.327	-1165.864	-0.4621402	0.4621402	0.06095531	0.9390447	1e-06	0.0609553	1e-06	1e-06	0.939045	1e-06	0.0609553	0.939045
34100	-1123.146	-1122.703	-0.4427143	0.4427143	0.05964298	0.940357	1e-06	0.059643	1e-06	1e-06	0.940357	1e-06	0.059643	0.940357
34150	-1165.446	-1164.926	-0.520086	0.520086	0.05414142	0.9458586	1e-06	0.0541414	1e-06	1e-06	0.945859	1e-06	0.0541414	0.945859
34200	-1105.877	-1105.428	-0.4488952	0.4488952	0.04880842	0.9511916	1e-06	0.0488084	1e-06	1e-06	0.951192	1e-06	0.0488084	0.951192
34250	-1107.85	-1107.383	-0.4664395	0.4664395	0.04682742	0.9531726	1e-06	0.0468274	1e-06	1e-06	0.953173	1e-06	0.0468274	0.953173
34300	-1180.783	-1180.251	-0.5323082	0.5323082	0.04884097	0.951159	1e-06	0.048841	1e-06	1e-06	0.951159	1e-06	0.048841	0.951159
34350	-1106.284	-1105.874	-0.4101757	0.4101757	0.07230581	0.9276942	1e-06	0.0723058	1e-06	1e-06	0.927694	1e-06	0.0723058	0.927694
34400	-1108.122	-1107.65	-0.4716296	0.4716296	0.05553308	0.9444669	1e-06	0.0555331	1e-06	1e-06	0.944467	1e-06	0.0555331	0.944467
34450	-1124.396	-1123.935	-0.4605422	0.4605422	0.0587167	0.9412833	1e-06	0.0587167	1e-06	1e-06	0.941283	1e-06	0.0587167	0.941283
