Iteration	Posterior	Likelihood	Prior	clock_host	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
1500	-1515.905	-1515.19	-0.7151846	0.7151846	0.05081296	0.949187	1e-06	0.050813	1e-06	1e-06	0.949187	1e-06	0.050813	0.949187
1550	-1395.081	-1394.43	-0.6509206	0.6509206	0.04095275	0.9590473	1e-06	0.0409527	1e-06	1e-06	0.959047	1e-06	0.0409527	0.959047
1600	-1309.694	-1309.104	-0.5897647	0.5897647	0.03889873	0.9611013	1e-06	0.0388987	1e-06	1e-06	0.961101	1e-06	0.0388987	0.961101
1650	-1343.372	-1342.712	-0.6607711	0.6607711	0.04137845	0.9586216	1e-06	0.0413784	1e-06	1e-06	0.958622	1e-06	0.0413784	0.958622
1700	-1249.916	-1249.296	-0.6198612	0.6198612	0.04104933	0.9589507	1e-06	0.0410493	1e-06	1e-06	0.958951	1e-06	0.0410493	0.958951
1750	-1314.234	-1313.6	-0.6340404	0.6340404	0.04118072	0.9588193	1e-06	0.0411807	1e-06	1e-06	0.958819	1e-06	0.0411807	0.958819
1800	-1235.638	-1235.075	-0.5630173	0.5630173	0.04210485	0.9578952	1e-06	0.0421048	1e-06	1e-06	0.957895	1e-06	0.0421048	0.957895
1850	-1290.383	-1289.774	-0.6089562	0.6089562	0.04250901	0.957491	1e-06	0.042509	1e-06	1e-06	0.957491	1e-06	0.042509	0.957491
1900	-1262.649	-1262.103	-0.5464474	0.5464474	0.04303101	0.956969	1e-06	0.043031	1e-06	1e-06	0.956969	1e-06	0.043031	0.956969
1950	-1285.411	-1284.805	-0.6062709	0.6062709	0.04222551	0.9577745	1e-06	0.0422255	1e-06	1e-06	0.957774	1e-06	0.0422255	0.957774
2000	-1318.192	-1317.594	-0.5979947	0.5979947	0.04811085	0.9518892	1e-06	0.0481108	1e-06	1e-06	0.951889	1e-06	0.0481108	0.951889
2050	-1313.108	-1312.504	-0.6040655	0.6040655	0.0360178	0.9639822	1e-06	0.0360178	1e-06	1e-06	0.963982	1e-06	0.0360178	0.963982
2100	-1282.365	-1281.75	-0.6146856	0.6146856	0.04021037	0.9597896	1e-06	0.0402104	1e-06	1e-06	0.95979	1e-06	0.0402104	0.95979
2150	-1288.626	-1288.001	-0.6250391	0.6250391	0.04572468	0.9542753	1e-06	0.0457247	1e-06	1e-06	0.954275	1e-06	0.0457247	0.954275
2200	-1235.414	-1234.815	-0.5990316	0.5990316	0.03612495	0.963875	1e-06	0.036125	1e-06	1e-06	0.963875	1e-06	0.036125	0.963875
2250	-1301.695	-1301.126	-0.5697273	0.5697273	0.04244307	0.9575569	1e-06	0.0424431	1e-06	1e-06	0.957557	1e-06	0.0424431	0.957557
2300	-1244.656	-1244.038	-0.6185286	0.6185286	0.03805815	0.9619419	1e-06	0.0380581	1e-06	1e-06	0.961942	1e-06	0.0380581	0.961942
2350	-1210.59	-1210.016	-0.574066	0.574066	0.04495301	0.955047	1e-06	0.044953	1e-06	1e-06	0.955047	1e-06	0.044953	0.955047
2400	-1285.587	-1285.064	-0.5221646	0.5221646	0.05302708	0.9469729	1e-06	0.0530271	1e-06	1e-06	0.946973	1e-06	0.0530271	0.946973
2450	-1329.85	-1329.23	-0.6201382	0.6201382	0.04253799	0.957462	1e-06	0.042538	1e-06	1e-06	0.957462	1e-06	0.042538	0.957462
2500	-1241.609	-1241.035	-0.573588	0.573588	0.04112157	0.9588784	1e-06	0.0411216	1e-06	1e-06	0.958878	1e-06	0.0411216	0.958878
2550	-1281.281	-1280.708	-0.5728495	0.5728495	0.04625413	0.9537459	1e-06	0.0462541	1e-06	1e-06	0.953746	1e-06	0.0462541	0.953746
2600	-1303.564	-1302.927	-0.6364554	0.6364554	0.03834654	0.9616535	1e-06	0.0383465	1e-06	1e-06	0.961653	1e-06	0.0383465	0.961653
2650	-1239.72	-1239.107	-0.6132738	0.6132738	0.0360052	0.9639948	1e-06	0.0360052	1e-06	1e-06	0.963995	1e-06	0.0360052	0.963995
2700	-1311.619	-1311.029	-0.589569	0.589569	0.04579567	0.9542043	1e-06	0.0457957	1e-06	1e-06	0.954204	1e-06	0.0457957	0.954204
2750	-1281.062	-1280.436	-0.6257217	0.6257217	0.03716294	0.9628371	1e-06	0.0371629	1e-06	1e-06	0.962837	1e-06	0.0371629	0.962837
2800	-1214.65	-1214.075	-0.5746968	0.5746968	0.03813807	0.9618619	1e-06	0.0381381	1e-06	1e-06	0.961862	1e-06	0.0381381	0.961862
2850	-1336.691	-1336.092	-0.598854	0.598854	0.04404578	0.9559542	1e-06	0.0440458	1e-06	1e-06	0.955954	1e-06	0.0440458	0.955954
2900	-1209.246	-1208.626	-0.6200263	0.6200263	0.04024996	0.95975	1e-06	0.04025	1e-06	1e-06	0.95975	1e-06	0.04025	0.95975
2950	-1343.105	-1342.425	-0.680112	0.680112	0.04352863	0.9564714	1e-06	0.0435286	1e-06	1e-06	0.956471	1e-06	0.0435286	0.956471
3000	-1431.971	-1431.265	-0.7064427	0.7064427	0.04443085	0.9555691	1e-06	0.0444309	1e-06	1e-06	0.955569	1e-06	0.0444309	0.955569
3050	-1341.503	-1340.839	-0.6644561	0.6644561	0.04145536	0.9585446	1e-06	0.0414554	1e-06	1e-06	0.958545	1e-06	0.0414554	0.958545
3100	-1306.053	-1305.416	-0.6373054	0.6373054	0.04070103	0.959299	1e-06	0.040701	1e-06	1e-06	0.959299	1e-06	0.040701	0.959299
3150	-1294.489	-1293.812	-0.6762989	0.6762989	0.04038985	0.9596101	1e-06	0.0403899	1e-06	1e-06	0.95961	1e-06	0.0403899	0.95961
3200	-1206.374	-1205.826	-0.5479713	0.5479713	0.03943079	0.9605692	1e-06	0.0394308	1e-06	1e-06	0.960569	1e-06	0.0394308	0.960569
3250	-1207.565	-1207	-0.5648861	0.5648861	0.04735574	0.9526443	1e-06	0.0473557	1e-06	1e-06	0.952644	1e-06	0.0473557	0.952644
3300	-1232.832	-1232.214	-0.6186724	0.6186724	0.04108152	0.9589185	1e-06	0.0410815	1e-06	1e-06	0.958918	1e-06	0.0410815	0.958918
3350	-1194.009	-1193.46	-0.5490552	0.5490552	0.04558857	0.9544114	1e-06	0.0455886	1e-06	1e-06	0.954411	1e-06	0.0455886	0.954411
3400	-1193.287	-1192.738	-0.5494877	0.5494877	0.03735274	0.9626473	1e-06	0.0373527	1e-06	1e-06	0.962647	1e-06	0.0373527	0.962647
3450	-1245.205	-1244.626	-0.5788856	0.5788856	0.04487397	0.955126	1e-06	0.044874	1e-06	1e-06	0.955126	1e-06	0.044874	0.955126
3500	-1296.846	-1296.205	-0.6405174	0.6405174	0.04121052	0.9587895	1e-06	0.0412105	1e-06	1e-06	0.958789	1e-06	0.0412105	0.958789
3550	-1286.615	-1286.031	-0.583893	0.583893	0.05333812	0.9466619	1e-06	0.0533381	1e-06	1e-06	0.946662	1e-06	0.0533381	0.946662
3600	-1249.152	-1248.583	-0.5686642	0.5686642	0.04926799	0.950732	1e-06	0.049268	1e-06	1e-06	0.950732	1e-06	0.049268	0.950732
3650	-1247.317	-1246.756	-0.5614092	0.5614092	0.05307641	0.9469236	1e-06	0.0530764	1e-06	1e-06	0.946924	1e-06	0.0530764	0.946924
3700	-1200.784	-1200.293	-0.4911787	0.4911787	0.05064459	0.9493554	1e-06	0.0506446	1e-06	1e-06	0.949355	1e-06	0.0506446	0.949355
3750	-1183.827	-1183.251	-0.576301	0.576301	0.04523368	0.9547663	1e-06	0.0452337	1e-06	1e-06	0.954766	1e-06	0.0452337	0.954766
3800	-1229.376	-1228.792	-0.5837962	0.5837962	0.04749889	0.9525011	1e-06	0.0474989	1e-06	1e-06	0.952501	1e-06	0.0474989	0.952501
3850	-1163.057	-1162.541	-0.5153341	0.5153341	0.0475951	0.9524049	1e-06	0.0475951	1e-06	1e-06	0.952405	1e-06	0.0475951	0.952405
3900	-1232.391	-1231.876	-0.5155819	0.5155819	0.05280655	0.9471934	1e-06	0.0528066	1e-06	1e-06	0.947193	1e-06	0.0528066	0.947193
3950	-1215.925	-1215.36	-0.5645655	0.5645655	0.04501414	0.9549859	1e-06	0.0450141	1e-06	1e-06	0.954986	1e-06	0.0450141	0.954986
4000	-1302.329	-1301.719	-0.610219	0.610219	0.04842219	0.9515778	1e-06	0.0484222	1e-06	1e-06	0.951578	1e-06	0.0484222	0.951578
4050	-1296.781	-1296.165	-0.6153654	0.6153654	0.04438792	0.9556121	1e-06	0.0443879	1e-06	1e-06	0.955612	1e-06	0.0443879	0.955612
4100	-1361.791	-1361.194	-0.5970549	0.5970549	0.05252231	0.9474777	1e-06	0.0525223	1e-06	1e-06	0.947478	1e-06	0.0525223	0.947478
4150	-1193.468	-1192.899	-0.5693638	0.5693638	0.0454944	0.9545056	1e-06	0.0454944	1e-06	1e-06	0.954506	1e-06	0.0454944	0.954506
4200	-1224.508	-1223.992	-0.5163375	0.5163375	0.06268248	0.9373175	1e-06	0.0626825	1e-06	1e-06	0.937318	1e-06	0.0626825	0.937318
4250	-1187.706	-1187.211	-0.4945665	0.4945665	0.06101727	0.9389827	1e-06	0.0610173	1e-06	1e-06	0.938983	1e-06	0.0610173	0.938983
4300	-1252.675	-1252.076	-0.5989287	0.5989287	0.04356147	0.9564385	1e-06	0.0435615	1e-06	1e-06	0.956439	1e-06	0.0435615	0.956439
4350	-1249.184	-1248.603	-0.5808247	0.5808247	0.04521395	0.954786	1e-06	0.045214	1e-06	1e-06	0.954786	1e-06	0.045214	0.954786
4400	-1332.393	-1331.783	-0.6102188	0.6102188	0.06228632	0.9377137	1e-06	0.0622863	1e-06	1e-06	0.937714	1e-06	0.0622863	0.937714
4450	-1246.01	-1245.452	-0.5584863	0.5584863	0.04832771	0.9516723	1e-06	0.0483277	1e-06	1e-06	0.951672	1e-06	0.0483277	0.951672
4500	-1306.022	-1305.45	-0.572453	0.572453	0.0473967	0.9526033	1e-06	0.0473967	1e-06	1e-06	0.952603	1e-06	0.0473967	0.952603
4550	-1249.58	-1249.033	-0.5463208	0.5463208	0.05193248	0.9480675	1e-06	0.0519325	1e-06	1e-06	0.948068	1e-06	0.0519325	0.948068
4600	-1176.281	-1175.79	-0.490611	0.490611	0.05327678	0.9467232	1e-06	0.0532768	1e-06	1e-06	0.946723	1e-06	0.0532768	0.946723
4650	-1218.076	-1217.554	-0.5220088	0.5220088	0.05778946	0.9422105	1e-06	0.0577895	1e-06	1e-06	0.942211	1e-06	0.0577895	0.942211
4700	-1289.267	-1288.648	-0.6181531	0.6181531	0.05116511	0.9488349	1e-06	0.0511651	1e-06	1e-06	0.948835	1e-06	0.0511651	0.948835
4750	-1238.229	-1237.642	-0.5863464	0.5863464	0.04651189	0.9534881	1e-06	0.0465119	1e-06	1e-06	0.953488	1e-06	0.0465119	0.953488
4800	-1234.507	-1233.99	-0.5166318	0.5166318	0.04698717	0.9530128	1e-06	0.0469872	1e-06	1e-06	0.953013	1e-06	0.0469872	0.953013
4850	-1227.478	-1226.943	-0.5347713	0.5347713	0.05098398	0.949016	1e-06	0.050984	1e-06	1e-06	0.949016	1e-06	0.050984	0.949016
4900	-1199.332	-1198.789	-0.5428815	0.5428815	0.04824849	0.9517515	1e-06	0.0482485	1e-06	1e-06	0.951752	1e-06	0.0482485	0.951752
4950	-1244.444	-1243.913	-0.5311216	0.5311216	0.06045958	0.9395404	1e-06	0.0604596	1e-06	1e-06	0.93954	1e-06	0.0604596	0.93954
5000	-1186.696	-1186.196	-0.499923	0.499923	0.0464369	0.9535631	1e-06	0.0464369	1e-06	1e-06	0.953563	1e-06	0.0464369	0.953563
5050	-1276.502	-1275.962	-0.5405176	0.5405176	0.05682159	0.9431784	1e-06	0.0568216	1e-06	1e-06	0.943178	1e-06	0.0568216	0.943178
5100	-1233.244	-1232.733	-0.5104322	0.5104322	0.05265419	0.9473458	1e-06	0.0526542	1e-06	1e-06	0.947346	1e-06	0.0526542	0.947346
5150	-1263.847	-1263.304	-0.5435014	0.5435014	0.05585911	0.9441409	1e-06	0.0558591	1e-06	1e-06	0.944141	1e-06	0.0558591	0.944141
5200	-1176.491	-1175.972	-0.5192296	0.5192296	0.0547398	0.9452602	1e-06	0.0547398	1e-06	1e-06	0.94526	1e-06	0.0547398	0.94526
5250	-1190.878	-1190.407	-0.4717977	0.4717977	0.05881279	0.9411872	1e-06	0.0588128	1e-06	1e-06	0.941187	1e-06	0.0588128	0.941187
5300	-1202.968	-1202.428	-0.5401428	0.5401428	0.04752147	0.9524785	1e-06	0.0475215	1e-06	1e-06	0.952479	1e-06	0.0475215	0.952479
5350	-1140.531	-1140.062	-0.468852	0.468852	0.05044923	0.9495508	1e-06	0.0504492	1e-06	1e-06	0.949551	1e-06	0.0504492	0.949551
5400	-1266.735	-1266.262	-0.4732945	0.4732945	0.05763258	0.9423674	1e-06	0.0576326	1e-06	1e-06	0.942367	1e-06	0.0576326	0.942367
5450	-1146.222	-1145.726	-0.4957035	0.4957035	0.05373976	0.9462602	1e-06	0.0537398	1e-06	1e-06	0.94626	1e-06	0.0537398	0.94626
5500	-1105.028	-1104.505	-0.5229857	0.5229857	0.04842398	0.951576	1e-06	0.048424	1e-06	1e-06	0.951576	1e-06	0.048424	0.951576
5550	-1152.051	-1151.532	-0.5190521	0.5190521	0.03929406	0.9607059	1e-06	0.0392941	1e-06	1e-06	0.960706	1e-06	0.0392941	0.960706
5600	-1188.671	-1188.137	-0.5341657	0.5341657	0.04759872	0.9524013	1e-06	0.0475987	1e-06	1e-06	0.952401	1e-06	0.0475987	0.952401
5650	-1186.097	-1185.555	-0.5414397	0.5414397	0.05496237	0.9450376	1e-06	0.0549624	1e-06	1e-06	0.945038	1e-06	0.0549624	0.945038
5700	-1187.36	-1186.844	-0.5154527	0.5154527	0.04808018	0.9519198	1e-06	0.0480802	1e-06	1e-06	0.95192	1e-06	0.0480802	0.95192
5750	-1203.605	-1203.08	-0.5251555	0.5251555	0.04615291	0.9538471	1e-06	0.0461529	1e-06	1e-06	0.953847	1e-06	0.0461529	0.953847
5800	-1152.46	-1151.986	-0.4737831	0.4737831	0.05165716	0.9483428	1e-06	0.0516572	1e-06	1e-06	0.948343	1e-06	0.0516572	0.948343
5850	-1183.631	-1183.102	-0.5287437	0.5287437	0.04409313	0.9559069	1e-06	0.0440931	1e-06	1e-06	0.955907	1e-06	0.0440931	0.955907
5900	-1093.216	-1092.77	-0.4459295	0.4459295	0.04461622	0.9553838	1e-06	0.0446162	1e-06	1e-06	0.955384	1e-06	0.0446162	0.955384
5950	-1186.357	-1185.785	-0.572129	0.572129	0.0472767	0.9527233	1e-06	0.0472767	1e-06	1e-06	0.952723	1e-06	0.0472767	0.952723
6000	-1143.578	-1143.029	-0.549596	0.549596	0.04233138	0.9576686	1e-06	0.0423314	1e-06	1e-06	0.957669	1e-06	0.0423314	0.957669
6050	-1200.963	-1200.481	-0.4820546	0.4820546	0.0572349	0.9427651	1e-06	0.0572349	1e-06	1e-06	0.942765	1e-06	0.0572349	0.942765
6100	-1164.353	-1163.843	-0.5105083	0.5105083	0.04728502	0.952715	1e-06	0.047285	1e-06	1e-06	0.952715	1e-06	0.047285	0.952715
6150	-1187.831	-1187.292	-0.5386431	0.5386431	0.04510145	0.9548986	1e-06	0.0451014	1e-06	1e-06	0.954899	1e-06	0.0451014	0.954899
6200	-1199.911	-1199.38	-0.5316977	0.5316977	0.04835765	0.9516423	1e-06	0.0483577	1e-06	1e-06	0.951642	1e-06	0.0483577	0.951642
6250	-1223.421	-1222.914	-0.5069638	0.5069638	0.05508289	0.9449171	1e-06	0.0550829	1e-06	1e-06	0.944917	1e-06	0.0550829	0.944917
6300	-1206.103	-1205.563	-0.5403857	0.5403857	0.04833738	0.9516626	1e-06	0.0483374	1e-06	1e-06	0.951663	1e-06	0.0483374	0.951663
6350	-1169.935	-1169.385	-0.549876	0.549876	0.04245245	0.9575476	1e-06	0.0424524	1e-06	1e-06	0.957548	1e-06	0.0424524	0.957548
6400	-1163.15	-1162.607	-0.5426061	0.5426061	0.04641054	0.9535895	1e-06	0.0464105	1e-06	1e-06	0.953589	1e-06	0.0464105	0.953589
6450	-1094.351	-1093.849	-0.5024407	0.5024407	0.04531742	0.9546826	1e-06	0.0453174	1e-06	1e-06	0.954683	1e-06	0.0453174	0.954683
6500	-1240.787	-1240.181	-0.6066737	0.6066737	0.04915348	0.9508465	1e-06	0.0491535	1e-06	1e-06	0.950847	1e-06	0.0491535	0.950847
6550	-1262.867	-1262.261	-0.6062575	0.6062575	0.05422332	0.9457767	1e-06	0.0542233	1e-06	1e-06	0.945777	1e-06	0.0542233	0.945777
6600	-1224.091	-1223.557	-0.533963	0.533963	0.05277748	0.9472225	1e-06	0.0527775	1e-06	1e-06	0.947223	1e-06	0.0527775	0.947223
6650	-1181.038	-1180.503	-0.5349008	0.5349008	0.04987991	0.9501201	1e-06	0.0498799	1e-06	1e-06	0.95012	1e-06	0.0498799	0.95012
6700	-1169.434	-1168.927	-0.5072143	0.5072143	0.05736789	0.9426321	1e-06	0.0573679	1e-06	1e-06	0.942632	1e-06	0.0573679	0.942632
6750	-1215.39	-1214.885	-0.5048676	0.5048676	0.05485282	0.9451472	1e-06	0.0548528	1e-06	1e-06	0.945147	1e-06	0.0548528	0.945147
6800	-1119.028	-1118.505	-0.5231685	0.5231685	0.04123535	0.9587647	1e-06	0.0412353	1e-06	1e-06	0.958765	1e-06	0.0412353	0.958765
6850	-1200.898	-1200.347	-0.5514086	0.5514086	0.04985489	0.9501451	1e-06	0.0498549	1e-06	1e-06	0.950145	1e-06	0.0498549	0.950145
6900	-1181.01	-1180.544	-0.4661499	0.4661499	0.05186852	0.9481315	1e-06	0.0518685	1e-06	1e-06	0.948131	1e-06	0.0518685	0.948131
6950	-1119.863	-1119.38	-0.4825522	0.4825522	0.05472772	0.9452723	1e-06	0.0547277	1e-06	1e-06	0.945272	1e-06	0.0547277	0.945272
7000	-1136.448	-1135.964	-0.4842043	0.4842043	0.04632265	0.9536773	1e-06	0.0463227	1e-06	1e-06	0.953677	1e-06	0.0463227	0.953677
7050	-1168.065	-1167.515	-0.5506053	0.5506053	0.05002175	0.9499782	1e-06	0.0500218	1e-06	1e-06	0.949978	1e-06	0.0500218	0.949978
7100	-1224.819	-1224.297	-0.5215184	0.5215184	0.05397448	0.9460255	1e-06	0.0539745	1e-06	1e-06	0.946026	1e-06	0.0539745	0.946026
7150	-1098.806	-1098.353	-0.4529398	0.4529398	0.05423862	0.9457614	1e-06	0.0542386	1e-06	1e-06	0.945761	1e-06	0.0542386	0.945761
7200	-1153.117	-1152.626	-0.490382	0.490382	0.04838451	0.9516155	1e-06	0.0483845	1e-06	1e-06	0.951615	1e-06	0.0483845	0.951615
7250	-1218.729	-1218.15	-0.579593	0.579593	0.04908998	0.95091	1e-06	0.04909	1e-06	1e-06	0.95091	1e-06	0.04909	0.95091
7300	-1250.87	-1250.361	-0.5098164	0.5098164	0.05056604	0.949434	1e-06	0.050566	1e-06	1e-06	0.949434	1e-06	0.050566	0.949434
7350	-1225.707	-1225.226	-0.4814076	0.4814076	0.06265186	0.9373481	1e-06	0.0626519	1e-06	1e-06	0.937348	1e-06	0.0626519	0.937348
7400	-1177.727	-1177.24	-0.4866753	0.4866753	0.05660901	0.943391	1e-06	0.056609	1e-06	1e-06	0.943391	1e-06	0.056609	0.943391
7450	-1240.715	-1240.172	-0.5422964	0.5422964	0.05289386	0.9471061	1e-06	0.0528939	1e-06	1e-06	0.947106	1e-06	0.0528939	0.947106
7500	-1215.609	-1215.062	-0.5476033	0.5476033	0.04801344	0.9519866	1e-06	0.0480134	1e-06	1e-06	0.951987	1e-06	0.0480134	0.951987
7550	-1176.323	-1175.823	-0.5000664	0.5000664	0.04894589	0.9510541	1e-06	0.0489459	1e-06	1e-06	0.951054	1e-06	0.0489459	0.951054
7600	-1157.904	-1157.32	-0.5841096	0.5841096	0.0429575	0.9570425	1e-06	0.0429575	1e-06	1e-06	0.957042	1e-06	0.0429575	0.957042
7650	-1162.67	-1162.187	-0.4828621	0.4828621	0.04468032	0.9553197	1e-06	0.0446803	1e-06	1e-06	0.95532	1e-06	0.0446803	0.95532
7700	-1187.711	-1187.194	-0.5170358	0.5170358	0.04751688	0.9524831	1e-06	0.0475169	1e-06	1e-06	0.952483	1e-06	0.0475169	0.952483
7750	-1111.35	-1110.883	-0.4660944	0.4660944	0.06327304	0.936727	1e-06	0.063273	1e-06	1e-06	0.936727	1e-06	0.063273	0.936727
7800	-1152.783	-1152.304	-0.4796531	0.4796531	0.05872092	0.9412791	1e-06	0.0587209	1e-06	1e-06	0.941279	1e-06	0.0587209	0.941279
7850	-1127.611	-1127.118	-0.4925911	0.4925911	0.04793533	0.9520647	1e-06	0.0479353	1e-06	1e-06	0.952065	1e-06	0.0479353	0.952065
7900	-1184.343	-1183.837	-0.5057883	0.5057883	0.05266487	0.9473351	1e-06	0.0526649	1e-06	1e-06	0.947335	1e-06	0.0526649	0.947335
7950	-1261.345	-1260.825	-0.5197985	0.5197985	0.0548081	0.9451919	1e-06	0.0548081	1e-06	1e-06	0.945192	1e-06	0.0548081	0.945192
8000	-1153.683	-1153.204	-0.4789362	0.4789362	0.04336297	0.956637	1e-06	0.043363	1e-06	1e-06	0.956637	1e-06	0.043363	0.956637
8050	-1088.766	-1088.274	-0.492025	0.492025	0.03794306	0.9620569	1e-06	0.0379431	1e-06	1e-06	0.962057	1e-06	0.0379431	0.962057
8100	-1128.772	-1128.291	-0.4816258	0.4816258	0.04386635	0.9561336	1e-06	0.0438664	1e-06	1e-06	0.956134	1e-06	0.0438664	0.956134
8150	-1166.532	-1166.009	-0.5231075	0.5231075	0.0499225	0.9500775	1e-06	0.0499225	1e-06	1e-06	0.950077	1e-06	0.0499225	0.950077
8200	-1247.417	-1246.848	-0.5689204	0.5689204	0.05024367	0.9497563	1e-06	0.0502437	1e-06	1e-06	0.949756	1e-06	0.0502437	0.949756
8250	-1201.117	-1200.666	-0.4506599	0.4506599	0.06099926	0.9390007	1e-06	0.0609993	1e-06	1e-06	0.939001	1e-06	0.0609993	0.939001
8300	-1137.456	-1136.972	-0.483554	0.483554	0.05157459	0.9484254	1e-06	0.0515746	1e-06	1e-06	0.948425	1e-06	0.0515746	0.948425
8350	-1232.031	-1231.54	-0.4909227	0.4909227	0.0551221	0.9448779	1e-06	0.0551221	1e-06	1e-06	0.944878	1e-06	0.0551221	0.944878
8400	-1117.678	-1117.174	-0.5043154	0.5043154	0.05344517	0.9465548	1e-06	0.0534452	1e-06	1e-06	0.946555	1e-06	0.0534452	0.946555
