Iteration	Posterior	Likelihood	Prior	clock_host	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
900	-3996.84	-3994.481	-2.359074	2.359074	0.1261918	0.8738082	1e-06	0.126192	1e-06	1e-06	0.873808	1e-06	0.126192	0.873808
950	-3931.201	-3928.901	-2.299644	2.299644	0.1168802	0.8831198	1e-06	0.11688	1e-06	1e-06	0.88312	1e-06	0.11688	0.88312
1000	-3934.48	-3932.321	-2.158834	2.158834	0.1248581	0.8751419	1e-06	0.124858	1e-06	1e-06	0.875142	1e-06	0.124858	0.875142
1050	-3871.41	-3869.292	-2.117538	2.117538	0.1161925	0.8838075	1e-06	0.116192	1e-06	1e-06	0.883808	1e-06	0.116192	0.883808
1100	-3871.545	-3869.416	-2.12911	2.12911	0.1182241	0.8817759	1e-06	0.118224	1e-06	1e-06	0.881776	1e-06	0.118224	0.881776
1150	-3812.374	-3810.263	-2.110672	2.110672	0.1129271	0.8870729	1e-06	0.112927	1e-06	1e-06	0.887073	1e-06	0.112927	0.887073
1200	-3795.624	-3793.611	-2.012546	2.012546	0.1222536	0.8777464	1e-06	0.122254	1e-06	1e-06	0.877746	1e-06	0.122254	0.877746
1250	-3803.804	-3801.815	-1.988777	1.988777	0.1150681	0.8849319	1e-06	0.115068	1e-06	1e-06	0.884932	1e-06	0.115068	0.884932
1300	-3755.65	-3753.662	-1.987742	1.987742	0.1170277	0.8829723	1e-06	0.117028	1e-06	1e-06	0.882972	1e-06	0.117028	0.882972
1350	-3704.444	-3702.396	-2.047182	2.047182	0.1105255	0.8894745	1e-06	0.110525	1e-06	1e-06	0.889475	1e-06	0.110525	0.889475
1400	-3636.215	-3634.212	-2.003044	2.003044	0.1030662	0.8969338	1e-06	0.103066	1e-06	1e-06	0.896934	1e-06	0.103066	0.896934
1450	-3557.175	-3555.269	-1.906855	1.906855	0.1083667	0.8916333	1e-06	0.108367	1e-06	1e-06	0.891633	1e-06	0.108367	0.891633
1500	-3525.554	-3523.728	-1.826062	1.826062	0.1069338	0.8930662	1e-06	0.106934	1e-06	1e-06	0.893066	1e-06	0.106934	0.893066
1550	-3471.098	-3469.23	-1.86761	1.86761	0.1020914	0.8979086	1e-06	0.102091	1e-06	1e-06	0.897909	1e-06	0.102091	0.897909
1600	-3477.318	-3475.561	-1.756373	1.756373	0.1036029	0.8963971	1e-06	0.103603	1e-06	1e-06	0.896397	1e-06	0.103603	0.896397
1650	-3423.944	-3422.179	-1.764476	1.764476	0.1053545	0.8946455	1e-06	0.105354	1e-06	1e-06	0.894646	1e-06	0.105354	0.894646
1700	-3360.929	-3359.193	-1.736066	1.736066	0.1029056	0.8970944	1e-06	0.102906	1e-06	1e-06	0.897094	1e-06	0.102906	0.897094
1750	-3311.496	-3309.773	-1.722368	1.722368	0.09553454	0.9044655	1e-06	0.0955345	1e-06	1e-06	0.904465	1e-06	0.0955345	0.904465
1800	-3215.427	-3213.781	-1.646117	1.646117	0.09569654	0.9043035	1e-06	0.0956965	1e-06	1e-06	0.904303	1e-06	0.0956965	0.904303
1850	-3140.255	-3138.704	-1.551472	1.551472	0.09745028	0.9025497	1e-06	0.0974503	1e-06	1e-06	0.90255	1e-06	0.0974503	0.90255
1900	-3081.881	-3080.326	-1.55468	1.55468	0.09133315	0.9086668	1e-06	0.0913332	1e-06	1e-06	0.908667	1e-06	0.0913332	0.908667
1950	-3099.716	-3098.155	-1.560905	1.560905	0.08821908	0.9117809	1e-06	0.0882191	1e-06	1e-06	0.911781	1e-06	0.0882191	0.911781
2000	-3025.074	-3023.57	-1.504428	1.504428	0.09021593	0.9097841	1e-06	0.0902159	1e-06	1e-06	0.909784	1e-06	0.0902159	0.909784
2050	-3014.867	-3013.303	-1.564694	1.564694	0.08701526	0.9129847	1e-06	0.0870153	1e-06	1e-06	0.912985	1e-06	0.0870153	0.912985
2100	-3027.945	-3026.468	-1.476233	1.476233	0.08488801	0.915112	1e-06	0.084888	1e-06	1e-06	0.915112	1e-06	0.084888	0.915112
2150	-2942.241	-2940.812	-1.428926	1.428926	0.08791775	0.9120822	1e-06	0.0879178	1e-06	1e-06	0.912082	1e-06	0.0879178	0.912082
2200	-2952.086	-2950.749	-1.336713	1.336713	0.09320432	0.9067957	1e-06	0.0932043	1e-06	1e-06	0.906796	1e-06	0.0932043	0.906796
2250	-2803.758	-2802.456	-1.302039	1.302039	0.08024535	0.9197546	1e-06	0.0802454	1e-06	1e-06	0.919755	1e-06	0.0802454	0.919755
2300	-2807.124	-2805.761	-1.362878	1.362878	0.08044684	0.9195532	1e-06	0.0804468	1e-06	1e-06	0.919553	1e-06	0.0804468	0.919553
2350	-2708.055	-2706.765	-1.289736	1.289736	0.07970158	0.9202984	1e-06	0.0797016	1e-06	1e-06	0.920298	1e-06	0.0797016	0.920298
2400	-2739.511	-2738.228	-1.283178	1.283178	0.0801038	0.9198962	1e-06	0.0801038	1e-06	1e-06	0.919896	1e-06	0.0801038	0.919896
2450	-2643.678	-2642.347	-1.330369	1.330369	0.07038692	0.9296131	1e-06	0.0703869	1e-06	1e-06	0.929613	1e-06	0.0703869	0.929613
2500	-2661.503	-2660.295	-1.208834	1.208834	0.0818519	0.9181481	1e-06	0.0818519	1e-06	1e-06	0.918148	1e-06	0.0818519	0.918148
2550	-2670.746	-2669.394	-1.352544	1.352544	0.07474612	0.9252539	1e-06	0.0747461	1e-06	1e-06	0.925254	1e-06	0.0747461	0.925254
2600	-2651.217	-2649.915	-1.301153	1.301153	0.08179168	0.9182083	1e-06	0.0817917	1e-06	1e-06	0.918208	1e-06	0.0817917	0.918208
2650	-2553.435	-2552.233	-1.201657	1.201657	0.0717861	0.9282139	1e-06	0.0717861	1e-06	1e-06	0.928214	1e-06	0.0717861	0.928214
2700	-2585.925	-2584.735	-1.189729	1.189729	0.07426138	0.9257386	1e-06	0.0742614	1e-06	1e-06	0.925739	1e-06	0.0742614	0.925739
2750	-2426.108	-2425.022	-1.085818	1.085818	0.06805986	0.9319401	1e-06	0.0680599	1e-06	1e-06	0.93194	1e-06	0.0680599	0.93194
2800	-2468.467	-2467.332	-1.135866	1.135866	0.06850632	0.9314937	1e-06	0.0685063	1e-06	1e-06	0.931494	1e-06	0.0685063	0.931494
2850	-2387.747	-2386.674	-1.072857	1.072857	0.06425101	0.935749	1e-06	0.064251	1e-06	1e-06	0.935749	1e-06	0.064251	0.935749
2900	-2382.431	-2381.366	-1.065299	1.065299	0.07302096	0.926979	1e-06	0.073021	1e-06	1e-06	0.926979	1e-06	0.073021	0.926979
2950	-2344.328	-2343.201	-1.126826	1.126826	0.06146321	0.9385368	1e-06	0.0614632	1e-06	1e-06	0.938537	1e-06	0.0614632	0.938537
3000	-2403.296	-2402.196	-1.100173	1.100173	0.07252939	0.9274706	1e-06	0.0725294	1e-06	1e-06	0.927471	1e-06	0.0725294	0.927471
3050	-2426.965	-2425.857	-1.107855	1.107855	0.0756028	0.9243972	1e-06	0.0756028	1e-06	1e-06	0.924397	1e-06	0.0756028	0.924397
3100	-2489.254	-2488.164	-1.089646	1.089646	0.07889295	0.9211071	1e-06	0.0788929	1e-06	1e-06	0.921107	1e-06	0.0788929	0.921107
3150	-2350.517	-2349.417	-1.099482	1.099482	0.06769593	0.9323041	1e-06	0.0676959	1e-06	1e-06	0.932304	1e-06	0.0676959	0.932304
3200	-2163.467	-2162.485	-0.9815029	0.9815029	0.06855935	0.9314407	1e-06	0.0685593	1e-06	1e-06	0.931441	1e-06	0.0685593	0.931441
3250	-2370.248	-2369.102	-1.146787	1.146787	0.07090402	0.929096	1e-06	0.070904	1e-06	1e-06	0.929096	1e-06	0.070904	0.929096
3300	-2287.067	-2286.02	-1.04627	1.04627	0.06295356	0.9370464	1e-06	0.0629536	1e-06	1e-06	0.937046	1e-06	0.0629536	0.937046
3350	-2123.335	-2122.303	-1.031635	1.031635	0.05963375	0.9403663	1e-06	0.0596337	1e-06	1e-06	0.940366	1e-06	0.0596337	0.940366
3400	-2288.819	-2287.695	-1.124075	1.124075	0.06456644	0.9354336	1e-06	0.0645664	1e-06	1e-06	0.935434	1e-06	0.0645664	0.935434
3450	-2359.634	-2358.556	-1.07756	1.07756	0.06914043	0.9308596	1e-06	0.0691404	1e-06	1e-06	0.93086	1e-06	0.0691404	0.93086
3500	-2236.169	-2235.145	-1.024468	1.024468	0.06414421	0.9358558	1e-06	0.0641442	1e-06	1e-06	0.935856	1e-06	0.0641442	0.935856
3550	-2233.911	-2232.887	-1.024318	1.024318	0.07273726	0.9272627	1e-06	0.0727373	1e-06	1e-06	0.927263	1e-06	0.0727373	0.927263
3600	-2134.958	-2133.961	-0.9979299	0.9979299	0.06125902	0.938741	1e-06	0.061259	1e-06	1e-06	0.938741	1e-06	0.061259	0.938741
3650	-2036.652	-2035.834	-0.818434	0.818434	0.06349677	0.9365032	1e-06	0.0634968	1e-06	1e-06	0.936503	1e-06	0.0634968	0.936503
3700	-2002.349	-2001.471	-0.8781604	0.8781604	0.05537535	0.9446246	1e-06	0.0553754	1e-06	1e-06	0.944625	1e-06	0.0553754	0.944625
3750	-2015.265	-2014.325	-0.9393827	0.9393827	0.05657866	0.9434213	1e-06	0.0565787	1e-06	1e-06	0.943421	1e-06	0.0565787	0.943421
3800	-1960.409	-1959.523	-0.8855702	0.8855702	0.05671437	0.9432856	1e-06	0.0567144	1e-06	1e-06	0.943286	1e-06	0.0567144	0.943286
3850	-1926.078	-1925.22	-0.857988	0.857988	0.05428128	0.9457187	1e-06	0.0542813	1e-06	1e-06	0.945719	1e-06	0.0542813	0.945719
3900	-1986.477	-1985.638	-0.8385618	0.8385618	0.05546477	0.9445352	1e-06	0.0554648	1e-06	1e-06	0.944535	1e-06	0.0554648	0.944535
3950	-1811.277	-1810.463	-0.8134324	0.8134324	0.04877099	0.951229	1e-06	0.048771	1e-06	1e-06	0.951229	1e-06	0.048771	0.951229
4000	-1793.278	-1792.507	-0.771239	0.771239	0.04503182	0.9549682	1e-06	0.0450318	1e-06	1e-06	0.954968	1e-06	0.0450318	0.954968
4050	-1832.737	-1831.862	-0.8744247	0.8744247	0.0507566	0.9492434	1e-06	0.0507566	1e-06	1e-06	0.949243	1e-06	0.0507566	0.949243
4100	-1761.468	-1760.696	-0.7716235	0.7716235	0.05270611	0.9472939	1e-06	0.0527061	1e-06	1e-06	0.947294	1e-06	0.0527061	0.947294
4150	-1755.062	-1754.252	-0.8092148	0.8092148	0.04844491	0.9515551	1e-06	0.0484449	1e-06	1e-06	0.951555	1e-06	0.0484449	0.951555
4200	-1691.107	-1690.356	-0.7507272	0.7507272	0.0434472	0.9565528	1e-06	0.0434472	1e-06	1e-06	0.956553	1e-06	0.0434472	0.956553
4250	-1794.632	-1793.807	-0.825637	0.825637	0.04821503	0.951785	1e-06	0.048215	1e-06	1e-06	0.951785	1e-06	0.048215	0.951785
4300	-1809.267	-1808.481	-0.7861262	0.7861262	0.0538922	0.9461078	1e-06	0.0538922	1e-06	1e-06	0.946108	1e-06	0.0538922	0.946108
4350	-1695.64	-1694.904	-0.7363368	0.7363368	0.05137111	0.9486289	1e-06	0.0513711	1e-06	1e-06	0.948629	1e-06	0.0513711	0.948629
4400	-1791.412	-1790.598	-0.8138139	0.8138139	0.05312248	0.9468775	1e-06	0.0531225	1e-06	1e-06	0.946878	1e-06	0.0531225	0.946878
4450	-1763.236	-1762.455	-0.7803982	0.7803982	0.0577898	0.9422102	1e-06	0.0577898	1e-06	1e-06	0.94221	1e-06	0.0577898	0.94221
4500	-1836.092	-1835.284	-0.8075864	0.8075864	0.05752431	0.9424757	1e-06	0.0575243	1e-06	1e-06	0.942476	1e-06	0.0575243	0.942476
4550	-1730.854	-1730.042	-0.8123106	0.8123106	0.04812163	0.9518784	1e-06	0.0481216	1e-06	1e-06	0.951878	1e-06	0.0481216	0.951878
4600	-1684.093	-1683.319	-0.7738307	0.7738307	0.05573576	0.9442642	1e-06	0.0557358	1e-06	1e-06	0.944264	1e-06	0.0557358	0.944264
4650	-1705.551	-1704.732	-0.8190741	0.8190741	0.04554838	0.9544516	1e-06	0.0455484	1e-06	1e-06	0.954452	1e-06	0.0455484	0.954452
4700	-1700.537	-1699.784	-0.7523215	0.7523215	0.04979512	0.9502049	1e-06	0.0497951	1e-06	1e-06	0.950205	1e-06	0.0497951	0.950205
4750	-1653.393	-1652.616	-0.7767032	0.7767032	0.04520841	0.9547916	1e-06	0.0452084	1e-06	1e-06	0.954792	1e-06	0.0452084	0.954792
4800	-1645.538	-1644.829	-0.709475	0.709475	0.04675946	0.9532405	1e-06	0.0467595	1e-06	1e-06	0.953241	1e-06	0.0467595	0.953241
4850	-1597.589	-1596.853	-0.736214	0.736214	0.04906576	0.9509342	1e-06	0.0490658	1e-06	1e-06	0.950934	1e-06	0.0490658	0.950934
4900	-1639.15	-1638.402	-0.7483821	0.7483821	0.04509359	0.9549064	1e-06	0.0450936	1e-06	1e-06	0.954906	1e-06	0.0450936	0.954906
4950	-1668.78	-1668.035	-0.7455577	0.7455577	0.04698649	0.9530135	1e-06	0.0469865	1e-06	1e-06	0.953014	1e-06	0.0469865	0.953014
5000	-1506.386	-1505.749	-0.637258	0.637258	0.04112127	0.9588787	1e-06	0.0411213	1e-06	1e-06	0.958879	1e-06	0.0411213	0.958879
5050	-1624.755	-1623.996	-0.7588637	0.7588637	0.04982641	0.9501736	1e-06	0.0498264	1e-06	1e-06	0.950174	1e-06	0.0498264	0.950174
5100	-1754.444	-1753.667	-0.7771066	0.7771066	0.05293454	0.9470655	1e-06	0.0529345	1e-06	1e-06	0.947065	1e-06	0.0529345	0.947065
5150	-1650.167	-1649.43	-0.7370698	0.7370698	0.05533742	0.9446626	1e-06	0.0553374	1e-06	1e-06	0.944663	1e-06	0.0553374	0.944663
5200	-1682.106	-1681.346	-0.7598151	0.7598151	0.04566456	0.9543354	1e-06	0.0456646	1e-06	1e-06	0.954335	1e-06	0.0456646	0.954335
5250	-1840.697	-1839.931	-0.7651675	0.7651675	0.06194298	0.938057	1e-06	0.061943	1e-06	1e-06	0.938057	1e-06	0.061943	0.938057
5300	-1590.541	-1589.795	-0.7461745	0.7461745	0.04795109	0.9520489	1e-06	0.0479511	1e-06	1e-06	0.952049	1e-06	0.0479511	0.952049
5350	-1573.572	-1572.849	-0.7228303	0.7228303	0.04664512	0.9533549	1e-06	0.0466451	1e-06	1e-06	0.953355	1e-06	0.0466451	0.953355
5400	-1680.023	-1679.265	-0.757347	0.757347	0.0576782	0.9423218	1e-06	0.0576782	1e-06	1e-06	0.942322	1e-06	0.0576782	0.942322
5450	-1678.156	-1677.44	-0.7166943	0.7166943	0.0541085	0.9458915	1e-06	0.0541085	1e-06	1e-06	0.945892	1e-06	0.0541085	0.945892
5500	-1554.044	-1553.348	-0.6954186	0.6954186	0.04996096	0.950039	1e-06	0.049961	1e-06	1e-06	0.950039	1e-06	0.049961	0.950039
5550	-1577.365	-1576.679	-0.6859803	0.6859803	0.04894453	0.9510555	1e-06	0.0489445	1e-06	1e-06	0.951055	1e-06	0.0489445	0.951055
5600	-1495.529	-1494.818	-0.7103161	0.7103161	0.04456949	0.9554305	1e-06	0.0445695	1e-06	1e-06	0.955431	1e-06	0.0445695	0.955431
5650	-1558.148	-1557.508	-0.639986	0.639986	0.05185118	0.9481488	1e-06	0.0518512	1e-06	1e-06	0.948149	1e-06	0.0518512	0.948149
5700	-1568.098	-1567.439	-0.6591662	0.6591662	0.04801026	0.9519897	1e-06	0.0480103	1e-06	1e-06	0.95199	1e-06	0.0480103	0.95199
5750	-1592.547	-1591.739	-0.808153	0.808153	0.0435566	0.9564434	1e-06	0.0435566	1e-06	1e-06	0.956443	1e-06	0.0435566	0.956443
5800	-1564.434	-1563.712	-0.7224684	0.7224684	0.05086793	0.9491321	1e-06	0.0508679	1e-06	1e-06	0.949132	1e-06	0.0508679	0.949132
5850	-1472.176	-1471.514	-0.661861	0.661861	0.044576	0.955424	1e-06	0.044576	1e-06	1e-06	0.955424	1e-06	0.044576	0.955424
5900	-1483.932	-1483.21	-0.7223504	0.7223504	0.04716412	0.9528359	1e-06	0.0471641	1e-06	1e-06	0.952836	1e-06	0.0471641	0.952836
5950	-1589.327	-1588.6	-0.7273205	0.7273205	0.04920453	0.9507955	1e-06	0.0492045	1e-06	1e-06	0.950795	1e-06	0.0492045	0.950795
6000	-1468.298	-1467.573	-0.7249687	0.7249687	0.04316045	0.9568395	1e-06	0.0431605	1e-06	1e-06	0.95684	1e-06	0.0431605	0.95684
6050	-1544.24	-1543.508	-0.7322981	0.7322981	0.04871486	0.9512851	1e-06	0.0487149	1e-06	1e-06	0.951285	1e-06	0.0487149	0.951285
6100	-1517.617	-1516.879	-0.737775	0.737775	0.04516084	0.9548392	1e-06	0.0451608	1e-06	1e-06	0.954839	1e-06	0.0451608	0.954839
6150	-1508.163	-1507.42	-0.7425233	0.7425233	0.04159949	0.9584005	1e-06	0.0415995	1e-06	1e-06	0.958401	1e-06	0.0415995	0.958401
6200	-1491.471	-1490.753	-0.7186807	0.7186807	0.04172088	0.9582791	1e-06	0.0417209	1e-06	1e-06	0.958279	1e-06	0.0417209	0.958279
6250	-1448.383	-1447.742	-0.640639	0.640639	0.04918145	0.9508185	1e-06	0.0491815	1e-06	1e-06	0.950819	1e-06	0.0491815	0.950819
6300	-1408.622	-1407.956	-0.6655266	0.6655266	0.04623549	0.9537645	1e-06	0.0462355	1e-06	1e-06	0.953765	1e-06	0.0462355	0.953765
6350	-1549.396	-1548.632	-0.7638519	0.7638519	0.05152627	0.9484737	1e-06	0.0515263	1e-06	1e-06	0.948474	1e-06	0.0515263	0.948474
6400	-1469.678	-1469.017	-0.6601699	0.6601699	0.05182977	0.9481702	1e-06	0.0518298	1e-06	1e-06	0.94817	1e-06	0.0518298	0.94817
6450	-1529.903	-1529.194	-0.7093694	0.7093694	0.04339229	0.9566077	1e-06	0.0433923	1e-06	1e-06	0.956608	1e-06	0.0433923	0.956608
6500	-1441.773	-1441.166	-0.607083	0.607083	0.04386108	0.9561389	1e-06	0.0438611	1e-06	1e-06	0.956139	1e-06	0.0438611	0.956139
6550	-1460.779	-1460.142	-0.6373187	0.6373187	0.04317406	0.9568259	1e-06	0.0431741	1e-06	1e-06	0.956826	1e-06	0.0431741	0.956826
6600	-1511.718	-1511.083	-0.6348392	0.6348392	0.05151303	0.948487	1e-06	0.051513	1e-06	1e-06	0.948487	1e-06	0.051513	0.948487
6650	-1478.642	-1477.982	-0.6596119	0.6596119	0.04799907	0.9520009	1e-06	0.0479991	1e-06	1e-06	0.952001	1e-06	0.0479991	0.952001
6700	-1419.073	-1418.428	-0.6447255	0.6447255	0.04506047	0.9549395	1e-06	0.0450605	1e-06	1e-06	0.95494	1e-06	0.0450605	0.95494
6750	-1484.494	-1483.808	-0.6857829	0.6857829	0.04862692	0.9513731	1e-06	0.0486269	1e-06	1e-06	0.951373	1e-06	0.0486269	0.951373
6800	-1482.212	-1481.493	-0.718519	0.718519	0.0459104	0.9540896	1e-06	0.0459104	1e-06	1e-06	0.95409	1e-06	0.0459104	0.95409
6850	-1506.288	-1505.598	-0.6898752	0.6898752	0.04589527	0.9541047	1e-06	0.0458953	1e-06	1e-06	0.954105	1e-06	0.0458953	0.954105
6900	-1509.419	-1508.749	-0.6705342	0.6705342	0.04314266	0.9568573	1e-06	0.0431427	1e-06	1e-06	0.956857	1e-06	0.0431427	0.956857
6950	-1375.33	-1374.707	-0.6228204	0.6228204	0.04195097	0.958049	1e-06	0.041951	1e-06	1e-06	0.958049	1e-06	0.041951	0.958049
7000	-1388.318	-1387.631	-0.6874541	0.6874541	0.04348421	0.9565158	1e-06	0.0434842	1e-06	1e-06	0.956516	1e-06	0.0434842	0.956516
7050	-1541.958	-1541.259	-0.6992512	0.6992512	0.05494313	0.9450569	1e-06	0.0549431	1e-06	1e-06	0.945057	1e-06	0.0549431	0.945057
7100	-1525.134	-1524.445	-0.6889134	0.6889134	0.04769826	0.9523017	1e-06	0.0476983	1e-06	1e-06	0.952302	1e-06	0.0476983	0.952302
7150	-1491.296	-1490.611	-0.6850903	0.6850903	0.04300549	0.9569945	1e-06	0.0430055	1e-06	1e-06	0.956995	1e-06	0.0430055	0.956995
7200	-1554.704	-1554.005	-0.699349	0.699349	0.04596586	0.9540341	1e-06	0.0459659	1e-06	1e-06	0.954034	1e-06	0.0459659	0.954034
7250	-1452.7	-1451.993	-0.7070778	0.7070778	0.04632357	0.9536764	1e-06	0.0463236	1e-06	1e-06	0.953676	1e-06	0.0463236	0.953676
7300	-1479.931	-1479.294	-0.6371402	0.6371402	0.04671687	0.9532831	1e-06	0.0467169	1e-06	1e-06	0.953283	1e-06	0.0467169	0.953283
7350	-1434.538	-1433.882	-0.6553966	0.6553966	0.03871468	0.9612853	1e-06	0.0387147	1e-06	1e-06	0.961285	1e-06	0.0387147	0.961285
7400	-1528.672	-1527.982	-0.6899941	0.6899941	0.04908937	0.9509106	1e-06	0.0490894	1e-06	1e-06	0.950911	1e-06	0.0490894	0.950911
7450	-1381.76	-1381.108	-0.651967	0.651967	0.04349743	0.9565026	1e-06	0.0434974	1e-06	1e-06	0.956503	1e-06	0.0434974	0.956503
7500	-1430.424	-1429.801	-0.6225231	0.6225231	0.04827888	0.9517211	1e-06	0.0482789	1e-06	1e-06	0.951721	1e-06	0.0482789	0.951721
7550	-1396.96	-1396.353	-0.6072494	0.6072494	0.05432516	0.9456748	1e-06	0.0543252	1e-06	1e-06	0.945675	1e-06	0.0543252	0.945675
7600	-1521.577	-1520.973	-0.6036592	0.6036592	0.05182618	0.9481738	1e-06	0.0518262	1e-06	1e-06	0.948174	1e-06	0.0518262	0.948174
7650	-1425.394	-1424.7	-0.6942934	0.6942934	0.04540097	0.954599	1e-06	0.045401	1e-06	1e-06	0.954599	1e-06	0.045401	0.954599
7700	-1392.782	-1392.196	-0.5865471	0.5865471	0.04765976	0.9523402	1e-06	0.0476598	1e-06	1e-06	0.95234	1e-06	0.0476598	0.95234
7750	-1293.424	-1292.798	-0.6263545	0.6263545	0.03359195	0.9664081	1e-06	0.0335919	1e-06	1e-06	0.966408	1e-06	0.0335919	0.966408
7800	-1368.538	-1367.912	-0.6262051	0.6262051	0.04738153	0.9526185	1e-06	0.0473815	1e-06	1e-06	0.952618	1e-06	0.0473815	0.952618
7850	-1359.943	-1359.335	-0.607677	0.607677	0.04511767	0.9548823	1e-06	0.0451177	1e-06	1e-06	0.954882	1e-06	0.0451177	0.954882
7900	-1289.227	-1288.609	-0.6182507	0.6182507	0.04394563	0.9560544	1e-06	0.0439456	1e-06	1e-06	0.956054	1e-06	0.0439456	0.956054
7950	-1426.38	-1425.749	-0.6302908	0.6302908	0.04853766	0.9514623	1e-06	0.0485377	1e-06	1e-06	0.951462	1e-06	0.0485377	0.951462
8000	-1433.303	-1432.687	-0.6161066	0.6161066	0.04576137	0.9542386	1e-06	0.0457614	1e-06	1e-06	0.954239	1e-06	0.0457614	0.954239
8050	-1381.818	-1381.195	-0.6234088	0.6234088	0.04581673	0.9541833	1e-06	0.0458167	1e-06	1e-06	0.954183	1e-06	0.0458167	0.954183
8100	-1363.619	-1363.032	-0.5869634	0.5869634	0.05267284	0.9473272	1e-06	0.0526728	1e-06	1e-06	0.947327	1e-06	0.0526728	0.947327
8150	-1436.999	-1436.334	-0.6641518	0.6641518	0.05406688	0.9459331	1e-06	0.0540669	1e-06	1e-06	0.945933	1e-06	0.0540669	0.945933
8200	-1361.156	-1360.533	-0.6233784	0.6233784	0.04152092	0.9584791	1e-06	0.0415209	1e-06	1e-06	0.958479	1e-06	0.0415209	0.958479
8250	-1451.685	-1451.016	-0.6689202	0.6689202	0.04148803	0.958512	1e-06	0.041488	1e-06	1e-06	0.958512	1e-06	0.041488	0.958512
8300	-1324.497	-1323.865	-0.6324443	0.6324443	0.04122655	0.9587735	1e-06	0.0412265	1e-06	1e-06	0.958773	1e-06	0.0412265	0.958773
8350	-1332.642	-1332.062	-0.5806623	0.5806623	0.03967529	0.9603247	1e-06	0.0396753	1e-06	1e-06	0.960325	1e-06	0.0396753	0.960325
8400	-1398.348	-1397.779	-0.5684633	0.5684633	0.044002	0.955998	1e-06	0.044002	1e-06	1e-06	0.955998	1e-06	0.044002	0.955998
8450	-1369.06	-1368.465	-0.5958372	0.5958372	0.04595126	0.9540487	1e-06	0.0459513	1e-06	1e-06	0.954049	1e-06	0.0459513	0.954049
8500	-1384.353	-1383.767	-0.5868413	0.5868413	0.05358267	0.9464173	1e-06	0.0535827	1e-06	1e-06	0.946417	1e-06	0.0535827	0.946417
