Iteration	Posterior	Likelihood	Prior	clock_host	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
24200	-1138.389	-1137.947	-0.4419691	0.4419691	0.05787505	0.9421249	1e-06	0.0578751	1e-06	1e-06	0.942125	1e-06	0.0578751	0.942125
24250	-1148.912	-1148.39	-0.5220718	0.5220718	0.05486052	0.9451395	1e-06	0.0548605	1e-06	1e-06	0.945139	1e-06	0.0548605	0.945139
24300	-1194.282	-1193.78	-0.5014635	0.5014635	0.04967839	0.9503216	1e-06	0.0496784	1e-06	1e-06	0.950322	1e-06	0.0496784	0.950322
24350	-1147.731	-1147.215	-0.5153786	0.5153786	0.06020678	0.9397932	1e-06	0.0602068	1e-06	1e-06	0.939793	1e-06	0.0602068	0.939793
24400	-1127.331	-1126.831	-0.5000453	0.5000453	0.0564667	0.9435333	1e-06	0.0564667	1e-06	1e-06	0.943533	1e-06	0.0564667	0.943533
24450	-1165.887	-1165.425	-0.4624743	0.4624743	0.05361013	0.9463899	1e-06	0.0536101	1e-06	1e-06	0.94639	1e-06	0.0536101	0.94639
24500	-1182.623	-1182.164	-0.4587254	0.4587254	0.05011303	0.949887	1e-06	0.050113	1e-06	1e-06	0.949887	1e-06	0.050113	0.949887
24550	-1156.606	-1156.094	-0.5118657	0.5118657	0.05695277	0.9430472	1e-06	0.0569528	1e-06	1e-06	0.943047	1e-06	0.0569528	0.943047
24600	-1129.069	-1128.567	-0.5019654	0.5019654	0.04760768	0.9523923	1e-06	0.0476077	1e-06	1e-06	0.952392	1e-06	0.0476077	0.952392
24650	-1187.409	-1186.929	-0.4795972	0.4795972	0.06252578	0.9374742	1e-06	0.0625258	1e-06	1e-06	0.937474	1e-06	0.0625258	0.937474
24700	-1242.542	-1241.948	-0.5937059	0.5937059	0.0467038	0.9532962	1e-06	0.0467038	1e-06	1e-06	0.953296	1e-06	0.0467038	0.953296
24750	-1197.314	-1196.781	-0.5329031	0.5329031	0.05393869	0.9460613	1e-06	0.0539387	1e-06	1e-06	0.946061	1e-06	0.0539387	0.946061
24800	-1179.023	-1178.511	-0.5120169	0.5120169	0.05978622	0.9402138	1e-06	0.0597862	1e-06	1e-06	0.940214	1e-06	0.0597862	0.940214
24850	-1208.221	-1207.7	-0.5202852	0.5202852	0.0547342	0.9452658	1e-06	0.0547342	1e-06	1e-06	0.945266	1e-06	0.0547342	0.945266
24900	-1163.054	-1162.576	-0.4785006	0.4785006	0.04791453	0.9520855	1e-06	0.0479145	1e-06	1e-06	0.952085	1e-06	0.0479145	0.952085
24950	-1249.318	-1248.821	-0.497524	0.497524	0.06217601	0.937824	1e-06	0.062176	1e-06	1e-06	0.937824	1e-06	0.062176	0.937824
25000	-1174.098	-1173.611	-0.4869273	0.4869273	0.0689177	0.9310823	1e-06	0.0689177	1e-06	1e-06	0.931082	1e-06	0.0689177	0.931082
25050	-1235.862	-1235.347	-0.5150061	0.5150061	0.06125004	0.93875	1e-06	0.06125	1e-06	1e-06	0.93875	1e-06	0.06125	0.93875
25100	-1240.899	-1240.402	-0.497732	0.497732	0.06104513	0.9389549	1e-06	0.0610451	1e-06	1e-06	0.938955	1e-06	0.0610451	0.938955
25150	-1154.162	-1153.609	-0.5533838	0.5533838	0.04529004	0.95471	1e-06	0.04529	1e-06	1e-06	0.95471	1e-06	0.04529	0.95471
25200	-1126.084	-1125.61	-0.4743129	0.4743129	0.05502112	0.9449789	1e-06	0.0550211	1e-06	1e-06	0.944979	1e-06	0.0550211	0.944979
25250	-1193.994	-1193.499	-0.4941648	0.4941648	0.06213914	0.9378609	1e-06	0.0621391	1e-06	1e-06	0.937861	1e-06	0.0621391	0.937861
25300	-1143.599	-1143.158	-0.4412935	0.4412935	0.06237992	0.9376201	1e-06	0.0623799	1e-06	1e-06	0.93762	1e-06	0.0623799	0.93762
25350	-1236.154	-1235.736	-0.4180587	0.4180587	0.06737727	0.9326227	1e-06	0.0673773	1e-06	1e-06	0.932623	1e-06	0.0673773	0.932623
25400	-1161.069	-1160.571	-0.4980586	0.4980586	0.05560591	0.9443941	1e-06	0.0556059	1e-06	1e-06	0.944394	1e-06	0.0556059	0.944394
25450	-1157.048	-1156.539	-0.508404	0.508404	0.04428785	0.9557122	1e-06	0.0442878	1e-06	1e-06	0.955712	1e-06	0.0442878	0.955712
25500	-1193.809	-1193.31	-0.4987947	0.4987947	0.04851976	0.9514802	1e-06	0.0485198	1e-06	1e-06	0.95148	1e-06	0.0485198	0.95148
25550	-1077.158	-1076.713	-0.445316	0.445316	0.05284697	0.947153	1e-06	0.052847	1e-06	1e-06	0.947153	1e-06	0.052847	0.947153
25600	-1111.845	-1111.408	-0.436722	0.436722	0.06020751	0.9397925	1e-06	0.0602075	1e-06	1e-06	0.939792	1e-06	0.0602075	0.939792
25650	-1176.984	-1176.548	-0.4368568	0.4368568	0.06451776	0.9354822	1e-06	0.0645178	1e-06	1e-06	0.935482	1e-06	0.0645178	0.935482
25700	-1214.906	-1214.445	-0.460767	0.460767	0.05811788	0.9418821	1e-06	0.0581179	1e-06	1e-06	0.941882	1e-06	0.0581179	0.941882
25750	-1156.008	-1155.487	-0.5205604	0.5205604	0.05212433	0.9478757	1e-06	0.0521243	1e-06	1e-06	0.947876	1e-06	0.0521243	0.947876
25800	-1216.619	-1216.119	-0.5000159	0.5000159	0.06339769	0.9366023	1e-06	0.0633977	1e-06	1e-06	0.936602	1e-06	0.0633977	0.936602
25850	-1168.946	-1168.475	-0.4707854	0.4707854	0.05692805	0.9430719	1e-06	0.0569281	1e-06	1e-06	0.943072	1e-06	0.0569281	0.943072
25900	-1239.685	-1239.089	-0.5962187	0.5962187	0.04875569	0.9512443	1e-06	0.0487557	1e-06	1e-06	0.951244	1e-06	0.0487557	0.951244
25950	-1175.024	-1174.466	-0.5578912	0.5578912	0.04923775	0.9507622	1e-06	0.0492378	1e-06	1e-06	0.950762	1e-06	0.0492378	0.950762
26000	-1114.816	-1114.302	-0.514054	0.514054	0.04188223	0.9581178	1e-06	0.0418822	1e-06	1e-06	0.958118	1e-06	0.0418822	0.958118
26050	-1198.754	-1198.25	-0.5043245	0.5043245	0.06183943	0.9381606	1e-06	0.0618394	1e-06	1e-06	0.938161	1e-06	0.0618394	0.938161
26100	-1235.828	-1235.287	-0.5406594	0.5406594	0.05558753	0.9444125	1e-06	0.0555875	1e-06	1e-06	0.944412	1e-06	0.0555875	0.944412
26150	-1158.124	-1157.651	-0.4733933	0.4733933	0.05167504	0.948325	1e-06	0.051675	1e-06	1e-06	0.948325	1e-06	0.051675	0.948325
26200	-1165.03	-1164.533	-0.4971286	0.4971286	0.05511958	0.9448804	1e-06	0.0551196	1e-06	1e-06	0.94488	1e-06	0.0551196	0.94488
26250	-1150.923	-1150.387	-0.536013	0.536013	0.04800252	0.9519975	1e-06	0.0480025	1e-06	1e-06	0.951997	1e-06	0.0480025	0.951997
26300	-1245.672	-1245.101	-0.5709693	0.5709693	0.05720973	0.9427903	1e-06	0.0572097	1e-06	1e-06	0.94279	1e-06	0.0572097	0.94279
26350	-1257	-1256.422	-0.5773602	0.5773602	0.05001481	0.9499852	1e-06	0.0500148	1e-06	1e-06	0.949985	1e-06	0.0500148	0.949985
26400	-1135.777	-1135.349	-0.4275841	0.4275841	0.06492406	0.9350759	1e-06	0.0649241	1e-06	1e-06	0.935076	1e-06	0.0649241	0.935076
26450	-1150.954	-1150.497	-0.4569324	0.4569324	0.04792482	0.9520752	1e-06	0.0479248	1e-06	1e-06	0.952075	1e-06	0.0479248	0.952075
26500	-1127.534	-1127.038	-0.4958579	0.4958579	0.05101219	0.9489878	1e-06	0.0510122	1e-06	1e-06	0.948988	1e-06	0.0510122	0.948988
26550	-1148.957	-1148.46	-0.497773	0.497773	0.05437885	0.9456211	1e-06	0.0543789	1e-06	1e-06	0.945621	1e-06	0.0543789	0.945621
26600	-1106.714	-1106.295	-0.4191336	0.4191336	0.05575047	0.9442495	1e-06	0.0557505	1e-06	1e-06	0.94425	1e-06	0.0557505	0.94425
26650	-1221.355	-1220.762	-0.5933804	0.5933804	0.05549718	0.9445028	1e-06	0.0554972	1e-06	1e-06	0.944503	1e-06	0.0554972	0.944503
26700	-1267.732	-1267.217	-0.5149401	0.5149401	0.06368098	0.936319	1e-06	0.063681	1e-06	1e-06	0.936319	1e-06	0.063681	0.936319
26750	-1266.711	-1266.151	-0.5600406	0.5600406	0.05197171	0.9480283	1e-06	0.0519717	1e-06	1e-06	0.948028	1e-06	0.0519717	0.948028
26800	-1154.866	-1154.417	-0.4494814	0.4494814	0.05825978	0.9417402	1e-06	0.0582598	1e-06	1e-06	0.94174	1e-06	0.0582598	0.94174
26850	-1126.349	-1125.895	-0.4538162	0.4538162	0.05964998	0.94035	1e-06	0.05965	1e-06	1e-06	0.94035	1e-06	0.05965	0.94035
26900	-1089.398	-1088.915	-0.4831573	0.4831573	0.04532749	0.9546725	1e-06	0.0453275	1e-06	1e-06	0.954673	1e-06	0.0453275	0.954673
26950	-1239.069	-1238.533	-0.5362188	0.5362188	0.05119546	0.9488045	1e-06	0.0511955	1e-06	1e-06	0.948805	1e-06	0.0511955	0.948805
27000	-1191.252	-1190.743	-0.5096812	0.5096812	0.05150066	0.9484993	1e-06	0.0515007	1e-06	1e-06	0.948499	1e-06	0.0515007	0.948499
27050	-1140.276	-1139.748	-0.5279659	0.5279659	0.05402119	0.9459788	1e-06	0.0540212	1e-06	1e-06	0.945979	1e-06	0.0540212	0.945979
27100	-1167.034	-1166.575	-0.4589996	0.4589996	0.06218577	0.9378142	1e-06	0.0621858	1e-06	1e-06	0.937814	1e-06	0.0621858	0.937814
27150	-1129.761	-1129.296	-0.4656899	0.4656899	0.05265117	0.9473488	1e-06	0.0526512	1e-06	1e-06	0.947349	1e-06	0.0526512	0.947349
27200	-1127.438	-1126.921	-0.5171959	0.5171959	0.0484219	0.9515781	1e-06	0.0484219	1e-06	1e-06	0.951578	1e-06	0.0484219	0.951578
27250	-1157.458	-1156.941	-0.5172925	0.5172925	0.04744819	0.9525518	1e-06	0.0474482	1e-06	1e-06	0.952552	1e-06	0.0474482	0.952552
27300	-1158.726	-1158.232	-0.4936382	0.4936382	0.05353325	0.9464668	1e-06	0.0535332	1e-06	1e-06	0.946467	1e-06	0.0535332	0.946467
27350	-1210.456	-1209.947	-0.5090018	0.5090018	0.06586797	0.934132	1e-06	0.065868	1e-06	1e-06	0.934132	1e-06	0.065868	0.934132
27400	-1198.973	-1198.537	-0.4361595	0.4361595	0.0737464	0.9262536	1e-06	0.0737464	1e-06	1e-06	0.926254	1e-06	0.0737464	0.926254
27450	-1195.425	-1194.906	-0.5186129	0.5186129	0.05124343	0.9487566	1e-06	0.0512434	1e-06	1e-06	0.948757	1e-06	0.0512434	0.948757
27500	-1142.653	-1142.1	-0.5529049	0.5529049	0.04814585	0.9518541	1e-06	0.0481459	1e-06	1e-06	0.951854	1e-06	0.0481459	0.951854
27550	-1178.879	-1178.39	-0.4891021	0.4891021	0.05371956	0.9462804	1e-06	0.0537196	1e-06	1e-06	0.94628	1e-06	0.0537196	0.94628
27600	-1162.169	-1161.717	-0.451681	0.451681	0.05835889	0.9416411	1e-06	0.0583589	1e-06	1e-06	0.941641	1e-06	0.0583589	0.941641
27650	-1236.616	-1236.068	-0.5483038	0.5483038	0.05493749	0.9450625	1e-06	0.0549375	1e-06	1e-06	0.945063	1e-06	0.0549375	0.945063
27700	-1227.468	-1226.937	-0.5310901	0.5310901	0.05993529	0.9400647	1e-06	0.0599353	1e-06	1e-06	0.940065	1e-06	0.0599353	0.940065
27750	-1242.003	-1241.513	-0.4895777	0.4895777	0.05887297	0.941127	1e-06	0.058873	1e-06	1e-06	0.941127	1e-06	0.058873	0.941127
27800	-1141.302	-1140.828	-0.4734997	0.4734997	0.05209264	0.9479074	1e-06	0.0520926	1e-06	1e-06	0.947907	1e-06	0.0520926	0.947907
27850	-1178.04	-1177.547	-0.4930308	0.4930308	0.05327756	0.9467224	1e-06	0.0532776	1e-06	1e-06	0.946722	1e-06	0.0532776	0.946722
27900	-1261.344	-1260.74	-0.6039829	0.6039829	0.0537228	0.9462772	1e-06	0.0537228	1e-06	1e-06	0.946277	1e-06	0.0537228	0.946277
27950	-1174.229	-1173.7	-0.5287485	0.5287485	0.04931514	0.9506849	1e-06	0.0493151	1e-06	1e-06	0.950685	1e-06	0.0493151	0.950685
28000	-1274.644	-1274.081	-0.5629312	0.5629312	0.05594084	0.9440592	1e-06	0.0559408	1e-06	1e-06	0.944059	1e-06	0.0559408	0.944059
28050	-1118.995	-1118.463	-0.5316533	0.5316533	0.04181968	0.9581803	1e-06	0.0418197	1e-06	1e-06	0.95818	1e-06	0.0418197	0.95818
28100	-1211.112	-1210.556	-0.5562569	0.5562569	0.05323078	0.9467692	1e-06	0.0532308	1e-06	1e-06	0.946769	1e-06	0.0532308	0.946769
28150	-1171.976	-1171.513	-0.463016	0.463016	0.05602949	0.9439705	1e-06	0.0560295	1e-06	1e-06	0.943971	1e-06	0.0560295	0.943971
28200	-1249.681	-1249.107	-0.5736552	0.5736552	0.05071035	0.9492897	1e-06	0.0507103	1e-06	1e-06	0.94929	1e-06	0.0507103	0.94929
28250	-1232.687	-1232.143	-0.5440848	0.5440848	0.05848013	0.9415199	1e-06	0.0584801	1e-06	1e-06	0.94152	1e-06	0.0584801	0.94152
28300	-1245.665	-1245.115	-0.5496221	0.5496221	0.0534891	0.9465109	1e-06	0.0534891	1e-06	1e-06	0.946511	1e-06	0.0534891	0.946511
28350	-1320.05	-1319.466	-0.5845148	0.5845148	0.06140556	0.9385944	1e-06	0.0614056	1e-06	1e-06	0.938594	1e-06	0.0614056	0.938594
28400	-1223.434	-1222.91	-0.5239859	0.5239859	0.05109863	0.9489014	1e-06	0.0510986	1e-06	1e-06	0.948901	1e-06	0.0510986	0.948901
28450	-1259.904	-1259.369	-0.5351835	0.5351835	0.05366645	0.9463336	1e-06	0.0536664	1e-06	1e-06	0.946334	1e-06	0.0536664	0.946334
28500	-1161.963	-1161.466	-0.4967024	0.4967024	0.05989303	0.940107	1e-06	0.059893	1e-06	1e-06	0.940107	1e-06	0.059893	0.940107
28550	-1137.526	-1137.042	-0.4845644	0.4845644	0.05240971	0.9475903	1e-06	0.0524097	1e-06	1e-06	0.94759	1e-06	0.0524097	0.94759
28600	-1187.323	-1186.767	-0.5560429	0.5560429	0.0555477	0.9444523	1e-06	0.0555477	1e-06	1e-06	0.944452	1e-06	0.0555477	0.944452
28650	-1191.024	-1190.519	-0.5050872	0.5050872	0.06278468	0.9372153	1e-06	0.0627847	1e-06	1e-06	0.937215	1e-06	0.0627847	0.937215
28700	-1151.048	-1150.611	-0.4364329	0.4364329	0.06039643	0.9396036	1e-06	0.0603964	1e-06	1e-06	0.939604	1e-06	0.0603964	0.939604
28750	-1128.861	-1128.402	-0.4584457	0.4584457	0.05242592	0.9475741	1e-06	0.0524259	1e-06	1e-06	0.947574	1e-06	0.0524259	0.947574
28800	-1190.151	-1189.622	-0.5292744	0.5292744	0.05743246	0.9425675	1e-06	0.0574325	1e-06	1e-06	0.942568	1e-06	0.0574325	0.942568
28850	-1128.655	-1128.216	-0.4383688	0.4383688	0.06093539	0.9390646	1e-06	0.0609354	1e-06	1e-06	0.939065	1e-06	0.0609354	0.939065
28900	-1179.096	-1178.561	-0.5354358	0.5354358	0.06144366	0.9385563	1e-06	0.0614437	1e-06	1e-06	0.938556	1e-06	0.0614437	0.938556
28950	-1170.934	-1170.448	-0.4860997	0.4860997	0.05830337	0.9416966	1e-06	0.0583034	1e-06	1e-06	0.941697	1e-06	0.0583034	0.941697
29000	-1206.341	-1205.842	-0.4988006	0.4988006	0.05506126	0.9449387	1e-06	0.0550613	1e-06	1e-06	0.944939	1e-06	0.0550613	0.944939
29050	-1093.099	-1092.66	-0.438736	0.438736	0.05883114	0.9411689	1e-06	0.0588311	1e-06	1e-06	0.941169	1e-06	0.0588311	0.941169
29100	-1204.86	-1204.337	-0.5227748	0.5227748	0.05792259	0.9420774	1e-06	0.0579226	1e-06	1e-06	0.942077	1e-06	0.0579226	0.942077
29150	-1167.454	-1166.944	-0.5103716	0.5103716	0.05497542	0.9450246	1e-06	0.0549754	1e-06	1e-06	0.945025	1e-06	0.0549754	0.945025
29200	-1080.587	-1080.14	-0.4476304	0.4476304	0.04991325	0.9500868	1e-06	0.0499132	1e-06	1e-06	0.950087	1e-06	0.0499132	0.950087
29250	-1116.933	-1116.435	-0.4980196	0.4980196	0.04676033	0.9532397	1e-06	0.0467603	1e-06	1e-06	0.95324	1e-06	0.0467603	0.95324
29300	-1114.995	-1114.564	-0.4309445	0.4309445	0.05415553	0.9458445	1e-06	0.0541555	1e-06	1e-06	0.945844	1e-06	0.0541555	0.945844
29350	-1109.68	-1109.188	-0.4918668	0.4918668	0.05328533	0.9467147	1e-06	0.0532853	1e-06	1e-06	0.946715	1e-06	0.0532853	0.946715
29400	-1241.102	-1240.592	-0.5098424	0.5098424	0.05770319	0.9422968	1e-06	0.0577032	1e-06	1e-06	0.942297	1e-06	0.0577032	0.942297
29450	-1232.387	-1231.884	-0.5032271	0.5032271	0.05915945	0.9408405	1e-06	0.0591595	1e-06	1e-06	0.940841	1e-06	0.0591595	0.940841
29500	-1095.515	-1095.075	-0.4400509	0.4400509	0.05168729	0.9483127	1e-06	0.0516873	1e-06	1e-06	0.948313	1e-06	0.0516873	0.948313
29550	-1147.217	-1146.789	-0.4279503	0.4279503	0.04667676	0.9533232	1e-06	0.0466768	1e-06	1e-06	0.953323	1e-06	0.0466768	0.953323
29600	-1183.186	-1182.74	-0.4455071	0.4455071	0.06079325	0.9392068	1e-06	0.0607932	1e-06	1e-06	0.939207	1e-06	0.0607932	0.939207
29650	-1146.969	-1146.472	-0.4962782	0.4962782	0.04519137	0.9548086	1e-06	0.0451914	1e-06	1e-06	0.954809	1e-06	0.0451914	0.954809
29700	-1109.073	-1108.578	-0.4952737	0.4952737	0.04766907	0.9523309	1e-06	0.0476691	1e-06	1e-06	0.952331	1e-06	0.0476691	0.952331
29750	-1185.947	-1185.477	-0.4701387	0.4701387	0.05332929	0.9466707	1e-06	0.0533293	1e-06	1e-06	0.946671	1e-06	0.0533293	0.946671
29800	-1088.553	-1088.068	-0.4848026	0.4848026	0.04228059	0.9577194	1e-06	0.0422806	1e-06	1e-06	0.957719	1e-06	0.0422806	0.957719
29850	-1197.03	-1196.542	-0.4882636	0.4882636	0.05703206	0.9429679	1e-06	0.0570321	1e-06	1e-06	0.942968	1e-06	0.0570321	0.942968
29900	-1131.576	-1131.098	-0.4777812	0.4777812	0.05615918	0.9438408	1e-06	0.0561592	1e-06	1e-06	0.943841	1e-06	0.0561592	0.943841
29950	-1154.803	-1154.246	-0.5563585	0.5563585	0.05017818	0.9498218	1e-06	0.0501782	1e-06	1e-06	0.949822	1e-06	0.0501782	0.949822
30000	-1228.188	-1227.632	-0.5557055	0.5557055	0.05332038	0.9466796	1e-06	0.0533204	1e-06	1e-06	0.94668	1e-06	0.0533204	0.94668
30050	-1176.997	-1176.502	-0.4951569	0.4951569	0.0489898	0.9510102	1e-06	0.0489898	1e-06	1e-06	0.95101	1e-06	0.0489898	0.95101
30100	-1232.201	-1231.632	-0.5688147	0.5688147	0.05209975	0.9479003	1e-06	0.0520997	1e-06	1e-06	0.9479	1e-06	0.0520997	0.9479
30150	-1178.544	-1178.101	-0.4424856	0.4424856	0.05082151	0.9491785	1e-06	0.0508215	1e-06	1e-06	0.949178	1e-06	0.0508215	0.949178
30200	-1247.491	-1246.944	-0.5470467	0.5470467	0.04976727	0.9502327	1e-06	0.0497673	1e-06	1e-06	0.950233	1e-06	0.0497673	0.950233
30250	-1205.11	-1204.615	-0.4953463	0.4953463	0.05496804	0.945032	1e-06	0.054968	1e-06	1e-06	0.945032	1e-06	0.054968	0.945032
30300	-1180.126	-1179.605	-0.5219669	0.5219669	0.04418999	0.95581	1e-06	0.04419	1e-06	1e-06	0.95581	1e-06	0.04419	0.95581
30350	-1189.842	-1189.345	-0.4971414	0.4971414	0.05383962	0.9461604	1e-06	0.0538396	1e-06	1e-06	0.94616	1e-06	0.0538396	0.94616
30400	-1080.563	-1080.136	-0.427002	0.427002	0.06192345	0.9380765	1e-06	0.0619235	1e-06	1e-06	0.938077	1e-06	0.0619235	0.938077
30450	-1165.153	-1164.724	-0.4296699	0.4296699	0.06070492	0.9392951	1e-06	0.0607049	1e-06	1e-06	0.939295	1e-06	0.0607049	0.939295
30500	-1163.273	-1162.802	-0.47113	0.47113	0.04537125	0.9546287	1e-06	0.0453713	1e-06	1e-06	0.954629	1e-06	0.0453713	0.954629
30550	-1136.021	-1135.576	-0.4446622	0.4446622	0.06249536	0.9375046	1e-06	0.0624954	1e-06	1e-06	0.937505	1e-06	0.0624954	0.937505
30600	-1128.578	-1128.1	-0.4773375	0.4773375	0.05351042	0.9464896	1e-06	0.0535104	1e-06	1e-06	0.94649	1e-06	0.0535104	0.94649
30650	-1123.769	-1123.321	-0.4482545	0.4482545	0.05843415	0.9415659	1e-06	0.0584341	1e-06	1e-06	0.941566	1e-06	0.0584341	0.941566
30700	-1203.877	-1203.351	-0.5253373	0.5253373	0.05636663	0.9436334	1e-06	0.0563666	1e-06	1e-06	0.943633	1e-06	0.0563666	0.943633
30750	-1221.609	-1221.135	-0.474549	0.474549	0.06646326	0.9335367	1e-06	0.0664633	1e-06	1e-06	0.933537	1e-06	0.0664633	0.933537
30800	-1157.918	-1157.48	-0.4375937	0.4375937	0.05798709	0.9420129	1e-06	0.0579871	1e-06	1e-06	0.942013	1e-06	0.0579871	0.942013
30850	-1146.568	-1146.108	-0.4602764	0.4602764	0.05523891	0.9447611	1e-06	0.0552389	1e-06	1e-06	0.944761	1e-06	0.0552389	0.944761
30900	-1133.117	-1132.657	-0.4596809	0.4596809	0.05382716	0.9461728	1e-06	0.0538272	1e-06	1e-06	0.946173	1e-06	0.0538272	0.946173
30950	-1120.805	-1120.286	-0.5187967	0.5187967	0.05629712	0.9437029	1e-06	0.0562971	1e-06	1e-06	0.943703	1e-06	0.0562971	0.943703
31000	-1191.023	-1190.572	-0.4513502	0.4513502	0.05966646	0.9403335	1e-06	0.0596665	1e-06	1e-06	0.940334	1e-06	0.0596665	0.940334
31050	-1213.289	-1212.852	-0.4375839	0.4375839	0.07165222	0.9283478	1e-06	0.0716522	1e-06	1e-06	0.928348	1e-06	0.0716522	0.928348
31100	-1191.516	-1191.045	-0.4715416	0.4715416	0.04861171	0.9513883	1e-06	0.0486117	1e-06	1e-06	0.951388	1e-06	0.0486117	0.951388
31150	-1164.688	-1164.233	-0.4544727	0.4544727	0.0625895	0.9374105	1e-06	0.0625895	1e-06	1e-06	0.93741	1e-06	0.0625895	0.93741
31200	-1237.747	-1237.288	-0.4592711	0.4592711	0.05632581	0.9436742	1e-06	0.0563258	1e-06	1e-06	0.943674	1e-06	0.0563258	0.943674
31250	-1095.926	-1095.469	-0.4573257	0.4573257	0.04584191	0.9541581	1e-06	0.0458419	1e-06	1e-06	0.954158	1e-06	0.0458419	0.954158
31300	-1157.398	-1156.95	-0.4486986	0.4486986	0.05241112	0.9475889	1e-06	0.0524111	1e-06	1e-06	0.947589	1e-06	0.0524111	0.947589
31350	-1157.603	-1157.133	-0.4697006	0.4697006	0.05717873	0.9428213	1e-06	0.0571787	1e-06	1e-06	0.942821	1e-06	0.0571787	0.942821
31400	-1130.913	-1130.441	-0.4728688	0.4728688	0.04653939	0.9534606	1e-06	0.0465394	1e-06	1e-06	0.953461	1e-06	0.0465394	0.953461
31450	-1266.144	-1265.632	-0.511713	0.511713	0.06046324	0.9395368	1e-06	0.0604632	1e-06	1e-06	0.939537	1e-06	0.0604632	0.939537
31500	-1230.545	-1230.082	-0.4630714	0.4630714	0.05989129	0.9401087	1e-06	0.0598913	1e-06	1e-06	0.940109	1e-06	0.0598913	0.940109
31550	-1155.487	-1155.047	-0.4403993	0.4403993	0.06009093	0.9399091	1e-06	0.0600909	1e-06	1e-06	0.939909	1e-06	0.0600909	0.939909
31600	-1215.447	-1214.96	-0.4866996	0.4866996	0.05170314	0.9482969	1e-06	0.0517031	1e-06	1e-06	0.948297	1e-06	0.0517031	0.948297
31650	-1157.884	-1157.415	-0.4686091	0.4686091	0.05926182	0.9407382	1e-06	0.0592618	1e-06	1e-06	0.940738	1e-06	0.0592618	0.940738
31700	-1217.887	-1217.39	-0.4974284	0.4974284	0.05406927	0.9459307	1e-06	0.0540693	1e-06	1e-06	0.945931	1e-06	0.0540693	0.945931
31750	-1104.205	-1103.814	-0.3912902	0.3912902	0.0588145	0.9411855	1e-06	0.0588145	1e-06	1e-06	0.941186	1e-06	0.0588145	0.941186
31800	-1095.545	-1095.128	-0.4171595	0.4171595	0.05603916	0.9439608	1e-06	0.0560392	1e-06	1e-06	0.943961	1e-06	0.0560392	0.943961
31850	-1215.502	-1215.071	-0.4309753	0.4309753	0.06632257	0.9336774	1e-06	0.0663226	1e-06	1e-06	0.933677	1e-06	0.0663226	0.933677
31900	-1241.868	-1241.373	-0.4953119	0.4953119	0.06118904	0.938811	1e-06	0.061189	1e-06	1e-06	0.938811	1e-06	0.061189	0.938811
31950	-1139.256	-1138.784	-0.4718643	0.4718643	0.05174355	0.9482565	1e-06	0.0517435	1e-06	1e-06	0.948256	1e-06	0.0517435	0.948256
32000	-1148.357	-1147.916	-0.4414033	0.4414033	0.06686297	0.933137	1e-06	0.066863	1e-06	1e-06	0.933137	1e-06	0.066863	0.933137
32050	-1094.687	-1094.293	-0.3942782	0.3942782	0.06762938	0.9323706	1e-06	0.0676294	1e-06	1e-06	0.932371	1e-06	0.0676294	0.932371
32100	-1227.338	-1226.895	-0.4428128	0.4428128	0.06505882	0.9349412	1e-06	0.0650588	1e-06	1e-06	0.934941	1e-06	0.0650588	0.934941
32150	-1156.168	-1155.727	-0.4405398	0.4405398	0.05963952	0.9403605	1e-06	0.0596395	1e-06	1e-06	0.94036	1e-06	0.0596395	0.94036
32200	-1104.305	-1103.84	-0.464914	0.464914	0.04807433	0.9519257	1e-06	0.0480743	1e-06	1e-06	0.951926	1e-06	0.0480743	0.951926
32250	-1088.469	-1088.022	-0.4467773	0.4467773	0.0477961	0.9522039	1e-06	0.0477961	1e-06	1e-06	0.952204	1e-06	0.0477961	0.952204
32300	-1163.116	-1162.62	-0.4963042	0.4963042	0.05077546	0.9492245	1e-06	0.0507755	1e-06	1e-06	0.949225	1e-06	0.0507755	0.949225
32350	-1186.577	-1186.081	-0.4963245	0.4963245	0.06152539	0.9384746	1e-06	0.0615254	1e-06	1e-06	0.938475	1e-06	0.0615254	0.938475
32400	-1152.35	-1151.827	-0.5228855	0.5228855	0.04618385	0.9538161	1e-06	0.0461839	1e-06	1e-06	0.953816	1e-06	0.0461839	0.953816
32450	-1150.599	-1150.128	-0.4704024	0.4704024	0.0565307	0.9434693	1e-06	0.0565307	1e-06	1e-06	0.943469	1e-06	0.0565307	0.943469
32500	-1234.574	-1234.059	-0.5142707	0.5142707	0.06337595	0.936624	1e-06	0.063376	1e-06	1e-06	0.936624	1e-06	0.063376	0.936624
32550	-1124.876	-1124.41	-0.4653684	0.4653684	0.05414112	0.9458589	1e-06	0.0541411	1e-06	1e-06	0.945859	1e-06	0.0541411	0.945859
32600	-1221.026	-1220.53	-0.496155	0.496155	0.06059708	0.9394029	1e-06	0.0605971	1e-06	1e-06	0.939403	1e-06	0.0605971	0.939403
32650	-1116.949	-1116.511	-0.4385333	0.4385333	0.05533235	0.9446677	1e-06	0.0553323	1e-06	1e-06	0.944668	1e-06	0.0553323	0.944668
